form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00841601,SB21B.4270,,,ORG,SFR3,,,,,,6650 Rivers Ave,Suite 100,Charleston,SC,29406,,,2023-08-07,335.00,,Office Space,001,,,,,,,,,,,,,,,,,,,
SB21B,C00841601,SB21B.4268,,,ORG,SFR3,,,,,,6650 Rivers Ave,Suite 100,Charleston,SC,29406,,,2023-09-05,900.00,,Office Space,001,,,,,,,,,,,,,,,,,,,
SB21B,C00841601,SB21B.4296,,,ORG,Signs on the Cheap,,,,,,11525 Stonehollow Drive,B220,Austin,TX,78758,,,2023-08-25,268.16,,H-Signs,006,,,,Juarez,Javar,,,,S,SC,19,,,,,,,,
SB21B,C00841601,SB21B.4294,,,ORG,Signs on the Cheap,,,,,,11525 Stonehollow Drive,B220,Austin,TX,78758,,,2023-09-22,205.34,,H-Signs,006,,,,Juarez,Javar,,,,S,SC,19,,,,,,,,
SB21B,C00841601,SB21B.4232,,,ORG,staples,,,,,,320 Harbison Blvd,Suite B,Columbia,SC,29212,,,2023-09-15,213.99,,Event Flyers,006,,,,,,,,,,,,,,,,,,,
SB21B,C00841601,SB21B.4233,,,ORG,staples,,,,,,320 Harbison Blvd,Suite B,Columbia,SC,29212,,,2023-09-15,68.47,,Dry Erase Easel,006,,,,,,,,,,,,,,,,,,,
SB21B,C00841601,SB21B.4264,,,ORG,staples,,,,,,320 Harbison Blvd,Suite B,Columbia,SC,29212,,,2023-09-21,86.94,,In person print services,006,,,,,,,,,,,,,,,,,,,
SB21B,C00841601,SB21B.4124,,,ORG,staples,,,,,,320 Harbison Blvd,Suite B,Columbia,SC,29212,,,2023-10-06,171.19,,Printer,,,,,,,,,,,,,,,,,,,,
SB21B,C00841601,SB21B.4126,,,ORG,staples,,,,,,320 Harbison Blvd,Suite B,Columbia,SC,29212,,,2023-10-06,9.39,,B&W Copies,,,,,,,,,,,,,,,,,,,,
SB21B,C00841601,SB21B.4253,,,ORG,The Bistreaux by Fleur De Licious,,,,,,2700 Broad River Road,Suite B,Columbia,SC,29210,,,2023-09-19,183.20,,Call to Action Mixer Richland County,007,,,,,,,,,,,,,,,,,,,
SB21B,C00841601,SB21B.4256,,,ORG,The Bistreaux by Fleur De Licious,,,,,,2700 Broad River Road,Suite B,Columbia,SC,29210,,,2023-09-19,41.40,,PAC Meeting,007,,,,,,,,,,,,,,,,,,,
SB21B,C00841601,SB21B.4182,,,ORG,The Bistreaux by Fleur De Licious,,,,,,2700 Broad River Road,Suite B,Columbia,SC,29210,,,2023-10-18,25.00,,Allied Community Partners Roundtable,003,,,,,,,,,,,,,,,,,,,
SB21B,C00841601,SB21B.4110,,,ORG,The Bistreaux by Fleur De Licious,,,,,,2700 Broad River Road,Suite B,Columbia,SC,29210,S2023,Special-Primary,2023-10-25,222.00,,Volunteer Mixer,007,,,,Juarez,Javar,,,,S,SC,19,,,,,,,,
