form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00214981,11805751,,,ORG,TEXAS FARM BUREAU,,,,,,P. O. BOX 2689,,WACO,TX,767022689,P2024,,2024-02-13,5.75,0.00,In Kind Contribution PAC Website,011,C00498121,Roger Williams For U S Congress Committee,H2TX33040,Williams,Roger,,,,H,TX,25,,,,,,,,In Kind Contribution PAC Website
SB23,C00214981,11805752,,,ORG,TEXAS FARM BUREAU,,,,,,P. O. BOX 2689,,WACO,TX,767022689,P2024,,2024-02-13,5.75,0.00,In Kind Contribution PAC Website,011,C00655332,Cloud For Congress,H8TX27049,Cloud,Michael,,,,H,TX,27,,,,,,,,In Kind Contribution PAC Website
SB23,C00214981,11805753,,,ORG,TEXAS FARM BUREAU,,,,,,P. O. BOX 2689,,WACO,TX,767022689,P2024,,2024-02-13,5.75,0.00,In Kind Contribution PAC Website,011,C00371302,Texans For Henry Cuellar Congressional Campaign,H2TX23082,Cuellar,Henry,,,,H,TX,28,,,,,,,,In Kind Contribution PAC Website
SB23,C00214981,11805755,,,ORG,TEXAS FARM BUREAU,,,,,,P. O. BOX 2689,,WACO,TX,767022689,P2024,,2024-02-13,5.75,0.00,In Kind Contribution PAC Website,011,C00660555,Sylvia Garcia For Congress,H8TX29052,Garcia,Sylvia,,,,H,TX,29,,,,,,,,In Kind Contribution PAC Website
SB23,C00214981,11805759,,,ORG,TEXAS FARM BUREAU,,,,,,P. O. BOX 2689,,WACO,TX,767022689,P2024,,2024-02-13,5.75,0.00,In Kind Contribution PAC Website,011,C00795450,Jasmine For US,H2TX30178,Crockett,Jasmine,,,,H,TX,30,,,,,,,,In Kind Contribution PAC Website
SB23,C00214981,11805760,,,ORG,TEXAS FARM BUREAU,,,,,,P. O. BOX 2689,,WACO,TX,767022689,P2024,,2024-02-13,5.75,0.00,In Kind Contribution PAC Website,011,C00371203,John Carter For Congress,H2TX31044,Carter,John,,,,H,TX,31,,,,,,,,In Kind Contribution PAC Website
SB23,C00214981,11805762,,,ORG,TEXAS FARM BUREAU,,,,,,P. O. BOX 2689,,WACO,TX,767022689,P2024,,2024-02-13,5.75,0.00,In Kind Contribution PAC Website,011,C00506832,Marc Veasey Congressional Campaign Committee,H2TX33073,Veasey,Marc,,,,H,TX,33,,,,,,,,In Kind Contribution PAC Website
SB23,C00214981,11805764,,,ORG,TEXAS FARM BUREAU,,,,,,P. O. BOX 2689,,WACO,TX,767022689,P2024,,2024-02-13,5.75,0.00,In Kind Contribution PAC Website,011,,Vicente Gonzalez for Congress Committee,,Gonzalez,Vicente,,,,H,TX,34,,,,,,,,In Kind Contribution PAC Website
SB23,C00214981,11805765,,,ORG,TEXAS FARM BUREAU,,,,,,P. O. BOX 2689,,WACO,TX,767022689,P2024,,2024-02-13,5.75,0.00,In Kind Contribution PAC Website,011,C00553859,Dr. Brian Babin For Congress,H6TX02079,Babin,Brian,,,D.D.S.,H,TX,36,,,,,,,,In Kind Contribution PAC Website
SB23,C00214981,11805767,,,ORG,TEXAS FARM BUREAU,,,,,,P. O. BOX 2689,,WACO,TX,767022689,P2024,,2024-02-13,5.75,0.00,In Kind Contribution PAC Website,011,C00701003,Hunt For Congress,H0TX07170,Hunt,Wesley,,,,H,TX,38,,,,,,,,In Kind Contribution PAC Website
SB23,C00214981,11809339,,,CCM,Elizabeth Pannill Fletcher for Congress,,,,,,"3262 Westheimer, PMB 636",,Houston,TX,77098,G2024,,2024-02-28,4800.00,0.00,Campaign Contribution,011,,,,Fletcher,Lizzie,,,,H,TX,07,,,,,,,,Campaign Contribution
SB23,C00214981,11809340,,,CCM,Texans For Morgan Luttrell,,,,,,PO Box 1245,,Magnolia,TX,77353,G2024,,2024-02-28,4800.00,0.00,Campaign Contribution,011,C00781112,Texans For Morgan Luttrell,H2TX08182,Luttrell,Morgan,,,,H,TX,08,,,,,,,,Campaign Contribution
SB23,C00214981,11809341,,,CCM,Mike Johnson For Louisiana,,,,,,228 S. Washington St.,Ste. 115,Alexandria,LA,22314,G2024,,2024-02-28,5000.00,0.00,Campaign Contribution,011,C00608695,Mike Johnson For Louisiana,H6LA04138,Johnson,Mike,,,,H,LA,04,,,,,,,,Campaign Contribution
SB23,C00214981,11809343,,,CCM,Jason Smith For Congress,,,,,,PO Box 1324,,Cape Girardeau,MO,637021324,G2024,,2024-02-28,5000.00,0.00,Campaign Contribution,011,C00541862,Jason Smith For Congress,H4MO08162,Smith,Jason,,,,H,MO,08,,,,,,,,Campaign Contribution
SB23,C00214981,11810046,,,CCM,Sanford Bishop For Congress,,,,,,P O Box 909,,Columbus,GA,31902,P2024,,2024-02-29,5000.00,0.00,Campaign Contribution,011,C00266940,Sanford Bishop For Congress,H2GA02031,Bishop,Sanford,D.,,Jr.,H,GA,02,,,,,,,,Campaign Contribution
SB23,C00214981,11810047,,,CCM,Kat For Congress,,,,,,5200 Nw 43rd St Ste 102-180,,Gainesville,FL,32606,G2024,,2024-02-29,5000.00,0.00,Campaign Contribution,011,C00730895,Kat For Congress,H0FL03175,Cammack,Kat,,,,H,FL,03,,,,,,,,Campaign Contribution
SB23,C00214981,11810048,,,CCM,Crawford For Congress,,,,,,PO Box 16956,,Jonesboro,AR,72403,P2024,,2024-02-29,5000.00,0.00,Campaign Contribution,011,C00462374,Crawford For Congress,H0AR01083,Crawford,Rick,,,,H,AR,01,,,,,,,,Campaign Contribution
SB23,C00214981,11810049,,,CCM,John Duarte For Congress,,,,,,9460 Tegner Road,,Hilmar,CA,95324,G2024,,2024-02-29,5000.00,0.00,Campaign Contribution,011,C00808279,John Duarte For Congress,H2CA13131,Duarte,John,,,,H,CA,13,,,,,,,,Campaign Contribution
SB23,C00214981,11810050,,,CCM,Scalise For Congress,,,,,,PO Box 23219,,Jefferson,LA,701833219,G2024,,2024-02-29,5000.00,0.00,Campaign Contribution,011,C00394957,Scalise For Congress,H0LA01087,Scalise,Steve,,,,H,LA,01,,,,,,,,Campaign Contribution
SB23,C00214981,11810051,,,CCM,Austin Scott For Congress Inc,,,,,,PO Box 2530,,Tifton,GA,31793,G2024,,2024-02-29,5000.00,0.00,Campaign Contribution,011,C00482737,Austin Scott For Congress Inc,H0GA08099,Scott,Austin,,,,H,GA,08,,,,,,,,Campaign Contribution
SB23,C00214981,11810052,,,CCM,Valadao For Congress,,,,,,5132 North Palm Avenue,#227,Fresno,CA,93704,P2024,,2024-02-29,4000.00,0.00,Campaign Contribution,011,C00499392,Valadao For Congress,H2CA20094,Valadao,David,,,,H,CA,22,,,,,,,,Campaign Contribution
SB23,C00214981,11810053,,,CCM,Don Davis For NC,,,,,,PO Box 511,,Snow Hill,NC,28580,P2024,,2024-02-29,5000.00,0.00,,011,C00795211,Don Davis For NC,H2NC02287,Davis,Don,,,Dr.,H,NC,01,,,,,,,,
SB23,C00214981,11810054,,,CCM,Andy Harris For Congress,,,,,,PO Box 6,,Cambridge,MD,21613,P2024,,2024-02-29,5000.00,0.00,Campaign Contribution,011,C00435974,Andy Harris For Congress,H8MD01094,Harris,Andy,,,"USNR, M.D.",H,MD,01,,,,,,,,Campaign Contribution
