form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00394452,SB21B.E1732108,,,ORG,Watermark Associates,,,,,,31566 Railroad Canyon Rd.,Ste 2 - PMB 1405,Canyon Lake,CA,925879446,G2022,,2023-12-01,753.00,0.00,Fundraising consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1729843,,,ORG,Political Treasury Group,,,,,,1635 E Cambridge Ave,,Fresno,CA,93704,G2022,,2023-08-11,747.00,0.00,Professional treasury services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1731912,,,ORG,Political Treasury Group,,,,,,1635 E Cambridge Ave,,Fresno,CA,93704,G2022,,2023-11-16,2706.70,0.00,Printing and postage expense,003,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1731912.0,SB21B.E1731912,SB21B,ORG,Action Mail,,,,,,230 North Market Place,,Escondito,CA,92029,,,2023-11-06,2706.70,0.00,,003,,,,,,,,,,CA,,Political Treasury Group,1635 E Cambridge Ave,,Fresno,CA,93704,X,Sub-vendor itemization of  Political Treasury Group
SB21B,C00394452,SB21B.E1731805,,,ORG,Political Treasury Group,,,,,,1635 E Cambridge Ave,,Fresno,CA,93704,G2022,,2023-11-14,338.34,0.00,Treasury services,,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1732766,,,ORG,Political Treasury Group,,,,,,1635 E Cambridge Ave,,Fresno,CA,93704,P2024,,2023-12-31,621.68,0.00,Nov. Bookkeeping,001,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1730350,,,ORG,Political Treasury Group,,,,,,1635 E Cambridge Ave,,Fresno,CA,93704,G2022,,2023-09-12,627.77,0.00,Professional treasury services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1730943,,,ORG,Political Treasury Group,,,,,,1635 E Cambridge Ave,,Fresno,CA,93704,G2022,,2023-10-13,733.33,0.00,Professional treasury services,,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1728648,,,ORG,Political Treasury Group,,,,,,1635 E Cambridge Ave,,Fresno,CA,93704,G2022,,2023-07-19,524.44,0.00,Professional treasury services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1728632,,,ORG,DirectFile,,,,,,504 Van Ness,,Fresno,CA,93721,G2022,,2023-07-18,900.00,0.00,Online disclosure service July - December 2023,001,,,,,,,,,,,,,,,,,,,
