form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00236489,BE16670337492F7F467,,,CCM,Blake Moore For Congress,,,,,,358 SOUTH 700 E,B505,SALT LAKE CITY,UT,84102,C2024,Convention,2024-01-22,5000.00,,2024 Convention,011,C00738872,,H0UT01205,Moore,Blake,D.,,,H,UT,01,,,,,,,,
SB23,C00236489,16E5E252EF9C2580F2A,,,PTY,NRCC (Recount and Legal Fund),,,,,,320 First Street SE,,Washington,DC,20003,O2024,Contribution,2024-01-05,45000.00,,JFC Split to Scalise Leadership Fund 2024,011,C00075820,NRCC (Recount and Legal Fund),,,,,,,,,,,,,,,,X,
SB23,C00236489,A6588B4B6EE107BC4CB,,,PAC,The Eye Of The Tiger Political Action Committee,,,,,,PO Box 9891,,Arlington,VA,222190485,O2024,Contribution,2024-01-05,5000.00,,JFC Split to Scalise Leadership Fund 2024,011,C00467431,The Eye Of The Tiger Political Action Committee,,,,,,,,,,,,,,,,X,
SB23,C00236489,5FDEFE7551FD9A6D5E8,,,CCM,Texans For Jodey Arrington,,,,,,PO Box 6687,,Lubbock,TX,794936687,P2024,,2024-01-22,2000.00,,2024 Primary,011,C00588657,,H6TX19099,Arrington,Jodey,Cook,,,H,TX,19,,,,,,,,
SB23,C00236489,571A9819355CCFCC8D3,,,CCM,Texans For Ronny Jackson,,,,,,PO Box 53058,,Amarillo,TX,79159,P2024,,2024-01-22,2500.00,,2024 Primary,011,C00730531,,H0TX13228,Jackson,Ronny,Lynn,,,H,TX,13,,,,,,,,
SB23,C00236489,FBB87077EC97EC6B305,,,PAC,Thune Victory Committee,,,,,,228 S Washington St,Ste 115,Alexandria,VA,22314,O2024,Contribution,2024-01-05,105000.00,,2024 Contribution,011,C00673715,Thune Victory Committee,,,,,,,,,,,,,,,,,
SB23,C00236489,7BC494B95FDBEB243F3,,,PTY,NRSC,,,,,,425 2nd St NE,,Washington,DC,20002,O2024,Contribution,2024-01-05,15000.00,,JFC Split to Thune Victory Committee,011,C00027466,NRSC,,,,,,,,,,,,,,,,X,
SB23,C00236489,AA77C64C8182A41774D,,,PTY,NRSC (Building Fund),,,,,,425 Second Street NE,,Washington,DC,20002,O2024,Contribution,2024-01-05,45000.00,,JFC Split to Thune Victory Committee,011,C00027466,NRSC (Building Fund),,,,,,,,,,,,,,,,X,
SB23,C00236489,60AEFCE1503F79B2946,,,PTY,NRSC (Recount and Legal Fund),,,,,,425 Second Street NE,,Washington,DC,20002,O2024,Contribution,2024-01-05,45000.00,,JFC Split to Thune Victory Committee,011,C00027466,NRSC (Recount and Legal Fund),,,,,,,,,,,,,,,,X,
SB23,C00236489,46753DA1D54E4E861A3,,,CCM,Tony Gonzales For Congress,,,,,,PO Box 700442,,San Antonio,TX,78270,P2024,,2024-01-22,2500.00,,2024 Primary,011,C00706614,,H0TX35015,Gonzales,Tony,,,II,H,TX,23,,,,,,,,
SB23,C00236489,223D2E005FF4E5F0A37,,,PAC,Upper Hand Fund,,,,,,PO Box 2485,,Springfield,VA,22152,O2023,Contribution,2024-01-29,-5000.00,,Voided 12/11/23 Disbursement,011,C00503151,Upper Hand Fund,,,,,,,,,,,,,,,,,
SB23,C00236489,980ADBEBC119496E843,,,CCM,Vince Fong For Congress,,,,,,PO Box 11156,,Bakersfield,CA,93389,P2024,,2024-01-22,5000.00,,2024 Primary,011,C00859892,,H4CA20181,Fong,Vince,,,,H,CA,20,,,,,,,,
SB23,C00236489,ADB56FEE3D4567A7DD8,,,CCM,Virginia Foxx For Congress,,,,,,PO Box 2676,,Boone,NC,28607,P2024,,2024-01-22,5000.00,,2024 Primary,011,C00386748,,H4NC05146,Foxx,Virginia,Ann,,,H,NC,05,,,,,,,,
SB23,C00236489,11570FFB170293A6A8E,,,CCM,Weber For Congress,,,,,,133 N Friendswood Dr,# 353,Friendswood,TX,77546,P2024,,2024-01-22,2500.00,,2024 Primary,011,C00502229,,H2TX14149,Weber,Randy,Keith,,Sr.,H,TX,14,,,,,,,,
SB23,C00236489,20F19711B4C25459EC0,,,CCM,Young Kim For Congress,,,,,,PO Box 17490,,Anaheim,CA,92817,P2024,,2024-01-22,500.00,,2024 Primary,011,C00665638,,H8CA39240,Kim,Young,O.,,,H,CA,40,,,,,,,,
