form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00496679,SB21B.E1734818,,,ORG,"Promotivators, Ltd.",,,,,,888 El Cid Circle,,Palm Springs,CA,92262,,,2024-01-31,435.07,0.00,DHQ T-shirts,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736515,,,ORG,Political Treasury Group,,,,,,1635 E. Cambridge Ave,,Fresno,CA,93704,G2020,,2024-03-21,396.69,0.00,PTG accounting corrections for period 8/2023 thru 1/30/24,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736274,,,ORG,ICS,,,,,,PO Box 3429,,Thousand Oaks,CA,913590000,,,2024-02-02,20.09,0.00,cc processing charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736282,,,ORG,ICS,,,,,,PO Box 3429,,Thousand Oaks,CA,913590000,,,2024-03-01,106.93,0.00,cc monthly svc chg,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1733440,,,ORG,ICS,,,,,,PO Box 3429,,Thousand Oaks,CA,913590000,,,2024-01-01,86.96,0.00,Month-end service charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736742,,,ORG,ICS,,,,,,PO Box 3429,,Thousand Oaks,CA,913590000,,,2024-03-05,4.74,0.00,ICS transaction chg,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736746,,,ORG,ICS,,,,,,PO Box 3429,,Thousand Oaks,CA,913590000,,,2024-03-31,112.40,0.00,ICS ccmonthly,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736740,,,ORG,ICS,,,,,,PO Box 3429,,Thousand Oaks,CA,913590000,,,2024-03-03,20.61,0.00,ICS transaction chg,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736744,,,ORG,ICS,,,,,,PO Box 3429,,Thousand Oaks,CA,913590000,,,2024-03-10,0.52,0.00,ICS cc transaction charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1735139,,,ORG,ICS,,,,,,PO Box 3429,,Thousand Oaks,CA,913590000,,,2024-01-21,2.06,0.00,cc transaction chg,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1735137,,,ORG,ICS,,,,,,PO Box 3429,,Thousand Oaks,CA,913590000,,,2024-01-15,0.33,0.00,cc transaction charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1735135,,,ORG,ICS,,,,,,PO Box 3429,,Thousand Oaks,CA,913590000,,,2024-01-02,20.61,0.00,cc transaction charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736276,,,ORG,ICS,,,,,,PO Box 3429,,Thousand Oaks,CA,913590000,,,2024-02-04,0.52,0.00,cc processing charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736278,,,ORG,ICS,,,,,,PO Box 3429,,Thousand Oaks,CA,913590000,,,2024-02-08,0.62,0.00,cc processing charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736280,,,ORG,ICS,,,,,,PO Box 3429,,Thousand Oaks,CA,913590000,,,2024-02-13,3.42,0.00,cc processing charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736559,,,IND,,Copleston,Arthur,,,,1581 Concha Circle,,Palm Springs,CA,92264,,,2024-03-27,277.82,0.00,Reimburse for March office expenses,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736559.0,SB21B.E1736559,SB21B,ORG,DirectFile,,,,,,PO Box 362,,Fresno,CA,93708,,,2024-03-01,150.00,0.00,March monthly software lease charge,001,,,,,,,,,,CA,,Copleston,1581 Concha Circle,,Palm Springs,CA,92264,X,Sub-vendor itemization of Arthur Copleston
SB21B,C00496679,SB21B.E1736559.1,SB21B.E1736559,SB21B,ORG,"Palm Springs Florist, Inc.",,,,,,894 North Palm Canyon Drive,,Palm Springs,CA,92262,,,2024-03-20,127.82,0.00,Floral arrangement for Staff Member's husband,001,,,,,,,,,,CA,,Copleston,1581 Concha Circle,,Palm Springs,CA,92264,X,Sub-vendor itemization of Arthur Copleston
SB21B,C00496679,SB21B.E1734489,,,IND,,Copleston,Arthur,,,,1581 Concha Circle,,Palm Springs,CA,92264,,,2024-01-25,150.00,0.00,Reimburse 50% monthly software lease charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1734489.0,SB21B.E1734489,SB21B,ORG,Direct File,,,,,,504 Van Ness Ave.,,Fresno,CA,93721,,,2024-01-25,150.00,0.00,Reimburse 50% Jan software lease charge,001,,,,,,,,,,CA,,Copleston,1581 Concha Circle,,Palm Springs,CA,92264,X,Sub-vendor itemization of Arthur Copleston
SB21B,C00496679,SB21B.E1735915,,,IND,,Copleston,Arthur,,,,1581 Concha Circle,,Palm Springs,CA,92264,,,2024-02-27,150.00,0.00,Federal PAC monthly software lease charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1735915.0,SB21B.E1735915,SB21B,ORG,Direct File,,,,,,504 Van Ness Ave.,,Fresno,CA,93721,,,2024-02-27,150.00,0.00,Reimburse Feb DF software lease charge,001,,,,,,,,,,CA,,Copleston,1581 Concha Circle,,Palm Springs,CA,92264,X,Sub-vendor itemization of Arthur Copleston
SB21B,C00496679,SB21B.E1732787,,,ORG,"Canyon Plaza South, c/o GPS Asset Mgmt Inc.",,,,,,201 N. Palm Canyon Drive,Ste 250,Palm Springs,CA,92262,,,2024-01-01,598.20,0.00,50% January office rent,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1736042,,,ORG,"Canyon Plaza South, c/o GPS Asset Mgmt Inc.",,,,,,201 N. Palm Canyon Drive,Ste 250,Palm Springs,CA,92262,,,2024-03-01,598.20,0.00,monthly office rent,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1734869,,,ORG,"Canyon Plaza South, c/o GPS Asset Mgmt Inc.",,,,,,201 N. Palm Canyon Drive,Ste 250,Palm Springs,CA,92262,,,2024-02-01,598.20,0.00,Feb office rent,001,,,,,,,,,,,,,,,,,,,
SB21B,C00496679,SB21B.E1735019,,,ORG,Andrew P. Alex Advertising,,,,,,113 High Meadow Street,,Simi Valley,CA,93065,,,2024-02-05,250.00,0.00,2024 Internet Hosting Fee,001,,,,,,,,,,,,,,,,,,,
