form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00011114,500027304,,,ORG,Amalgamated Bank Loans,,,,,,275 7th Street,,New York,NY,100016708,,,2023-08-16,5279.23,0.00,Interest Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500027442,,,ORG,"WEPAY, Inc.",,,,,,350 Convention Way,Suite 200,Redwood City,CA,940631436,,,2023-08-15,44.25,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500027443,,,ORG,"WEPAY, Inc.",,,,,,350 Convention Way,Suite 200,Redwood City,CA,940631436,,,2023-08-16,9.91,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500027444,,,ORG,"WEPAY, Inc.",,,,,,350 Convention Way,Suite 200,Redwood City,CA,940631436,,,2023-08-17,15.98,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500027445,,,ORG,"WEPAY, Inc.",,,,,,350 Convention Way,Suite 200,Redwood City,CA,940631436,,,2023-08-18,3.83,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500027446,,,ORG,"WEPAY, Inc.",,,,,,350 Convention Way,Suite 200,Redwood City,CA,940631436,,,2023-08-21,15.22,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500027447,,,ORG,"WEPAY, Inc.",,,,,,350 Convention Way,Suite 200,Redwood City,CA,940631436,,,2023-08-22,5.96,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500027448,,,ORG,"WEPAY, Inc.",,,,,,350 Convention Way,Suite 200,Redwood City,CA,940631436,,,2023-08-23,5.93,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500027449,,,ORG,"WEPAY, Inc.",,,,,,350 Convention Way,Suite 200,Redwood City,CA,940631436,,,2023-08-24,4.82,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500027450,,,ORG,"WEPAY, Inc.",,,,,,350 Convention Way,Suite 200,Redwood City,CA,940631436,,,2023-08-25,2.58,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500027451,,,ORG,"WEPAY, Inc.",,,,,,350 Convention Way,Suite 200,Redwood City,CA,940631436,,,2023-08-28,15.39,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500027452,,,ORG,"WEPAY, Inc.",,,,,,350 Convention Way,Suite 200,Redwood City,CA,940631436,,,2023-08-29,57.44,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500027453,,,ORG,"WEPAY, Inc.",,,,,,350 Convention Way,Suite 200,Redwood City,CA,940631436,,,2023-08-30,21.08,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
SB21B,C00011114,500027454,,,ORG,"WEPAY, Inc.",,,,,,350 Convention Way,Suite 200,Redwood City,CA,940631436,,,2023-08-31,44.33,0.00,Service Charge,001,,,,,,,,,,,,,,,,,,,
