form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00695163,SB21B.I22890,,,ORG,AMERICAN EXPRESS,,,,,,P.O. BOX 60189,,CITY OF INDUSTRY,CA,91716,,,2024-11-12,2211.82,,SEE MEMO,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22778,,,ORG,"HICKORY DATA MANAGEMENT, LLC",,,,,,520 12TH ST S,APT 1616,ARLINGTON,VA,22202,,,2024-10-21,0.80,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22807,,,ORG,"HICKORY DATA MANAGEMENT, LLC",,,,,,520 12TH ST S,APT 1616,ARLINGTON,VA,22202,,,2024-10-23,16.14,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22779,,,ORG,O2M DIGITAL,,,,,,539 W COMMERCE ST,UNIT 4240,DALLAS,TX,75208,,,2024-10-21,8.36,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22809,,,ORG,O2M DIGITAL,,,,,,539 W COMMERCE ST,UNIT 4240,DALLAS,TX,75208,,,2024-10-23,46.72,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22826,,,ORG,O2M DIGITAL,,,,,,539 W COMMERCE ST,UNIT 4240,DALLAS,TX,75208,,,2024-10-29,16.00,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22876,,,ORG,O2M DIGITAL,,,,,,539 W COMMERCE ST,UNIT 4240,DALLAS,TX,75208,,,2024-11-04,63.55,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22896,,,ORG,O2M DIGITAL,,,,,,539 W COMMERCE ST,UNIT 4240,DALLAS,TX,75208,,,2024-11-05,8.00,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22875,,,ORG,OLYMPIC MEDIA,,,,,,201 KING ST,STE 201,ALEXANDRIA,VA,22314,,,2024-11-04,44.00,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22776,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2024-10-21,205.54,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22805,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2024-10-23,248.88,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22823,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2024-10-29,477.49,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22873,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2024-11-04,713.19,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22894,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2024-11-05,123.73,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22928,,,ORG,PROFESSIONAL DATA SERVICES,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,30605,,,2024-11-19,1092.92,,JFC COMPLIANCE CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22808,,,ORG,RIGHT COUNTRY LISTS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-10-23,25.63,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22825,,,ORG,RIGHT COUNTRY LISTS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-10-29,0.85,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22775,,,ORG,RIGHT RAIL LIST. CO.,,,,,,817 SLATERS LN,,ALEXANDRIA,VA,22314,,,2024-10-21,182.70,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22804,,,ORG,RIGHT RAIL LIST. CO.,,,,,,817 SLATERS LN,,ALEXANDRIA,VA,22314,,,2024-10-23,246.44,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22822,,,ORG,RIGHT RAIL LIST. CO.,,,,,,817 SLATERS LN,,ALEXANDRIA,VA,22314,,,2024-10-29,837.99,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22872,,,ORG,RIGHT RAIL LIST. CO.,,,,,,817 SLATERS LN,,ALEXANDRIA,VA,22314,,,2024-11-04,452.14,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22893,,,ORG,RIGHT RAIL LIST. CO.,,,,,,817 SLATERS LN,,ALEXANDRIA,VA,22314,,,2024-11-05,21.45,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22862,,,ORG,THE MORNING GROUP,,,,,,5101 YUMA ST NW,,WASHINGTON,DC,20016,,,2024-11-04,2300.00,,JFC FUNDRAISING CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22811,,,ORG,TWENTY MANOR PROJECTS LLC,,,,,,4774 ERUOPA DR,,NAPLES,FL,34105,,,2024-10-23,406.94,,JFC DIGITAL MARKETING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22830,,,ORG,TWENTY MANOR PROJECTS LLC,,,,,,4774 ERUOPA DR,,NAPLES,FL,34105,,,2024-10-29,205.90,,JFC DIGITAL MARKETING ,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22803,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD.,STE 530,ARLINGTON,VA,22209,,,2024-10-23,180.51,,JFC CC TRANSACTION FEE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22821,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD.,STE 530,ARLINGTON,VA,22209,,,2024-10-29,201.93,,JFC CC TRANSACTION FEE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22871,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD.,STE 530,ARLINGTON,VA,22209,,,2024-11-04,556.37,,JFC CC TRANSACTION FEE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00695163,SB21B.I22892,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD.,STE 530,ARLINGTON,VA,22209,,,2024-11-05,126.88,,JFC CC TRANSACTION FEE,001,,,,,,,,,,,,  ,,,,,,,
