form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00544957,SB29.8836,,,CCM,Friends of Harry Bhandari,,,,,,4213 Cardwell Ave,,Nottingham,MD,21236,P2024,,2023-11-21,250.00,,,,,Friends of Harry Bhandari,,Bhandari,Harry,,,,,,,,,,,,,,
SB29,C00544957,SB29.8837,,,CCM,Friends of Jennifer Canady,,,,,,1103 Hays Street,,Tallahassee,FL,32301,G2024,,2023-09-14,1000.00,,,,,Friends of Jennifer Canady,,Canady,Jennifer,,,,,,,,,,,,,,
SB29,C00544957,SB29.8838,,,CCM,Friends of Johnny Mautz,,,,,,PO Box 33,,St Michaels,MD,21663,P2024,,2023-11-21,250.00,,,,,Friends of Johnny Mautz,,Mautz,Johnny,,,,,,,,,,,,,,
SB29,C00544957,SB29.8839,,,CCM,Friends of Joseline Pena-Melny,,,,,,PO Box 1251,,College Park,MD,207411251,P2024,,2023-11-21,1000.00,,,,,Friends of Joseline Pena-Melny,,Pena-Melny,Joseline,,,,,,,,,,,,,,
SB29,C00544957,SB29.8840,,,CCM,Friends of Justin Ready,,,,,,PO Box 402,,Westminster,MD,21158,P2024,,2023-11-21,250.00,,,,,Friends of Justin Ready,,Ready,Justin,,,,,,,,,,,,,,
SB29,C00544957,SB29.8841,,,CCM,Friends of Kathy Klausmeier,,,,,,17 W Courtland St,Ste 210,Bel Air,MD,21014,P2024,,2023-11-21,500.00,,,,,Friends of Kathy Klausmeier,,Klausmeier,Kathy,,,,,,,,,,,,,,
SB29,C00544957,SB29.8842,,,CCM,Friends of Kathy Szeliga,,,,,,PO Box 11,,Annapolis,MD,21404,P2024,,2023-11-21,250.00,,,,,Friends of Kathy Szeliga,,Szeliga,Kathy,,,,,,,,,,,,,,
SB29,C00544957,SB29.8844,,,CCM,Friends of Ken Kerr,,,,,,1301 W 7th St,Unit 1495,Frederick,MD,21702,P2024,,2023-11-21,250.00,,,,,Friends of Ken Kerr,,Kerr,Ken,,,,,,,,,,,,,,
SB29,C00544957,SB29.8845,,,CCM,Friends of Nik Kipke,,,,,,PO Box 862,,Pasadena,MD,21123,P2024,,2023-11-21,1000.00,,,,,Friends of Nik Kipke,,Kipke,Nik,,,,,,,,,,,,,,
SB29,C00544957,SB29.8846,,,CCM,Friends of Pam Beidle,,,,,,17 W Courtland St,Ste 210,Bel Air,MD,21014,P2024,,2023-11-21,1000.00,,,,,Friends of Pam Beidle,,Beidle,Pam,,,,,,,,,,,,,,
SB29,C00544957,SB29.8847,,,CCM,Friends of Steve Johnson,,,,,,8 N. Parke st,,Aberdeen,MD,21001,P2024,,2023-11-21,500.00,,,,,Friends of Steve Johnson,,Johnson,Steve,,,,,,,,,,,,,,
SB29,C00544957,SB29.8848,,,CCM,Friends of Traci Koster,,,,,,1509 E 9th Ave,,Tampa,FL,33605,G2024,,2023-09-14,1000.00,,,,,Friends of Traci Koster,,Koster,Traci,,,,,,,,,,,,,,
SB29,C00544957,SB29.8849,,,CCM,Josh Green for Hawaii,,,,,,PO Box 88,,Honolulu,HI,96810,P2024,,2023-09-14,2500.00,,,,,Josh Green for Hawaii,,Green,Josh,,,,,,,,,,,,,,
SB29,C00544957,SB29.8850,,,CCM,Karen Gonzalez Pittman Campaign,,,,,,1099 Shipwatch Circle,,Tampa,FL,33602,G2024,,2023-09-14,1000.00,,,,,Karen Gonzalez Pittman Campaign,,Gonzalez Pittman,Karen,,,,,,,,,,,,,,
SB29,C00544957,SB29.8851,,,CCM,Kimberly 'Kim' Berfield Campaign,,,,,,610 S Boulevard,,Tampa,FL,33606,G2024,,2023-09-14,1000.00,,,,,Kimberly 'Kim' Berfield Campaign,,Berfield,Kim,,,,,,,,,,,,,,
SB29,C00544957,SB29.8852,,,CCM,Linda Chaney Campaign,,,,,,2055 NW Diamond Creek Way,,Jensen Beach,FL,34957,G2024,,2023-09-14,1000.00,,,,,Linda Chaney Campaign,,Chaney,Linda,,,,,,,,,,,,,,
SB29,C00544957,SB29.8853,,,CCM,Lindsey for Colorado,,,,,,PO Box 1643,,Arvada,CO,80001,P2024,,2023-10-10,450.00,,,,,Lindsey for Colorado,,Daugherty,Lindsey,,,,,,,,,,,,,,
SB29,C00544957,SB29.8855,,,CCM,Molly for Texas,,,,,,PO Box 667238,,Houston,TX,77266,P2024,,2023-11-21,250.00,,,,,Molly for Texas,,Cook,Molly,,,,,,,,,,,,,,
SB29,C00544957,SB29.8856,,,CCM,People for Pam Lanman Guzzone,,,,,,PO Box 201,,Simpsonville,MD,21150,P2024,,2023-11-21,250.00,,,,,People for Pam Lanman Guzzone,,Guzzone,Pam Lanman,,,,,,,,,,,,,,
SB29,C00544957,SB29.8857,,,CCM,Wes Moore for Maryland,,,,,,PO Box 50123,,Baltimore,MD,21211,P2024,,2023-10-19,6000.00,,,,,Wes Moore for Maryland,,Moore,Wes,,,,,,,,,,,,,,
