form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00188193,500302275,,,CCM,Katie Porter for Senate,,,,,,PO Box 5176,,Irvine,CA,926165176,P2024,,2023-05-16,2500.00,0.00,Federal Contribution,,C00831107,,,Porter,Katie,,,,S,CA,00,,,,,,,,
SB23,C00188193,500302263,,,CCM,Laura Friedman for Congress,,,,,,PO Box 27296,,Los Angeles,CA,900270296,P2024,,2023-04-17,5000.00,0.00,Federal Contribution,,C00831321,,,Friedman,Laura,,,,H,CA,30,,,,,,,,
SB23,C00188193,500302281,,,CCM,Lofgren for Congress,,,,,,1346 The Alameda,Ste Pm 7,San Jose,CA,951265006,P2024,,2023-06-20,5000.00,0.00,Federal Contribution,,C00289603,,,Lofgren,Zoe,,,,H,CA,19,,,,,,,,
SB23,C00188193,500302282,,,CCM,Marie Gluesenkamp Perez for Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2023-06-20,5000.00,0.00,Federal Contribution,,C00806174,,,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,,
SB23,C00188193,500302277,,,CCM,Mikie Sherrill for Congress,,,,,,PO Box 43032,,Montclair,NJ,070430032,P2024,,2023-05-23,5000.00,0.00,Federal Contribution,,C00640003,,,Sherrill,Rebecca Michelle,,,,H,NJ,11,,,,,,,,
SB23,C00188193,500302251,,,CCM,Rosen for Nevada,,,,,,353 E Bonneville Ave,,Las Vegas,NV,891016622,P2024,,2023-02-27,5000.00,0.00,Federal Contribution,,C00606939,,,Rosen,Jacky,,,,S,NV,00,,,,,,,,
SB23,C00188193,500350821,,,CCM,Rosen for Nevada,,,,,,353 E Bonneville Ave,,Las Vegas,NV,891016622,G2024,,2023-02-27,5000.00,0.00,Federal Contribution,,C00606939,,,Rosen,Jacky,,,,S,NV,00,,,,,,,,
SB23,C00188193,500302278,,,CCM,Spanberger for Congress,,,,,,PO Box 3121,,Glen Allen,VA,230583121,P2024,,2023-05-23,5000.00,0.00,Federal Contribution,,C00649913,,,Spanberger,Abigail,,,,H,VA,07,,,,,,,,
SB23,C00188193,500302283,,,CCM,Susan Wild for Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,P2024,,2023-06-29,5000.00,0.00,Federal Contribution,,C00658567,,,Wild,Susan,,,,H,PA,15,,,,,,,,
SB23,C00188193,500302258,,,CCM,Susie Lee for Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,P2024,,2023-03-23,5000.00,0.00,Federal Contribution,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,,
