form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00841130,SB21B.42,,,ORG,"SNOWFLAKE, INC.",,,,,,106 E BABCOCK ST,SUITE 3A,BOZEMAN,MT,59715,,,2024-04-01,28607.40,,DATABASE MANAGEMENT ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.152,SB21B.149,SB21B,ORG,"AIR LABS, INC.",,,,,,68 3RD STREET,,NEW YORK,NY,11231,,,2024-04-12,300.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.153,SB21B.149,SB21B,ORG,AT&T,,,,,,208 S AKARD ST,FL 10,DALLAS,TX,75202,,,2024-04-12,349.53,,TELEPHONE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.184,SB21B.149,SB21B,ORG,AUREON COMMUNICATIONS LLC,,,,,,7760 OFFICE PLAZA DR S,,WEST DES MOINES,IA,50266,,,2024-04-12,670.23,,TELEPHONE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.157,SB21B.149,SB21B,ORG,COMCAST/XFINITY,,,,,,1401 NORTHPOINT PARKWAY,,WEST PALM BEACH,FL,33407,,,2024-04-12,402.58,,UTILITIES ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.188,SB21B.149,SB21B,ORG,CONFIDENTIAL SHREDDING,,,,,,4745 CAPITAL CIR NW #7240,,TALLAHASSEE,FL,32303,,,2024-04-12,295.00,,OFFICE SUPPLIES ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.160,SB21B.149,SB21B,ORG,"DIALPAD, INC.",,,,,,3001 BISHOP DRIVE,,SAN RAMON,CA,94583,,,2024-04-12,273.05,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.165,SB21B.149,SB21B,ORG,"GITHUB, INC.      ",,,,,,275 BRANNAN STREET,,SAN FRANCISCO,CA,94107,,,2024-04-12,252.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.166,SB21B.149,SB21B,ORG,GODADDY.COM,,,,,,2155 E GODADDY WAY,,TEMPE,AZ,85284,,,2024-04-12,712.38,,WEB SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.167,SB21B.149,SB21B,ORG,LENSRENTALS.COM,,,,,,3221 PLAYERS CLUB PKWY,,CORDOVA,TN,38125,,,2024-04-12,69.00,,EQUIPMENT RENTAL ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.168,SB21B.149,SB21B,ORG,LUMAFORGE,,,,,,1311 S FLOWER ST,,BURBANK,CA,91502,,,2024-04-12,250.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.186,SB21B.149,SB21B,ORG,MARRIOTT,,,,,,3030 HOLIDAY DR,,FORT LAUDERDALE,FL,33316,,,2024-04-12,20.00,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.169,SB21B.149,SB21B,ORG,MICROSOFT,,,,,,1 MICROSOFT WAY,,REDMOND,WA,98052,,,2024-04-12,2350.50,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.171,SB21B.149,SB21B,ORG,OTTER.AI,,,,,,"800 W. EL CAMIO REAL, SUITE 170",,MOUNTAIN VIEW,CA,94040,,,2024-04-12,120.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.172,SB21B.149,SB21B,ORG,PRIME STORAGE,,,,,,2428 N MONROE STREET,,TALLAHASSEE,FL,32303,,,2024-04-12,238.50,,STORAGE RENTAL ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.173,SB21B.149,SB21B,ORG,RINGCENTRAL INC,,,,,,20 DAVIS DRIVE,,BELMONT,CA,94002,,,2024-04-12,309.39,,TELEPHONE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.175,SB21B.149,SB21B,ORG,STARLINK INTERNET,,,,,,1 ROCKET RD,,HAWTHORNE,CA,90250,,,2024-04-12,150.00,,UTILITIES ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.185,SB21B.149,SB21B,ORG,"STERICYCLE, INC.",,,,,,28161 N KEITH DRIVE,,LAKE FOREST,IL,60045,,,2024-04-12,1368.48,,UTILITIES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.178,SB21B.149,SB21B,ORG,USPS.COM CLICKNSHIP,,,,,,475 L ENFANT PLZ SW,,WASHINGTON,DC,20260,,,2024-04-12,453.20,,POSTAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.179,SB21B.149,SB21B,ORG,VERIZON,,,,,,255 PARKSHORE DR,BLDG B,FOLSOM,CA,95630,,,2024-04-12,369.26,,TELEPHONE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.182,SB21B.149,SB21B,ORG,YOUTUBE TV,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2024-04-12,166.53,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.183,SB21B.149,SB21B,ORG,ZOOM,,,,,,55 ALMADEN BLVD,,SAN JOSE,CA,95113,,,2024-04-12,141.65,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.80,,,IND,,BARTLETT,JESSICA,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-04-15,3931.73,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.83,,,IND,,BREWER,SARAH,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-04-15,1756.62,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.81,,,IND,,EILON,ETHAN,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-04-15,4957.77,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.82,,,IND,,JOHNSON,WILLIAM,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-04-15,1615.25,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.84,,,IND,,KUNDINGER,KELLY,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-04-15,3369.78,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.85,,,IND,,SCEUSA,CARL,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-04-15,3360.93,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.11,,,ORG,EVERSOURCE,,,,,,P.O. BOX 330,,MANCHESTER,NH,03105,,,2024-04-15,72.07,,UTILITIES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.48,,,ORG,INSPERITY ,,,,,,19001 CRESCENT SPRINGS,,KINGWOOD,TX,77339,,,2024-04-15,8938.53,,PAYROLL TAXES / INSURANCE / PAYROLL PROCESSING FEES / PAYROLL BENEFITS ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.17,,,ORG,INTUIT QUICKBOOKS ONLINE,,,,,,2632 MARINE WAY,,MOUNTAIN VIEW,CA,94043,,,2024-04-15,59.50,,SOFTWARE ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.16,,,ORG,"REDWIRE, LLC",,,,,,1136 THOMASVILLE ROAD,,TALLAHASSEE,FL,32303,,,2024-04-16,488.07,,SECURITY,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.44,,,ORG,WP DIGITAL SOLUTIONS,,,,,,2810 N CHURCH ST #408414,,WILMINGTON,DE,19802,,,2024-04-16,6450.00,,MEDIA CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.13,,,ORG,GRAYROBINSON,,,,,,"301 EAST PINE ST, STE 1400",,ORLANDO,FL,32801,,,2024-04-17,11000.00,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.31,,,ORG,"TVEYES, INC. ",,,,,,1150 POST ROAD,,FAIRFIELD,CT,06824,,,2024-04-24,625.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.46,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,"1776 WILSON BOULEVARD, STE 530",,ARLINGTON,VA,22209,,,2024-04-25,120.00,,CREDIT CARD PROCESSING FEES ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.197,,,IND,,BARTLETT,JESSICA,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-04-26,1203.30,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.198,SB21B.197,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DRIVE,,FORT WORTH,TX,76155,,,2024-04-26,1203.30,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.27,,,ORG,"THREE ARBOR INSURANCE, INC.",,,,,,"2828 OLD 280 COURT, SUITE 126",,VESTAVIA,AL,35243,,,2024-04-26,15394.95,,INSURANCE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.74,,,IND,,BARTLETT,JESSICA,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-04-30,393.54,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.77,,,IND,,BREWER,SARAH,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-04-30,1756.62,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.75,,,IND,,EILON,ETHAN,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-04-30,4957.77,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.76,,,IND,,JOHNSON,WILLIAM,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-04-30,1615.25,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.78,,,IND,,KUNDINGER,KELLY,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-04-30,3369.78,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.79,,,IND,,SCEUSA,CARL,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-04-30,3330.75,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.49,,,ORG,INSPERITY ,,,,,,19001 CRESCENT SPRINGS,,KINGWOOD,TX,77339,,,2024-04-30,7879.12,,PAYROLL TAXES / INSURANCE / PAYROLL PROCESSING FEES / PAYROLL BENEFITS ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.28,,,ORG,"THREE ARBOR INSURANCE, INC.",,,,,,"2828 OLD 280 COURT, SUITE 126",,VESTAVIA,AL,35243,,,2024-05-01,4433.03,,INSURANCE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.1,,,ORG,ABACUS GROUP ,,,,,,2241 NORTH MONROE STREET #1487,,TALLAHASSEE,FL,32303,,,2024-05-06,45933.73,,COMPLIANCE CONSULTING / DELIVERY SERVICES ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.5,,,ORG,CMDI,,,,,,"1595 SPRING HILL ROAD, SUITE 500",,TYSONS CORNER,VA,22182,,,2024-05-06,30371.17,,DATABASE MANAGEMENT ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.33,,,ORG,"STERICYCLE, INC.",,,,,,28161 N KEITH DRIVE,,LAKE FOREST,IL,60045,,,2024-05-06,568.45,,UTILITIES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.32,,,ORG,"TVEYES, INC. ",,,,,,1150 POST ROAD,,FAIRFIELD,CT,06824,,,2024-05-06,625.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.114,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY STREET ,,NEW YORK ,NY,10285,,,2024-05-09,11566.08,,CREDIT CARD PAYMENT ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.115,SB21B.114,SB21B,ORG,1PASSWORD,,,,,,4711 YONGE ST 10TH FLOOR,,NORTH YORK,ON,M2N6K,,,2024-05-09,65.73,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.116,SB21B.114,SB21B,ORG,ABC FINE WINE/SPIRITS,,,,,,1930 THOMASVILLE RD,,TALLAHASSEE,FL,32303,,,2024-05-09,277.73,,FOOD / BEVERAGE ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.117,SB21B.114,SB21B,ORG,ADOBE,,,,,,801 N 34TH ST,,SEATTLE,WA,98103,,,2024-05-09,758.38,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.118,SB21B.114,SB21B,ORG,"AIR LABS, INC.",,,,,,68 3RD STREET,,NEW YORK,NY,11231,,,2024-05-09,300.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.119,SB21B.114,SB21B,ORG,AT&T,,,,,,208 S AKARD ST,FL 10,DALLAS,TX,75202,,,2024-05-09,358.33,,TELEPHONE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.121,SB21B.114,SB21B,ORG,CIPRESSO,,,,,,1 SEMINOLE WAY,,HOLLYWOOD,FL,33314,,,2024-05-09,244.23,,FOOD / BEVERAGE ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.122,SB21B.114,SB21B,ORG,CLOUDFLARE,,,,,,101 TOWNSEND ST,,SAN FRANCISCO,CA,94107,,,2024-05-09,9.77,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.123,SB21B.114,SB21B,ORG,COMCAST/XFINITY,,,,,,1401 NORTHPOINT PARKWAY,,WEST PALM BEACH,FL,33407,,,2024-05-09,402.58,,UTILITIES ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.126,SB21B.114,SB21B,ORG,"DIALPAD, INC.",,,,,,3001 BISHOP DRIVE,,SAN RAMON,CA,94583,,,2024-05-09,272.71,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.127,SB21B.114,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,BLD FL H3,MEMPHIS,TN,38116,,,2024-05-09,22.90,,DELIVERY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.131,SB21B.114,SB21B,ORG,"GITHUB, INC.      ",,,,,,275 BRANNAN STREET,,SAN FRANCISCO,CA,94107,,,2024-05-09,252.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.132,SB21B.114,SB21B,ORG,GODADDY.COM,,,,,,2155 E GODADDY WAY,,TEMPE,AZ,85284,,,2024-05-09,197.97,,WEB SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.133,SB21B.114,SB21B,ORG,HARD ROCK COUNCIL OAK,,,,,,1 SEMINOLE WAY,,FORT LAUDERDALE,FL,33314,,,2024-05-09,2357.07,,TRAVEL ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.135,SB21B.114,SB21B,ORG,MICROSOFT,,,,,,1 MICROSOFT WAY,,REDMOND,WA,98052,,,2024-05-09,3664.38,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.138,SB21B.114,SB21B,ORG,PRIME STORAGE,,,,,,2428 N MONROE STREET,,TALLAHASSEE,FL,32303,,,2024-05-09,257.58,,STORAGE RENTAL ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.139,SB21B.114,SB21B,ORG,RINGCENTRAL INC,,,,,,20 DAVIS DRIVE,,BELMONT,CA,94002,,,2024-05-09,309.39,,TELEPHONE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.140,SB21B.114,SB21B,ORG,SEAFOOD BAR,,,,,,1 S COUNTY RD,,PALM BEACH,FL,33480,,,2024-05-09,269.00,,FOOD / BEVERAGE ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.142,SB21B.114,SB21B,ORG,STARLINK INTERNET,,,,,,1 ROCKET RD,,HAWTHORNE,CA,90250,,,2024-05-09,150.00,,UTILITIES ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.143,SB21B.114,SB21B,ORG,THE BOL,,,,,,1 SEMINOLE WAY,,FORT LAUDERDALE,FL,33314,,,2024-05-09,248.03,,FOOD / BEVERAGE ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.146,SB21B.114,SB21B,ORG,VERIZON,,,,,,255 PARKSHORE DR,BLDG B,FOLSOM,CA,95630,,,2024-05-09,338.59,,TELEPHONE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.147,SB21B.114,SB21B,ORG,YOUTUBE TV,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2024-05-09,166.53,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.148,SB21B.114,SB21B,ORG,ZOOM,,,,,,55 ALMADEN BLVD,,SAN JOSE,CA,95113,,,2024-05-09,82.94,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.71,,,IND,,BREWER,SARAH,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-05-15,1756.62,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.69,,,IND,,EILON,ETHAN,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-05-15,4957.77,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.70,,,IND,,JOHNSON,WILLIAM,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-05-15,1615.25,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.72,,,IND,,KUNDINGER,KELLY,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-05-15,3369.78,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.73,,,IND,,SCEUSA,CARL,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-05-15,3148.45,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.50,,,ORG,INSPERITY ,,,,,,19001 CRESCENT SPRINGS,,KINGWOOD,TX,77339,,,2024-05-15,7986.98,,PAYROLL TAXES / INSURANCE / PAYROLL PROCESSING FEES / PAYROLL BENEFITS ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.18,,,ORG,INTUIT QUICKBOOKS ONLINE,,,,,,2632 MARINE WAY,,MOUNTAIN VIEW,CA,94043,,,2024-05-15,59.50,,SOFTWARE ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.12,,,ORG,EVERSOURCE,,,,,,P.O. BOX 330,,MANCHESTER,NH,03105,,,2024-05-16,66.24,,UTILITIES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.35,,,IND,,VALDES,ALEXANDRA ,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-05-21,3500.00,,FUNDRAISING CONSULTING ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.38,,,IND,,WHITE ,SAMANTHA,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-05-21,5000.00,,FUNDRAISING CONSULTING ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.23,,,ORG,ASHMAN CONSULTING LLC,,,,,,2030 WESTCREEK LN,#425,HOUSTON,TX,77027,,,2024-05-21,2117.48,,TRAVEL / FOOD / BEVERAGE ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.20,,,ORG,ASHMAN CONSULTING LLC,,,,,,2030 WESTCREEK LN,#425,HOUSTON,TX,77027,,,2024-05-28,4000.00,,FUNDRAISING CONSULTING ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.14,,,ORG,GRAYROBINSON,,,,,,"301 EAST PINE ST, STE 1400",,ORLANDO,FL,32801,,,2024-05-29,22000.00,,RENT ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.191,,,IND,,AARON,JEFF,,,,766 TERRA PLACE,,MAITLAND,FL,32751,,,2024-05-31,930.12,,FOOD / BEVERAGE ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.192,SB21B.191,SB21B,ORG,A LAND REMEMBERED ,,,,,,9939 UNIVERSAL BLVD,,ORLANDO,FL,32819,,,2024-05-31,930.12,,FOOD / BEVERAGE ,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00841130,SB21B.66,,,IND,,BREWER,SARAH,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-05-31,1756.62,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.64,,,IND,,EILON,ETHAN,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-05-31,4957.77,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.65,,,IND,,JOHNSON,WILLIAM,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-05-31,1615.25,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.67,,,IND,,KUNDINGER,KELLY,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-05-31,3365.78,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.68,,,IND,,SCEUSA,CARL,,,,PO BOX 3696,,TALLAHASSEE,FL,32315,,,2024-05-31,3106.89,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.51,,,ORG,INSPERITY ,,,,,,19001 CRESCENT SPRINGS,,KINGWOOD,TX,77339,,,2024-05-31,8281.08,,PAYROLL TAXES / INSURANCE / PAYROLL PROCESSING FEES / PAYROLL BENEFITS ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.3,,,ORG,"CLOUDLFARE, INC.",,,,,,101 TOWNSEND STREET,,SAN FRANCISCO,CA,94107,,,2024-06-03,5049.94,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841130,SB21B.10,,,ORG,"ENTERPRISE HOLDINGS, INC.",,,,,,600 CORPORATE PARK DRIVE,,ST. LOUIS,MO,63105,,,2024-06-03,23.00,,TRAVEL ,,,,,,,,,,,,,  ,,,,,,,
