form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00573261,28244570C,,,CCM,COLIN ALLRED FOR SENATE,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-10-17,500.00,0.00,Conduit Contribution,,C00839597,,,ALLRED,COLIN,,,,S,TX,00,,,,,,,,Earmarked by Kathy Halbreich
SB23,C00573261,500194686,,,CCM,COMMITTEE TO ELECT CAROLINE GLEICH,,,,,,1220 L St NW,Ste 100,Washington,DC,200054033,G2024,,2024-10-24,1500.00,0.00,Contribution,,C00865253,,,GLEICH,CAROLINE,,,,S,UT,00,,,,,,,,
SB23,C00573261,28244578C,,,CCM,DEBBIE FOR FLORIDA,,,,,,PO Box 432250,,South Miami,FL,332432250,,,2024-10-17,300.00,0.00,Conduit Contribution,,C00848648,,,MUCARSEL-POWELL,DEBBIE,,,,S,FL,00,,,,,,,,Earmarked by Kathy Halbreich
SB23,C00573261,500194701,,,PAC,DEMOCRACY & FREEDOM PAC,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-10-28,5000.00,0.00,Contribution,,C00884692,DEMOCRACY & FREEDOM PAC,,,,,,,,,,,,,,,,,
SB23,C00573261,28244580C,,,CCM,DEREK TRAN FOR CONGRESS,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00851790,,,TRAN,DEREK,,,,H,CA,45,,,,,,,,Earmarked by Alan Metni
SB23,C00573261,500194696,,,PAC,ELECT MORE DEMOCRATS PAC,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-10-24,5000.00,0.00,Contribution,,C00695395,ELECT MORE DEMOCRATS PAC,,,,,,,,,,,,,,,,,
SB23,C00573261,28244581C,,,CCM,Engel For Arizona,,,,,,PO Box 40721,,Tucson,AZ,857170721,,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00773820,,,ENGEL,KIRSTEN,,,,H,AZ,06,,,,,,,,Earmarked by Alan Metni
SB23,C00573261,500194693,,,CCM,Friends Of Bernie Sanders,,,,,,PO Box 391,,Burlington,VT,054020391,G2024,,2024-10-24,2500.00,0.00,Contribution,,C00411330,,,Sanders,Bernard,,,,S,VT,,,,,,,,,
SB23,C00573261,28244584C,28244584,SA11AI,CCM,FRIENDS OF JANELLE STELSON,,,,,,PO Box 41,,Lemoyne,PA,170430041,,,2024-10-18,15.00,0.00,Conduit Contribution,,C00852368,,,STELSON,JANELLE,,,,H,PA,10,,,,,,,,Earmarked by Phil Buoscio
SB23,C00573261,500194684,,,CCM,FRIENDS OF KATRINA CHRISTIANSEN,,,,,,PO Box 833,,Jamestown,ND,584020833,G2024,,2024-10-24,1500.00,0.00,Contribution,,C00852467,,,CHRISTIANSEN,KATRINA,,,,S,ND,00,,,,,,,,
SB23,C00573261,500194690,,,CCM,FRIENDS OF MAZIE HIRONO,,,,,,PO Box 677,,Honolulu,HI,968090677,G2024,,2024-10-24,2800.00,0.00,Contribution,,C00420760,,,HIRONO,MAZIE,K.,,,S,HI,00,,,,,,,,
SB23,C00573261,28244592C,,,CCM,Friends Of Sherrod Brown,,,,,,PO Box 15293,,Washington,DC,200030293,,,2024-10-17,300.00,0.00,Conduit Contribution,,C00264697,,,Brown,Sherrod,,,,S,OH,,,,,,,,,Earmarked by Kathy Halbreich
SB23,C00573261,28244582C,,,CCM,GILLEN FOR CONGRESS,,,,,,PO Box 774,,Rockville Centre,NY,115710774,,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00806547,,,GILLEN,LAURA,,,,H,NY,04,,,,,,,,Earmarked by Alan Metni
SB23,C00573261,500194683,,,CCM,Gillibrand For Senate,,,,,,126 C St NW,Fl 2,Washington,DC,200012132,G2024,,2024-10-24,5000.00,0.00,Contribution,,C00413914,,,Gillibrand,Kirsten,Elizabeth,,,S,NY,,,,,,,,,
SB23,C00573261,500194673,,,CCM,GLORIA FOR TENNESSEE,,,,,,73 White Bridge Pike,Ste Pm 103,Nashville,TN,372051444,G2024,,2024-10-24,1500.00,0.00,Contribution,,C00847400,,,JOHNSON,GLORIA,,,,S,TN,00,,,,,,,,
SB23,C00573261,500194699,,,PAC,GREAT CHAIN PAC,,,,,,PO Box 2113,,Kingston,NY,124022113,,,2024-10-28,5000.00,0.00,Contribution,,C00832576,GREAT CHAIN PAC,,,,,,,,,,,,,,,,,
SB23,C00573261,500194678,,,CCM,Greg Casar For Congress,,,,,,PO Box 301923,,Austin,TX,787030033,G2024,,2024-10-24,2500.00,0.00,Contribution,,C00791897,,,CASAR,GREG,,,,H,TX,35,,,,,,,,
SB23,C00573261,28739276C,28739276,SA11AI,CCM,HARRIS FOR PRESIDENT,,,,,,PO Box 58178,,Philadelphia,PA,191028178,,,2024-11-07,72.00,0.00,Conduit Contribution,,C00703975,,,Harris,Kamala,,,,P,,00,,,,,,,,Earmarked by Sharon Levine
SB23,C00573261,500194669,,,CCM,HERB CONAWAY FOR CONGRESS,,,,,,PO Box 493,,Willingboro,NJ,080460493,G2024,,2024-10-24,2000.00,0.00,Contribution,,C00859496,,,CONAWAY,HERB,MD,,,H,NJ,03,,,,,,,,
SB23,C00573261,500194698,,,PAC,HMP,,,,,,1032 15Th St NW,Ste 247,Washington,DC,200051502,,,2024-10-24,50000.00,0.00,Contribution,,C00495028,HMP,,,,,,,,,,,,,,,,,
SB23,C00573261,500194682,,,CCM,Jamie Raskin For Congress,,,,,,PO Box 5418,,Takoma Park,MD,209135418,G2024,,2024-10-24,2500.00,0.00,Contribution,,C00575126,,,Raskin,Jamie,,,,H,MD,08,,,,,,,,
SB23,C00573261,500200432,,,CCM,Jamie Raskin For Congress,,,,,,PO Box 5418,,Takoma Park,MD,209135418,G2024,,2024-10-30,2500.00,0.00,Contribution,,C00575126,,,Raskin,Jamie,,,,H,MD,08,,,,,,,,
SB23,C00573261,28244587C,,,CCM,Josh Riley For Congress,,,,,,213 Tioga St,,Ithaca,NY,148518099,,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00793760,,,RILEY,JOSH,,,,H,NY,19,,,,,,,,Earmarked by Alan Metni
SB23,C00573261,500194671,,,CCM,KAINE FOR VIRGINIA,,,,,,1490 Quarterpath Rd,Ste # 5A,Williamsburg,VA,231856544,G2024,,2024-10-24,5000.00,0.00,Contribution,,C00495358,,,KAINE,TIMOTHY,MICHAEL,,,S,VA,00,,,,,,,,
SB23,C00573261,500194688,,,CCM,KAPTUR FOR CONGRESS,,,,,,4607 W Sylvania Ave,,Toledo,OH,436233203,G2024,,2024-10-24,5000.00,0.00,Contribution,,C00154625,,,KAPTUR,MARCY,,,,H,OH,09,,,,,,,,
SB23,C00573261,28244571C,,,CCM,KRISTEN FOR MICHIGAN,,,,,,PO Box 854,,Bay City,MI,487070854,,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00864207,,,MCDONALD RIVET,KRISTEN,,,,H,MI,08,,,,,,,,Earmarked by Alan Metni
SB23,C00573261,500194689,,,CCM,LATEEFAH FOR CONGRESS,,,,,,1714 Franklin St,Ste Pm 100,Oakland,CA,946123409,G2024,,2024-10-24,1000.00,0.00,Contribution,,C00834291,,,SIMON,LATEEFAH,,,,H,CA,12,,,,,,,,
SB23,C00573261,500194674,,,CCM,Lori Trahan For Congress Committee,,,,,,PO Box 1161,,Lowell,MA,018531161,G2024,,2024-10-24,2000.00,0.00,Contribution,,C00655647,,,Trahan,Lori,,,,H,MA,03,,,,,,,,
SB23,C00573261,500194695,,,CCM,LUCAS KUNCE FOR MISSOURI,,,,,,PO Box 1240,,Independence,MO,640510740,G2024,,2024-10-24,1500.00,0.00,Contribution,,C00771972,,,KUNCE,LUCAS,,,,S,MO,00,,,,,,,,
SB23,C00573261,500194670,,,CCM,LUZ RIVAS FOR CONGRESS,,,,,,PO Box 341533,,Arleta,CA,913341533,G2024,,2024-10-24,2000.00,0.00,Contribution,,C00857417,,,RIVAS,LUZ,,,,H,CA,29,,,,,,,,
SB23,C00573261,28244589C,,,CCM,Marie For Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,Earmarked by Alan Metni
SB23,C00573261,500194676,,,CCM,Maxwell Alejandro Frost For Congress,,,,,,PO Box 772671,,Orlando,FL,328772671,G2024,,2024-10-24,2500.00,0.00,Contribution,,C00786822,,,FROST,MAXWELL,ALEJANDRO,,,H,FL,10,,,,,,,,
SB23,C00573261,28244585C,,,CCM,Montanans For Tester,,,,,,PO Box 1135,,Helena,MT,596241135,,,2024-10-17,100.00,0.00,Conduit Contribution,,C00412304,,,Tester,Jon,,,,S,MT,,,,,,,,,Earmarked by Lee NICOLOFF
SB23,C00573261,28244574C,,,CCM,OSBORN FOR SENATE,,,,,,18406 Pasadena Ave,,Omaha,NE,681304274,,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00850677,,,OSBORN,DAN,,,,S,NE,00,,,,,,,,Earmarked by Larry Modesitt
SB23,C00573261,28244575C,,,CCM,OSBORN FOR SENATE,,,,,,18406 Pasadena Ave,,Omaha,NE,681304274,,,2024-10-17,1500.00,0.00,Conduit Contribution,,C00850677,,,OSBORN,DAN,,,,S,NE,00,,,,,,,,Earmarked by Khanh Nguyen
SB23,C00573261,500194667,,,CCM,OSBORN FOR SENATE,,,,,,18406 Pasadena Ave,,Omaha,NE,681304274,G2024,,2024-10-17,5000.00,0.00,Contribution,,C00850677,,,OSBORN,DAN,,,,S,NE,00,,,,,,,,
SB23,C00573261,28244576C,28244576,SA11AI,CCM,OSBORN FOR SENATE,,,,,,18406 Pasadena Ave,,Omaha,NE,681304274,,,2024-10-20,3300.00,0.00,Conduit Contribution,,C00850677,,,OSBORN,DAN,,,,S,NE,00,,,,,,,,Earmarked by Dana Stream
SB23,C00573261,28244577C,28244577,SA11AI,CCM,OSBORN FOR SENATE,,,,,,18406 Pasadena Ave,,Omaha,NE,681304274,,,2024-10-24,3300.00,0.00,Conduit Contribution,,C00850677,,,OSBORN,DAN,,,,S,NE,00,,,,,,,,Earmarked by Jasmine Mosberger
SB23,C00573261,28739277C,28739277,SA11AI,CCM,OSBORN FOR SENATE,,,,,,18406 Pasadena Ave,,Omaha,NE,681304274,,,2024-11-07,100.00,0.00,Conduit Contribution,,C00850677,,,OSBORN,DAN,,,,S,NE,00,,,,,,,,Earmarked by David Beigel
SB23,C00573261,28244591C,,,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,,Earmarked by Alan Metni
SB23,C00573261,500194672,,,CCM,RE-ELECT MCGOVERN COMMITTEE,,,,,,PO Box 60405,,Worcester,MA,016060405,G2024,,2024-10-24,2000.00,0.00,Contribution,,C00285171,,,McGovern,James,P.,Mr.,,H,MA,02,,,,,,,,
SB23,C00573261,500194687,,,CCM,Schakowsky For Congress,,,,,,PO Box 5130,,Evanston,IL,602045130,G2024,,2024-10-24,2000.00,0.00,Contribution,,C00327023,,,Schakowsky,Janice,D,,,H,IL,09,,,,,,,,
SB23,C00573261,500194677,,,CCM,SCHIFF FOR SENATE,,,,,,611 Pennsylvania Ave SE,# 143,Washington,DC,200034303,G2024,,2024-10-24,2500.00,0.00,Contribution,,C00343871,,,SCHIFF,ADAM,,,,H,CA,30,,,,,,,,
SB23,C00573261,500194681,,,CCM,Summer Lee For Congress,,,,,,PO Box 82620,,Pittsburgh,PA,152180620,G2024,,2024-10-24,1000.00,0.00,Contribution,,C00791780,,,LEE,SUMMER,,,,H,PA,12,,,,,,,,
SB23,C00573261,28244593C,,,CCM,Susan Wild For Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,,Earmarked by Alan Metni
SB23,C00573261,500194680,,,CCM,The Committee To Elect Ayanna Pressley,,,,,,PO Box 240912,,Dorchester Center,MA,021240015,G2024,,2024-10-24,2000.00,0.00,Contribution,,C00667741,,,Pressley,Ayanna,,,,H,MA,07,,,,,,,,
SB23,C00573261,500194700,,,PAC,TIMBER PAC,,,,,,401 2Nd Ave S,Ste 303,Seattle,WA,981042862,,,2024-10-28,5000.00,0.00,Contribution,,C00833574,TIMBER PAC,,,,,,,,,,,,,,,,,
SB23,C00573261,500194679,,,CCM,United With Delia For Congress,,,,,,2339 N California Ave,Unit 47927,Chicago,IL,606470360,G2024,,2024-10-24,1000.00,0.00,Contribution,,C00796672,,,RAMIREZ,DELIA,,,,H,IL,03,,,,,,,,
SB23,C00573261,500194697,,,PAC,WE INVEST IN LIVES AND DREAMS PAC,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-10-24,5000.00,0.00,Contribution,,C00776310,WE INVEST IN LIVES AND DREAMS PAC,,,,,,,,,,,,,,,,,
SB23,C00573261,500194675,,,CCM,Whitehouse For Senate,,,,,,PO Box 40280,,Providence,RI,029400280,G2024,,2024-10-24,5000.00,0.00,Contribution,,C00410803,,,Whitehouse,Sheldon,,,,S,RI,,,,,,,,,
SB23,C00573261,28244596C,,,CCM,WILL ROLLINS FOR CONGRESS,,,,,,31500 Grape St,Ste Pm 3,Lake Elsinore,CA,925329702,,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00792507,,,ROLLINS,WILL,,,,H,CA,41,,,,,,,,Earmarked by Alan Metni
SB23,C00573261,28739289C,28739289,SA11AI,CCM,WILL ROLLINS FOR CONGRESS,,,,,,31500 Grape St,Ste Pm 3,Lake Elsinore,CA,925329702,,,2024-11-07,20.00,0.00,Conduit Contribution,,C00792507,,,ROLLINS,WILL,,,,H,CA,41,,,,,,,,Earmarked by Lori Woroschuk
SB23,C00573261,500194668,,,CCM,YASSAMIN ANSARI FOR CONGRESS,,,,,,PO Box 13524,,Phoenix,AZ,850023524,G2024,,2024-10-24,2000.00,0.00,Contribution,,C00836767,,,ANSARI,YASSAMIN,,,,H,AZ,03,,,,,,,,
