form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00570945,SB.33,,,CCM,COUGHLIN FOR CONGRESS,,,,,,9856 ARCHER LANE,,DUBLIN,OH,43017,G2024,,2024-03-22,5000.00,,CONTRIBUTION ,,C00853077,,,COUGHLIN,KEVIN,,,,H,OH,13,  ,,,,,,,
SB23,C00570945,SB.42,,,CCM,COUGHLIN FOR CONGRESS,,,,,,9856 ARCHER LANE,,DUBLIN,OH,43017,P2024,,2024-03-22,5000.00,,CONTRIBUTION ,,C00853077,,,COUGHLIN,KEVIN,,,,H,OH,13,  ,,,,,,,DEBT RETIREMENT
SB23,C00570945,SB.29,,,CCM,JUDGE JOE MCGRAW FOR CONGRESS,,,,,,PO BOX 1451,,ROCKFOD,IL,61105,G2024,,2024-03-22,5000.00,,CONTRIBUTION ,,C00851246,,,MCGRAW,JOE,,,,H,IL,17,  ,,,,,,,
SB23,C00570945,SB.30,,,CCM,MERCURI FOR CONGRESS,,,,,,3000 VILLAGE RUN ROAD STE 103-300,,WEXFORD,PA,15090,G2024,,2024-03-22,5000.00,,CONTRIBUTION ,,C00848150,,,MERCURI,REOBERT,,,,H,PA,17,  ,,,,,,,
SB23,C00570945,SB.34,,,CCM,MERRIN FOR CONGRESS,,,,,,PO BOX 75,,MONCLOVA,OH,43542,G2024,,2024-03-22,5000.00,,CONTRIBUTION ,,C00863829,,,MERRIN,DERRICK,,,,H,OH,09,  ,,,,,,,
SB23,C00570945,SB.43,,,CCM,MERRIN FOR CONGRESS,,,,,,PO BOX 75,,MONCLOVA,OH,43542,P2024,,2024-03-22,5000.00,,CONTRIBUTION ,,C00863829,,,MERRIN,DERRICK,,,,H,OH,09,  ,,,,,,,DEBT RETIREMENT
SB23,C00570945,SB.31,,,CCM,NIEMEYER FOR CONGRESS,,,,,,PO BOX 727,,CEDAR LAKE,IN,46303,G2024,,2024-03-22,5000.00,,CONTRIBUTION ,,C00851972,,,NIEMEYER,RANDY,,,,H,IN,01,  ,,,,,,,
SB23,C00570945,SB.32,,,CCM,RULLI FOR OHIO,,,,,,PO BOX 2971,,YOUNGSTOWN,OH,44511,G2024,,2024-03-22,2000.00,,CONTRIBUTION ,,C00858415,,,RULLI,MICHAEL,,,,H,OH,05,  ,,,,,,,
SB23,C00570945,SB.35,,,CCM,TOM BARRETT FOR CONGRESS,,,,,,PO BOX 15221,,LANSING,MI,48901,G2024,,2024-03-22,5000.00,,CONTRIBUTION ,,C00793976,,,BARRETT,TOM,,,,H,MI,07,  ,,,,,,,
SB23,C00570945,SB.38,,,CCM,TOM BARRETT FOR CONGRESS,,,,,,PO BOX 15221,,LANSING,MI,48901,P2024,,2024-03-22,2500.00,,CONTRIBUTION ,,C00793976,,,BARRETT,TOM,,,,H,MI,07,  ,,,,,,,
SB23,C00570945,SB.39,,,CCM,GARBARINO FOR CONGRESS,,,,,,PO BOX 101,,BAYPORT,NY,11705,P2024,,2024-03-26,5000.00,,CONTRIBUTION ,,C00729954,,,GARBARINO,ANDREW,,,,H,NY,02,  ,,,,,,,
SB23,C00570945,SB.36,,,CCM,ELECTGABEEVANS.COM,,,,,,PO BOX 350608,,WESTMINSTRER,CO,80035,G2024,,2024-03-31,5000.00,,CONTRIBUTION ,,C00849844,,,EVANS,TIMOTHY,GABRIEL,,,H,CO,08,  ,,,,,,,
SB23,C00570945,SB.40,,,CCM,ELECTGABEEVANS.COM,,,,,,PO BOX 350608,,WESTMINSTRER,CO,80035,P2024,,2024-03-31,5000.00,,CONTRIBUTION ,,C00849844,,,EVANS,TIMOTHY,GABRIEL,,,H,CO,08,  ,,,,,,,
SB23,C00570945,SB.37,,,CCM,LAUREL LEE FOR CONGRESS INC,,,,,,PO BOX 47556,,TAMPA,FL,33646,G2024,,2024-03-31,5000.00,,CONTRIBUTION ,,C00815373,,,LEE,LAUREL,,,,H,FL,15,  ,,,,,,,
SB23,C00570945,SB.41,,,CCM,LAUREL LEE FOR CONGRESS INC,,,,,,PO BOX 47556,,TAMPA,FL,33646,P2024,,2024-03-31,5000.00,,CONTRIBUTION ,,C00815373,,,LEE,LAUREL,,,,H,FL,15,  ,,,,,,,
