form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00764860,SB29.I743,,,ORG,BELIEVE MEDIA,,,,,,585 NORTH LARCHMONT BOULEVARD,,LOS ANGELES,CA,90004,P2024,PRIMARY,2023-06-21,17.50,,AGENCY FEE,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I220,,,ORG,CAMPAIGNS UNLIMITED,,,,,,47 FLINTLOCK DRIVE,,SHIRLEY,NY,11967,P2024,PRIMARY,2023-04-30,5000.00,,ACCOUNTING SERVICES,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I221,,,ORG,CAMPAIGNS UNLIMITED,,,,,,47 FLINTLOCK DRIVE,,SHIRLEY,NY,11967,P2024,PRIMARY,2023-05-23,5000.00,,ACCOUNTING SERVICES,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I691,,,ORG,CAMPAIGNS UNLIMITED,,,,,,47 FLINTLOCK DRIVE,,SHIRLEY,NY,11967,P2024,PRIMARY,2023-06-22,5000.00,,ACCOUNTING SERVICES,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I509,,,ORG,CMDI,,,,,,1593 SPRING HILL RD SUITE 400,,TYSONS CORNER,VA,22182,P2024,PRIMARY,2023-06-21,500.00,,DATABASE AND SOFTWARE,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I502,,,ORG,COMPASS LEGAL GROUP,,,,,,316 PENNSYLVANIA AVENUE SOUTHEAST,,WASHINGTON,DC,20003,P2024,PRIMARY,2023-06-07,606.25,,LEGAL SERVICES,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I744,,,ORG,CONVERGENCE MEDIA,,,,,,103 SCHOOL STREET,,LINDENHURST,NY,11757,P2024,PRIMARY,2023-06-30,1562.45,,AGENCY FEE,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I141,,,ORG,CONVERT DIGITAL LLC,,,,,,130 NORTH FAYETTE STREET,,ALEXANDRIA,VA,22314,P2024,PRIMARY,2023-04-14,59518.72,,DIGITAL FUNDRAISING,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I507,,,ORG,CONVERT DIGITAL LLC,,,,,,130 NORTH FAYETTE STREET,,ALEXANDRIA,VA,22314,P2024,PRIMARY,2023-06-13,9755.04,,DIGITAL FUNDRAISING,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I508,,,ORG,CONVERT DIGITAL LLC,,,,,,130 NORTH FAYETTE STREET,,ALEXANDRIA,VA,22314,P2024,PRIMARY,2023-06-13,32737.33,,DIGITAL FUNDRAISING,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I745,,,ORG,CONVERT DIGITAL LLC,,,,,,130 NORTH FAYETTE STREET,,ALEXANDRIA,VA,22314,P2024,PRIMARY,2023-04-30,23164.79,,DIGITAL FUNDRAISING,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I746,,,ORG,CONVERT DIGITAL LLC,,,,,,130 NORTH FAYETTE STREET,,ALEXANDRIA,VA,22314,P2024,PRIMARY,2023-05-31,16939.79,,DIGITAL FUNDRAISING,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I747,,,ORG,CONVERT DIGITAL LLC,,,,,,130 NORTH FAYETTE STREET,,ALEXANDRIA,VA,22314,P2024,PRIMARY,2023-06-30,55491.29,,DIGITAL FUNDRAISING,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I300,,,ORG,DONORBUREAU,,,,,,1900 N CULPEPER ST,,ARLINGTON,VA,22207,P2024,PRIMARY,2023-05-31,49.70,,AGENCY FEE,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I704,,,ORG,DONORBUREAU,,,,,,1900 N CULPEPER ST,,ARLINGTON,VA,22207,,,2023-04-30,42.70,,AGENCY FEE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I706,,,ORG,DONORBUREAU,,,,,,1900 N CULPEPER ST,,ARLINGTON,VA,22207,,,2023-06-30,42.70,,AGENCY FEE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I252,,,ORG,EUPORIE LLC,,,,,,60-53 72ND STREET,,MASPETH,NY,11378,P2024,PRIMARY,2023-05-25,22000.00,,STRATEGIC CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I501,,,ORG,EUPORIE LLC,,,,,,60-53 72ND STREET,,MASPETH,NY,11378,P2024,PRIMARY,2023-06-30,22000.00,,STRATEGIC CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I36,,,ORG,EXPEDIA,,,,,,1111 EXPEDIA GROUP WAY WEST,,SEATTLE,WA,98119,P2024,PRIMARY,2023-04-13,25.17,,TRAVEL BOOKING SERVICES,002,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I29,,,ORG,IN REACH VOTERS,,,,,,3531 SW 154TH CT,,MIAMI,FL,33185,P2024,PRIMARY,2023-04-27,380.00,,VOTER OUTREACH SERVICES - NON CONTRIBUTION ACCOUNT,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I30,,,ORG,IN REACH VOTERS,,,,,,3531 SW 154TH CT,,MIAMI,FL,33185,P2024,PRIMARY,2023-04-27,119.50,,VOTER OUTREACH SERVICES - NON CONTRIBUTION ACCOUNT,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I690,,,ORG,IN REACH VOTERS,,,,,,3531 SW 154TH CT,,MIAMI,FL,33185,P2024,PRIMARY,2023-06-28,250.00,,VOTER OUTREACH SERVICES - NON CONTRIBUTION ACCOUNT,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I178,,,ORG,LGM CONSULTING GROUP LLC,,,,,,8 THE GREEN SUITE 7592,,DOVER,DE,19901,P2024,PRIMARY,2023-05-12,1500.00,,REVSHAR SET-UP FEE,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I748,,,ORG,LGM CONSULTING GROUP LLC,,,,,,8 THE GREEN SUITE 7592,,DOVER,DE,19901,P2024,PRIMARY,2023-05-31,1788.00,,REVV SHARE,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I749,,,ORG,LGM CONSULTING GROUP LLC,,,,,,8 THE GREEN SUITE 7592,,DOVER,DE,19901,P2024,PRIMARY,2023-06-30,888.60,,REVV SHARE,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I445,,,ORG,LOGAN CIRCLE GROUP INC,,,,,,1700 KALORAMA ROAD NW #405,,WASHINGTON,DC,20009,P2024,PRIMARY,2023-05-10,5301.00,,TEXT MESSAGING,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I450,,,ORG,LOGAN CIRCLE GROUP INC,,,,,,1700 KALORAMA ROAD NW #405,,WASHINGTON,DC,20009,P2024,PRIMARY,2023-04-11,65339.74,,MAILER PRODUCTION AND POSTAGE,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I181,,,ORG,O2M DIGITAL,,,,,,4 SMITHFIELD STREET,SUITE 11F,PITTSBURGH,PA,15222,P2024,PRIMARY,2023-05-31,104.40,,AGENCY FEE,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I182,,,ORG,O2M DIGITAL,,,,,,4 SMITHFIELD STREET,SUITE 11F,PITTSBURGH,PA,15222,P2024,PRIMARY,2023-04-30,104.40,,AGENCY FEE,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I709,,,ORG,O2M DIGITAL,,,,,,4 SMITHFIELD STREET,SUITE 11F,PITTSBURGH,PA,15222,,,2023-06-30,4.50,,AGENCY FEE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I172,,,ORG,PETERSEN PUBLIC AFFAIRS LLC,,,,,,3370 NORTH HAYDEN ROAD #123129,,SCOTTSDALE,AZ,85251,P2024,PRIMARY,2023-04-24,1800.00,,"MEETING EXPENSE, SCHEDULING",001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I710,,,ORG,POP ACTA MEDIA,,,,,,10 FAIRWAY DR.,,DEERFIELD BEACH,FL,33441,,,2023-04-30,120.80,,AGENCY FEE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I711,,,ORG,POP ACTA MEDIA,,,,,,10 FAIRWAY DR.,,DEERFIELD BEACH,FL,33441,,,2023-05-31,130.40,,AGENCY FEE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I712,,,ORG,POP ACTA MEDIA,,,,,,10 FAIRWAY DR.,,DEERFIELD BEACH,FL,33441,,,2023-06-30,113.60,,AGENCY FEE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I750,,,ORG,POP ACTA MEDIA,,,,,,10 FAIRWAY DR.,,DEERFIELD BEACH,FL,33441,P2024,PRIMARY,2023-04-11,7.00,,AGENCY FEE,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I751,,,ORG,POP ACTA MEDIA,,,,,,10 FAIRWAY DR.,,DEERFIELD BEACH,FL,33441,P2024,PRIMARY,2023-06-19,52.50,,AGENCY FEE,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I429,,,ORG,REACH RIGHT LLC,,,,,,6130 WL FLAMINGO RD,SUITE 225,LAS VEGAS,NV,89103,P2024,PRIMARY,2023-04-30,1.20,,AGENCY FEE,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I171,,,ORG,RED MAVERICK MEDIA LLC,,,,,,1426 NORTH 3RD STREET STE 310,,HARRISBURG,PA,17102,P2024,PRIMARY,2023-04-11,7799.00,,DIRECT MAIL PRODUCTION,003,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I506,,,ORG,SAGE ADVISORY GROUP,,,,,,7816 ROSE GARDEN LANE,,SPRINGFIELD,VA,22153,P2024,PRIMARY,2023-06-08,10000.00,,ACCOUNTING SERVICES,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I20,,,ORG,SHIRAZ MARKETING LLC,,,,,,146 W. 29TH ST,,NEW YORK,NY,10001,P2024,PRIMARY,2023-04-30,10.50,,AGENCY FEE,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I8,,,ORG,SOUTHWEST AIRLINES,,,,,,2702 LOVE FIELD DRIVE,,DALLAS,TX,75235,P2022,PRIMARY,2023-04-12,582.99,,TRAVEL AIRFARE,002,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I752,,,ORG,WINRED,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22209,P2024,PRIMARY,2023-04-30,5024.22,,ONLINE DONATION PROCESSING,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I753,,,ORG,WINRED,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22209,P2024,PRIMARY,2023-05-31,3232.46,,ONLINE DONATION PROCESSING,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I754,,,ORG,WINRED,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,22209,P2024,PRIMARY,2023-06-30,6984.89,,ONLINE DONATION PROCESSING,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I510,,,ORG,X STRATEGIES,,,,,,340 ROYAL POINCIANA WAY STE 317-16,,PALM BEACH,FL,33480,2024,,2023-06-27,5000.00,,DIGITAL ADVERTISING,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I65,,,ORG,X STRATEGIES,,,,,,340 ROYAL POINCIANA WAY STE 317-16,,PALM BEACH,FL,33480,P2024,PRIMARY,2023-04-03,5000.00,,DIGITAL ADVERTISING,004,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I66,,,ORG,X STRATEGIES,,,,,,340 ROYAL POINCIANA WAY STE 317-16,,PALM BEACH,FL,33480,P2024,PRIMARY,2023-05-04,5000.00,,DIGITAL ADVERTISING,001,,,,,,,,,,,,  ,,,,,,,
SB29,C00764860,SB29.I67,,,ORG,X STRATEGIES,,,,,,340 ROYAL POINCIANA WAY STE 317-16,,PALM BEACH,FL,33480,P2024,PRIMARY,2023-05-30,5000.00,,DIGITAL ADVERTISING,001,,,,,,,,,,,,  ,,,,,,,
