form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00125534,SB29.8473,,,COM,Friends of Joanna McClinton,,,,,,P.O. Box 16668,,Philadelphia,PA,19114,,,2024-02-27,1000.00,,Joanna McClinton; PA state representative for 191st district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8487,,,CCM,FRIENDS OF MARTINA WHITE,,,,,,PO BOX 16041,,PHILADELPHIA,PA,19114,,,2024-03-12,1000.00,,Martina White; PA state representative for 170th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8472,,,PAC,Friends of Pat Gallagher,,,,,,P.O Box 6093,,Philadelphia,PA,19114,,,2024-02-27,1000.00,,Pat Gallagher; PA state representative for 173rd district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8449,,,COM,Friends of Prokopiak,,,,,,32 Butterfly Lane,,Levittown,PA,19054,,,2024-01-09,1000.00,,Jim Prokipiak; PA state representative for 140th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8491,,,COM,Friends of Regina Young,,,,,,P.O. Box 33108,,Philadelphia,PA,19142,,,2024-03-27,1000.00,,Regina Young; PA state representative for 185th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8476,,,CCM,FRIENDS OF SHARIF STREET,,,,,,PO BOX 28854,,PHILADELPHIA,PA,19151,,,2024-02-27,3000.00,,Sharif Street; PA state senator for 3rd district,011,,,,,,,,,,PA,,,,,,,,,
SB29,C00125534,SB29.8446,,,COM,Friends of Zeke Cohen,,,,,,711 West 40th Street,,Baltimore,MD,21211,,,2024-01-09,500.00,,Zeke Cohen; Baltimore City Council president,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8460,,,COM,Jack for AG,,,,,,P.O. Box 22611,,Philadelphia,PA,19154,,,2024-01-30,2500.00,,Jack Stollsteimer; PA attorney general,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8477,,,COM,K.C.  Tomlinson for State Representative,,,,,,1520 Woodbine Avenue,,Bensalem,PA,19020,,,2024-02-27,1000.00,,Kathleen 'K.C.' Tomlinson; PA state representative for 18th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8455,,,COM,Lamont McClure for County Executive,,,,,,4110 Scherman Boulevard,,Bethlehem,PA,18020,,,2024-01-09,500.00,,Lamont McClure; Northampton County executive,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8480,,,PAC,MERCER COUNTY CLC-COPE,,,,,,2 Iron Ore Road at Route 33,,Englishtown,NJ,07726,,,2024-03-12,260.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8470,,,CCM,NJ State Building and Construction Trades Advocacy,,,,,,77 BRANT AVENUE,,CLARK,NJ,07066,,,2024-02-06,1250.00,,Annual contribution,012,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8463,,,CCM,P.L.A.N.,,,,,,904 NORTH 2ND STREET,,HARRISBURG,PA,17102,,,2024-02-06,1000.00,,Annual Contribution,012,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8448,,,COM,Squilla for Council,,,,,,PO BOX 37332,,Philadelphia,PA,19148,,01/09/2024,2024-01-09,2500.00,,Mark Squilla; Philadelphia City Council for the 1st district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8478,,,COM,Team Fitz,,,,,,P.O. Box 33844,,Baltimore,MD,20824,,,2024-03-07,2500.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8481,,,CCM,Wayne DeAngelo for Assembly,,,,,,105 Limewood Drive,,Hamilton,NJ,08690,,,2024-03-12,750.00,,Wayne P. DeAngelo; NJ Assemblyman for 14th district,011,,,,,,,,,H,NJ,14,,,,,,,,
