form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00247403,SB23.62409,,,CCM,ELISE STEFANIK FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,,,2024-06-27,13625.00,,Earmarked Donations,,C00547893,ELISE STEFANIK FOR CONGRESS,,,,,,,H,NY,21,,,,,,,,
SB23,C00247403,SB23.62357,,,CCM,FRIENDS OF MARIA,,,,,,P.O. BOX 12740,,SEATTLE,WA,98111,,,2024-06-21,24363.00,,Earmarked Donations,,C00349506,FRIENDS OF MARIA,,,,,,,S,WA,00,,,,,,,,
SB23,C00247403,SB23.62397,,,CCM,FRIENDS OF MARIA,,,,,,P.O. BOX 12740,,SEATTLE,WA,98111,,,2024-06-25,1800.00,,Earmarked Donations,,C00349506,FRIENDS OF MARIA,,,,,,,S,WA,00,,,,,,,,
SB23,C00247403,SB23.62365,,,CCM,GALLEGO FOR ARIZONA,,,,,,PO BOX 1710,,PHOENIX,AZ,85001,,,2024-06-21,14505.00,,Earmarked Donations,,C00816660,DAN GOLDMAN FOR NEW YORK,,,,,,,H,NY,10,,,,,,,,
SB23,C00247403,SB23.62414,,,CCM,GALLEGO FOR ARIZONA,,,,,,PO BOX 1710,,PHOENIX,AZ,85001,,,2024-06-27,10000.00,,Earmarked Donations,,C00816660,DAN GOLDMAN FOR NEW YORK,,,,,,,H,NY,10,,,,,,,,
SB23,C00247403,SB23.62347,,,CCM,George Latimer for Congress,,,,,,P.O. Box 789,,White Plains,NY,10602,,,2024-06-07,500.00,,Earmarked Contributions to George Latimer,,C00859041,George Latimer for Congress,,,,,,,H,NY,16,,,,,,,,
SB23,C00247403,SB23.62326,,,CCM,JEFFRIES FOR CONGRESS,,,,,,630 WASHINGTON AVENUE,,BROOKLYN,NY,11238,,,2024-06-05,1000.00,,Earmarked Donations,,C00503052,JEFFRIES FOR CONGRESS,,,,,,,H,NY,08,,,,,,,,
SB23,C00247403,SB23.62327,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO BOX 584,,RIDGEWOOD,NJ,07451,,,2024-06-05,1000.00,,Earmarked Donations,,C00573949,JOSH GOTTHEIMER FOR CONGRESS,,,,,,,H,NJ,05,,,,,,,,
SB23,C00247403,SB23.62371,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO BOX 584,,RIDGEWOOD,NJ,07451,,,2024-06-21,1000.00,,Earmarked Donations,,C00573949,JOSH GOTTHEIMER FOR CONGRESS,,,,,,,H,NJ,05,,,,,,,,
SB23,C00247403,SB23.62376,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,,,2024-06-21,1000.00,,Earmarked Donations,,C00703058,KEAN FOR CONGRESS INC,,,,,,,H,NJ,07,,,,,,,,
SB23,C00247403,SB23.62378,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,,,2024-06-21,17880.00,,Earmarked Donations,,C00703058,KEAN FOR CONGRESS INC,,,,,,,H,NJ,07,,,,,,,,
SB23,C00247403,SB23.62384,,,CCM,MARC FOR US INC.,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,,,2024-06-24,22500.00,,Earmarked Contributions to Marc Molinaro,,C00789586,MARC FOR US INC.,,,,,,,H,NY,19,,,,,,,,
SB23,C00247403,SB23.62387,,,CCM,MARC FOR US INC.,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,,,2024-06-24,2500.00,,PAC Donation to Marc for US,011,C00789586,MARC FOR US INC.,,,,,,,H,NY,19,,,,,,,,
SB23,C00247403,SB23.62412,,,CCM,MARC FOR US INC.,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,,,2024-06-27,2500.00,,Earmarked Contributions to Marc Molinaro,,C00789586,MARC FOR US INC.,,,,,,,H,NY,19,,,,,,,,
SB23,C00247403,SB23.62382,,,CCM,MEEKS FOR CONGRESS,,,,,,"153-01 JAMAICA AVE., SUITE 535",,JAMAICA,NY,11432,,,2024-06-24,21350.00,,Earmarked Donations,,C00329375,MEEKS FOR CONGRESS,,,,,,,H,NY,05,,,,,,,,
SB23,C00247403,SB23.62401,,,CCM,MEEKS FOR CONGRESS,,,,,,"153-01 JAMAICA AVE., SUITE 535",,JAMAICA,NY,11432,,,2024-06-27,2000.00,,Earmarked Donations,,C00329375,MEEKS FOR CONGRESS,,,,,,,H,NY,05,,,,,,,,
SB23,C00247403,SB23.62329,,,CCM,PASCRELL FOR CONGRESS INC,,,,,,63 QUARTZ LANE,,PATERSON,NJ,07501,,,2024-06-05,500.00,,Earmarked Donations,,C00313510,PASCRELL FOR CONGRESS INC,,,,,,,H,NJ,08,,,,,,,,
SB23,C00247403,SB23.62331,,,CCM,PASCRELL FOR CONGRESS INC,,,,,,63 QUARTZ LANE,,PATERSON,NJ,07501,,,2024-06-05,2990.00,,Earmarked Donations,,C00313510,PASCRELL FOR CONGRESS INC,,,,,,,H,NJ,08,,,,,,,,
SB23,C00247403,SB23.62342,,,CCM,RON ESTES FOR CONGRESS,,,,,,12224 E BRACKEN CT,,WICHITA,KS,67206,,,2024-06-07,1600.00,,Earmarked Donations,,C00632067,RON ESTES FOR CONGRESS,,,,,,,H,KS,04,,,,,,,,
SB23,C00247403,SB23.62394,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,P.O. BOX 696,,MADISON,WI,53701,,,2024-06-24,3300.00,,Earmarked Donations,,C00326801,TAMMY BALDWIN FOR SENATE,,,,,,,S,WI,00,,,,,,,,
SB23,C00247403,SB23.62407,,,CCM,VIRGINIA FOXX FOR CONGRESS,,,,,,PO BOX 2676,,BOONE,NC,28607,,,2024-06-27,3300.00,,Earmarked Donations,,C00386748,VIRGINIA FOXX FOR CONGRESS,,,,,,,H,NC,05,,,,,,,,
