form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00000729,30332799,,,CCM,BICE FOR CONGRESS,,,,,,PO BOX 21315,,OKLAHOMA CITY,OK,73156,P2024,,2023-09-18,5000.00,0.00,Contribution to Federal Candidate,011,C00703843,BICE FOR CONGRESS,H0OK05205,Bice,Stephanie,,Rep.,,H,OK,05,,,,,,,,
SB23,C00000729,30332857,,,PAC,BIG SKY OPPORTUNITY PAC,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,O2023,,2023-09-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00542027,BIG SKY OPPORTUNITY PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332842,,,PAC,BLUEGRASS COMMITTEE,,,,,,228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,O2023,,2023-09-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00235655,BLUEGRASS COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00000729,30332860,,,CCM,BONNIE WATSON COLEMAN FOR CONGRESS,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,P2024,,2023-09-29,2000.00,0.00,Contribution to Federal Candidate,011,C00558437,BONNIE WATSON COLEMAN FOR CONGRESS,H4NJ12149,Watson Coleman,Bonnie,,Rep.,,H,NJ,12,,,,,,,,
SB23,C00000729,30332829,,,CCM,BUDDY CARTER FOR CONGRESS,,,,,,PO BOX 10570,,SAVANNAH,GA,31412,P2024,,2023-09-29,5000.00,0.00,Contribution to Federal Candidate,011,C00543967,BUDDY CARTER FOR CONGRESS,H4GA01039,Carter,Buddy,,Rep.,,H,GA,01,,,,,,,,
SB23,C00000729,30332985,,,PAC,BUILDING UP DEMOCRACY'S DREAM,,,,,,PO BOX 97275,,RALEIGH,NC,27624,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00834507,BUILDING UP DEMOCRACY'S DREAM,,,,,,,,,,,,,,,,,
SB23,C00000729,30332827,,,PAC,CA LUV PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTORY PAC),,,,,,"499 S. CAPITOL STREET, SW",SUITE 420,WASHINGTON,DC,20003,O2023,,2023-09-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00573709,CA LUV PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTORY PAC),,,,,,,,,,,,,,,,,
SB23,C00000729,30332873,,,CCM,CAROL FOR CONGRESS,,,,,,228 S. WASHINGTON STREET,SUITE 115,ALEXANDRIA,VA,22314,P2024,,2023-10-03,1000.00,0.00,Contribution to Federal Candidate,011,C00653220,CAROL FOR CONGRESS,H8WV03097,Miller,Carol,,Rep.,,H,WV,01,,,,,,,,
SB23,C00000729,30332869,,,CCM,CATHY MCMORRIS RODGERS FOR CONGRESS,,,,,,BOX 137,,SPOKANE,WA,992100137,P2024,,2023-09-29,2500.00,0.00,Contribution to Federal Candidate,011,C00390476,CATHY MCMORRIS RODGERS FOR CONGRESS,H4WA05077,McMorris Rodgers,Cathy,,Rep.,,H,WA,05,,,,,,,,
SB23,C00000729,30332945,,,PAC,CHC BOLD PAC,,,,,,PO BOX 33079,,WASHINGTON,DC,20033,O2023,,2023-12-29,5000.00,0.00,Contribution,011,C00365536,CHC BOLD PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332847,,,CCM,CHRISSY HOULAHAN FOR CONGRESS,,,,,,PO BOX 222,,DEVON,PA,19333,P2024,,2023-09-29,2500.00,0.00,Contribution to Federal Candidate,011,C00637371,CHRISSY HOULAHAN FOR CONGRESS,H8PA06087,Houlahan,Chrissy,,Rep.,,H,PA,06,,,,,,,,
SB23,C00000729,30332849,,,CCM,"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",,,,,,P.O. BOX 11091,,CHATTANOOGA,TN,37401,P2024,,2023-09-29,2500.00,0.00,Contribution to Federal Candidate,011,C00461822,"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",H0TN03254,Fleischmann,Chuck,,Rep.,,H,TN,03,,,,,,,,
SB23,C00000729,30332875,,,CCM,CHUY GARCIA FOR CONGRESS,,,,,,137 N. 14TH AVENUE,,MELROSE PARK,IL,60160,P2024,,2023-10-03,1000.00,0.00,Contribution to Federal Candidate,011,C00661777,CHUY GARCIA FOR CONGRESS,H8IL04134,Garcia,Jesus,,Rep.,,H,IL,04,,,,,,,,
SB23,C00000729,30332909,,,CCM,CITIZENS FOR BOYLE,,,,,,PO BOX 14310,,PHILADELPHIA,PA,19115,P2024,,2023-11-30,2000.00,0.00,Contribution to Federal Candidate,011,C00543363,CITIZENS FOR BOYLE,H4PA13199,Boyle,Brendan,,Rep.,,H,PA,02,,,,,,,,
SB23,C00000729,30332907,,,CCM,CLARKE FOR CONGRESS,,,,,,PO BOX 250200,,BROOKLYN,NY,11225,P2024,,2023-12-01,5000.00,0.00,Contribution to Federal Candidate,011,C00415331,CLARKE FOR CONGRESS,H4NY11138,Clarke,Yvette,,Rep.,,H,NY,09,,,,,,,,
SB23,C00000729,30332862,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,PO BOX 244,,CLINTON,NY,13323,P2024,,2023-09-29,2500.00,0.00,Contribution to Federal Candidate,011,C00632828,CLAUDIA TENNEY FOR CONGRESS,H4NY22051,Tenney,Claudia,,Rep.,,H,NY,24,,,,,,,,
SB23,C00000729,30332870,,,PAC,CMR POLITICAL ACTION COMMITTEE,,,,,,PO BOX 2485,,SPRINGFIELD,VA,22152,O2023,,2023-09-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00469429,CMR POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00000729,30332802,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,P2024,,2023-09-18,5000.00,0.00,Contribution to Federal Candidate,011,C00379735,COLE FOR CONGRESS,H2OK04055,Cole,Tom,,Rep.,,H,OK,04,,,,,,,,
SB23,C00000729,30332940,,,CCM,COMMITTEE TO ELECT MIKE EZELL,,,,,,P.O. BOX 1842,,GULFPORT,MS,39502,P2024,,2023-12-19,1000.00,0.00,Contribution to Federal Candidate,011,C00776393,COMMITTEE TO ELECT MIKE EZELL,H2MS04258,Ezell,Walter,,Rep.,,H,MS,04,,,,,,,,
SB23,C00000729,30332969,,,PAC,COMMON VALUES PAC,,,,,,"901 N WASHINGTON ST, SUITE 700",,ALEXANDRIA,VA,22314,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00442368,COMMON VALUES PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332951,,,PAC,CONTINUING AMERICA'S STRENGTH AND SECURITY PAC,,,,,,PO BOX 80505,,BATON ROUGE,LA,70898,O2023,,2023-12-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00480228,CONTINUING AMERICA'S STRENGTH AND SECURITY PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332990,,,PAC,COUNTRY ROADS PAC,,,,,,PO BOX 1387,,CHARLESTON,WV,25325,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00484402,COUNTRY ROADS PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30333005,,,ORG,DAKOTA-WILD AND WONDERFUL 2023 COMMITTEE,,,,,,228 S. WASHINGTON STREET,SUITE 115,ALEXANDRIA,VA,22314,O2023,,2023-12-29,1500.00,0.00,Contribution to Federal Leadership PAC,011,C00838235,DAKOTA-WILD AND WONDERFUL 2023 COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00000729,30332970,,,PAC,DEFEND OUR CONSERVATIVE SENATE PAC (DOC'S PAC),,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,O2023,,2023-12-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00632323,DEFEND OUR CONSERVATIVE SENATE PAC (DOC'S PAC),,,,,,,,,,,,,,,,,
SB23,C00000729,30332872,,,PAC,DEFEND THE DREAM,,,,,,777 S FIGUEROA ST SUITE 4050,,LOS ANGELES,CA,90017,O2023,,2023-10-18,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00771238,DEFEND THE DREAM,,,,,,,,,,,,,,,,,
SB23,C00000729,30332956,,,PAC,DENALI LEADERSHIP PAC,,,,,,901 N WASHINGTON ST,SUITE 700,ALEXANDRIA,VA,22314,O2023,,2023-12-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00438291,DENALI LEADERSHIP PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332840,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2023-09-29,1000.00,0.00,Contribution to Federal Candidate,011,C00809426,DESPOSITO FOR NEW YORK,H2NY04277,D'Esposito,Anthony,,Rep.,,H,NY,04,,,,,,,,
SB23,C00000729,30332983,,,PAC,DIRIGO PAC,,,,,,PO BOX 1355,,ALEXANDRIA,VA,22313,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00391797,DIRIGO PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332841,,,CCM,DONALD NORCROSS FOR CONGRESS,,,,,,PO BOX 160,,COLLINGSWOOD,NJ,08108,P2024,,2023-09-29,5000.00,0.00,Contribution to Federal Candidate,011,C00558320,DONALD NORCROSS FOR CONGRESS,H4NJ01084,Norcross,Donald,,Rep.,,H,NJ,01,,,,,,,,
SB23,C00000729,30332824,,,CCM,DR. RAUL RUIZ FOR CONGRESS,,,,,,PO BOX 1566,,INDIO,CA,92202,P2024,,2023-09-29,2500.00,0.00,Contribution to Federal Candidate,011,C00502575,DR. RAUL RUIZ FOR CONGRESS,H2CA36439,Ruiz,Raul,,Rep.,,H,CA,25,,,,,,,,
SB23,C00000729,30332850,,,CCM,DR KIM SCHRIER FOR CONGRESS,,,,,,PO BOX 2728,,ISSAQUAH,WA,98027,P2024,,2023-09-29,5000.00,0.00,Contribution to Federal Candidate,011,C00652628,DR KIM SCHRIER FOR CONGRESS,H8WA08189,Schrier,Kim,,Rep.,,H,WA,08,,,,,,,,
SB23,C00000729,30332991,,,PAC,E-PAC,,,,,,PO BOX 500,,GLEN FALLS,NY,12801,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00570945,E-PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332836,,,PAC,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS,,,,,,PO BOX 183,,ANOKA,MN,55303,O2023,,2023-09-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00592089,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS,,,,,,,,,,,,,,,,,
SB23,C00000729,30332944,,,CCM,ERIC SORENSEN FOR ILLINOIS,,,,,,PO BOX 1172,,MOLINE,IL,61265,P2024,,2023-12-19,1000.00,0.00,Contribution to Federal Candidate,011,C00793935,ERIC SORENSEN FOR ILLINOIS,H2IL17147,Sorensen,Eric,,Rep.,,H,IL,17,,,,,,,,
SB23,C00000729,30332835,,,CCM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,P2024,,2023-09-29,2500.00,0.00,Contribution to Federal Candidate,011,C00693663,FEENSTRA FOR CONGRESS,H0IA04145,Feenstra,Randy,,Rep.,,H,IA,04,,,,,,,,
SB23,C00000729,30332963,,,PAC,FIRST IN FREEDOM PAC,,,,,,"824 S MILLEDGE AVE, STE 101",,ATHENS,GA,30605,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00540146,FIRST IN FREEDOM PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332846,,,CCM,FOUSHEE FOR CONGRESS,,,,,,PO BOX 16446,,CHAPEL HILL,NC,27516,P2024,,2023-09-29,2000.00,0.00,Contribution to Federal Candidate,011,C00794727,FOUSHEE FOR CONGRESS,H2NC06114,Foushee,Valerie,,Rep.,,H,NC,04,,,,,,,,
SB23,C00000729,30332958,,,CCM,FRENCH HILL FOR ARKANSAS,,,,,,PO BOX 7841,,LITTLE ROCK,AR,72217,P2024,,2023-12-29,2500.00,0.00,Contribution to Federal Candidate,011,C00551275,FRENCH HILL FOR ARKANSAS,H4AR02141,Hill,French,,Rep.,,H,AR,02,,,,,,,,
SB23,C00000729,30332791,,,PAC,FUND FOR AMERICA'S FUTURE,,,,,,PO BOX 1373,,COLUMBIA,SC,292021373,O2023,,2023-09-05,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00388934,FUND FOR AMERICA'S FUTURE,,,,,,,,,,,,,,,,,
SB23,C00000729,30332878,,,CCM,GARAMENDI FOR CONGRESS,,,,,,PO BOX 2978,,FAIRFIELD,CA,94533,P2024,,2023-10-18,2500.00,0.00,Contribution to Federal Candidate,011,C00462697,GARAMENDI FOR CONGRESS,H0CA10149,Garamendi,John,,Rep.,,H,CA,08,,,,,,,,
SB23,C00000729,30332961,,,PAC,GIVING US SECURITY POLITICAL ACTION COMMITTEE (GUS PAC),,,,,,PO BOX 2485,,SPRINGFIELD,VA,22152,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00531517,GIVING US SECURITY POLITICAL ACTION COMMITTEE (GUS PAC),,,,,,,,,,,,,,,,,
SB23,C00000729,30332973,,,PAC,GRANITE VALUES PAC,,,,,,105 N STATE STREET,,CONCORD,NH,03301,O2023,,2023-12-29,4000.00,0.00,Contribution to Federal Leadership PAC,011,C00629311,GRANITE VALUES PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332989,,,PAC,GREAT LAKES PAC,,,,,,PO BOX 1295,,EAST LANSING,MI,48826,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00375584,GREAT LAKES PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332910,,,CCM,GREG PENCE FOR CONGRESS,,,,,,PO BOX 275,,TAYLORSVILLE,IN,47280,P2024,,2023-11-30,2000.00,0.00,Contribution to Federal Candidate,011,C00658401,GREG PENCE FOR CONGRESS,H8IN06129,Pence,Greg,,Rep.,,H,IN,06,,,,,,,,
SB23,C00000729,30332848,,,CCM,GUY FOR CONGRESS,,,,,,P.O. BOX 23177,,PITTSBURGH,PA,15222,P2024,,2023-09-29,5000.00,0.00,Contribution to Federal Candidate,011,C00657833,GUY FOR CONGRESS,H8PA18199,Reschenthaler,Guy,,Rep.,,H,PA,14,,,,,,,,
SB23,C00000729,30332954,,,PAC,HAWAII PAC,,,,,,600 PENNSYLVANIA AVENUE SE,#15180,WASHINGTON,DC,20003,O2023,,2023-12-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00567693,HAWAII PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332987,,,PAC,HEARTLAND VALUES PAC,,,,,,PO BOX 505,,SIOUX FALLS,SD,57101,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00409003,HEARTLAND VALUES PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332793,,,CCM,HERN FOR CONGRESS,,,,,,9521-B RIVERSIDE PKWY,#350,TULSA,OK,74137,P2024,,2023-09-05,2500.00,0.00,Contribution to Federal Candidate,011,C00636092,HERN FOR CONGRESS,H8OK01157,Hern,Kevin,,Rep.,,H,OK,01,,,,,,,,
SB23,C00000729,30332964,,,PAC,HOOPS PAC,,,,,,PO BOX 3314,,PORTLAND,OR,97208,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00392738,HOOPS PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332876,,,CCM,HUFFMAN FOR CONGRESS,,,,,,P.O. BOX 664,,PETALUMA,CA,94953,P2024,,2023-10-18,2500.00,0.00,Contribution to Federal Candidate,011,C00536680,HUFFMAN FOR CONGRESS,H2CA06259,Huffman,Jared,,Rep.,,H,CA,02,,,,,,,,
SB23,C00000729,30332946,,,PAC,IMPACT,,,,,,192 LEXINGTON AVE.,SUITE 1001,NEW YORK,NY,10016,O2023,,2023-12-29,2500.00,0.00,Contribution to Federal Leadership PAC,011,C00348607,IMPACT,,,,,,,,,,,,,,,,,
SB23,C00000729,30332837,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,637021324,P2024,,2023-09-29,2500.00,0.00,Contribution to Federal Candidate,011,C00541862,JASON SMITH FOR CONGRESS,H4MO08162,Smith,Jason,,Rep.,,H,MO,08,,,,,,,,
SB23,C00000729,30332800,,,CCM,JAY OBERNOLTE FOR CONGRESS,,,,,,PO BOX 981415,,WEST SACRAMENTO,CA,95799,P2024,,2023-09-18,2000.00,0.00,Contribution to Federal Candidate,011,C00720078,JAY OBERNOLTE FOR CONGRESS,H0CA08135,Obernolte,Jay,,Rep.,,H,CA,23,,,,,,,,
SB23,C00000729,30332879,,,CCM,JIM COSTA FOR CONGRESS,,,,,,2037 W BULLARD AVE,# 355,FRESNO,CA,937111200,P2024,,2023-10-18,2000.00,0.00,Contribution to Federal Candidate,011,C00391029,JIM COSTA FOR CONGRESS,H4CA20082,Costa,Jim,,Rep.,,H,CA,21,,,,,,,,
SB23,C00000729,30332920,,,CCM,JIM JORDAN FOR CONGRESS,,,,,,PO BOX 355,,DELAWARE,OH,430150355,P2024,,2023-12-12,5000.00,0.00,Contribution to Federal Candidate,011,C00416594,JIM JORDAN FOR CONGRESS,H6OH04082,Jordan,Jim,,Rep.,,H,OH,04,,,,,,,,
SB23,C00000729,30332888,,,CCM,JIMMY GOMEZ FOR CONGRESS,,,,,,777 S FIGUEROA ST SUITE 4050,,LOS ANGELES,CA,90017,P2024,,2023-10-18,2000.00,0.00,Contribution to Federal Candidate,011,C00629659,JIMMY GOMEZ FOR CONGRESS,H8CA34266,Gomez,Jimmy,,Rep.,,H,CA,34,,,,,,,,
SB23,C00000729,30332883,,,CCM,JIMMY PANETTA FOR CONGRESS,,,,,,PO BOX 103,,CARMEL VALLEY,CA,93924,P2024,,2023-10-18,2000.00,0.00,Contribution to Federal Candidate,011,C00592154,JIMMY PANETTA FOR CONGRESS,H6CA20152,Panetta,Jimmy,,Rep.,,H,CA,19,,,,,,,,
SB23,C00000729,30332982,,,PAC,JOBS OPPORTUNITY AND NEW IDEAS PAC,,,,,,PO BOX 93441,,DES MOINES,IA,50393,O2023,,2023-12-29,5000.00,0.00,Contribution to Federal Leadership PAC,011,C00566851,JOBS OPPORTUNITY AND NEW IDEAS PAC,,,,,,,,,,,,,,,,,
SB23,C00000729,30332885,,,CCM,JUDY CHU FOR CONGRESS,,,,,,16633 VENTURA BLVD # 1008,,ENCINO,CA,91436,P2024,,2023-10-18,5000.00,0.00,Contribution to Federal Candidate,011,C00458125,JUDY CHU FOR CONGRESS,H0CA32101,Chu,Judy,,Rep.,,H,CA,28,,,,,,,,
SB23,C00000729,30332854,,,CCM,JULIA LETLOW FOR CONGRESS,,,,,,PO BOX 539,,RAYVILLE,LA,712690539,P2024,,2023-09-29,1000.00,0.00,Contribution to Federal Candidate,011,C00766428,JULIA LETLOW FOR CONGRESS,H2LA05126,Letlow,Julia,,Rep.,,H,LA,05,,,,,,,,
SB23,C00000729,30332792,,,CCM,JULIE JOHNSON FOR CONGRESS,,,,,,PO BOX 802765,,DALLAS,TX,75380,P2024,,2023-09-05,5000.00,0.00,Contribution to Federal Candidate,011,C00843003,JULIE JOHNSON FOR CONGRESS,,Johnson,Julie,,.,,H,TX,32,,,,,,,,
SB23,C00000729,30332855,,,CCM,KATHERINE CLARK FOR CONGRESS,,,,,,PO BOX 159,,BELMONT,MA,024789998,P2024,,2023-09-29,5000.00,0.00,Contribution to Federal Candidate,011,C00541888,KATHERINE CLARK FOR CONGRESS,H4MA05084,Clark,Katherine,,Rep.,,H,MA,05,,,,,,,,
SB23,C00000729,30332864,,,CCM,KAY GRANGER CAMPAIGN FUND,,,,,,1701 RIVER RUN,STE 308,FORT WORTH,TX,761076547,P2024,,2023-09-29,2500.00,0.00,Contribution to Federal Candidate,011,C00310532,KAY GRANGER CAMPAIGN FUND,H6TX12060,Granger,Kay,,Rep.,,H,TX,12,,,,,,,,
SB23,C00000729,30332859,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,P2024,,2023-09-29,2000.00,0.00,Contribution to Federal Candidate,011,C00703058,KEAN FOR CONGRESS INC,H0NJ07261,Kean,Thomas,,Rep.,,H,NJ,07,,,,,,,,
SB23,C00000729,30332822,,,CCM,KEVIN KILEY FOR CONGRESS,,,,,,9458 TREELAKE RD.,,GRANITE BAY,CA,95746,P2024,,2023-09-29,2500.00,0.00,Contribution to Federal Candidate,011,C00801985,KEVIN KILEY FOR CONGRESS,H2CA03157,Kiley,Kevin,,Rep.,,H,CA,03,,,,,,,,
