form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00235853,500501332,,,COM,Friends of Kelly Fowler,,,,,,PO Box 6769,,Virginia Beach,VA,234560769,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501319,,,COM,Friends of Laura Jane Cohen,,,,,,PO Box 273,,Burke,VA,220090273,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501314,,,COM,Friends of Monty Mason,,,,,,PO Box 232,,Williamsburg,VA,231870232,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501316,,,COM,Friends of Russet Perry,,,,,,15 E Market St,,Leesburg,VA,201788000,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501324,,,COM,Friends of Susanna Gibson,,,,,,PO Box 5815,,Glen Allen,VA,230585815,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501323,,,COM,Friends of Travis Nembhard,,,,,,PO Box 4302,,Manassas,VA,201080728,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501321,,,COM,Henson for VA,,,,,,PO Box 4026,,Woodbridge,VA,221944026,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501315,,,COM,Joel Griffin for Virginia,,,,,,PO Box 687,,Fredericksburg,VA,224040687,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501322,,,COM,Josh Thomas for Delegate,,,,,,PO Box 922,,Gainesville,VA,201560922,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501325,,,COM,Kim Adams for Virginia,,,,,,PO Box 3928,,Petersburg,VA,238053928,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501328,,,COM,Michael Feggans for Virginia,,,,,,900 Commonwealth Pl,,Virginia Beach,VA,234644517,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501326,,,COM,Nadarius Clark for Delegate,,,,,,PO Box 829,,Suffolk,VA,234390829,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501327,,,COM,Phil for VA,,,,,,PO Box 8972,,Norfolk,VA,23503,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501330,,,COM,Rodney Willett for Delegate,,,,,,PO Box 29428,,Henrico,VA,232420428,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501313,,,COM,Rouse for Senate,,,,,,PO Box 2864,,Virginia Beach,VA,234502864,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501320,,,COM,Sickles for Delegate,,,,,,PO Box 10628,,Alexandria,VA,223100628,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501311,,,COM,VanValkenburg for Virginia,,,,,,PO Box 28782,,Richmond,VA,232288782,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
