form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00285593,BB7,,,PAC,Friends of Rosalba Dominguez,,,,,,"869 W 4500 S, #257",,Murray,UT,84107,,,2024-07-04,1250.10,,In-Kind Contribution to Non-Federal Committee,,,Friends of Rosalba Dominguez,,,,,,,,,,Western States Regional Council of Carpenters,533 South Fremont Avenue,10th Floor,Los Angeles,CA,90071,X,
SB29,C00285593,EB749,,,PAC,Friends of Rosalba Dominguez,,,,,,"869 W 4500 S, #257",,Murray,UT,84107,,,2024-09-18,750.00,,Contribution to Non-Federal Committee,011,,Friends of Rosalba Dominguez,,,,,,,,,,,,,,,,,
SB29,C00285593,EB744,,,PAC,Janeen Connolly for AZ House,,,,,,114 West Palmdale Drive,,Tempe,AZ,85282,,,2024-09-18,1000.00,,Contribution to Non-Federal Committee,011,,Janeen Connolly for AZ House,,,,,,,,,,,,,,,,,
SB29,C00285593,EB750,,,PAC,Jim Dunnigan Campaign,,,,,,"3105 W. 5400 S, #6",,Salt Lake City,UT,84129,,,2024-09-18,750.00,,Contribution to Non-Federal Committee,011,,Jim Dunnigan Campaign,,,,,,,,,,,,,,,,,
SB29,C00285593,EB738,,,PAC,Lorena for Arizona,,,,,,215 North Robson,,Mesa,AZ,85201,,,2024-09-04,2000.00,,Contribution to Non-Federal Committee,011,,Lorena for Arizona,,,,,,,,,,,,,,,,,
SB29,C00285593,EB735,,,PAC,Maricopa County Democratic Party,,,,,,2914 North Central Avenue,,Phoenix,AZ,85012,,,2024-08-06,20000.00,,Contribution to Non-Federal Committee,011,,Maricopa County Democratic Party,,,,,,,,,,,,,,,,,
SB29,C00285593,EB734,,,PAC,Mark Thane for House 89th District,,,,,,PO Box 692,,Missoula,MT,59806,,,2024-07-26,450.00,,Contribution to Non-Federal Committee,011,,Mark Thane for House 89th District,,,,,,,,,,,,,,,,,
SB29,C00285593,EB757,,,PAC,"McLean for Senate, John",,,,,,3537 North Camino Seco,,Tucson,AZ,85749,,,2024-09-30,2500.00,,Contribution to Non-Federal Committee,011,,"McLean for Senate, John",,,,,,,,,,,,,,,,,
SB29,C00285593,EB742,,,PAC,Millan for City Council,,,,,,"350 E. Virginia Avenue, #100",,Phoenix,AZ,85004,,,2024-09-04,3500.00,,Contribution to Non-Federal Committee,011,,Millan for City Council,,,,,,,,,,,,,,,,,
SB29,C00285593,EB755,,,PAC,"Pinkney, Committee to Elect Natalie",,,,,,3816 Salt River Way #2,,Salt Lake City,UT,84119,,,2024-09-30,1000.00,,Contribution to Non-Federal Committee,011,,"Pinkney, Committee to Elect Natalie",,,,,,,,,,,,,,,,,
SB29,C00285593,EB758,,,PAC,"Quinonez for Phoenix, Marcelino",,,,,,2517 North 7th Street,,Phoenix,AZ,85006,,,2024-09-30,3500.00,,Contribution to Non-Federal Committee,011,,"Quinonez for Phoenix, Marcelino",,,,,,,,,,,,,,,,,
SB29,C00285593,EB741,,,PAC,"Seaman for State Senator - District No. 16, Stacey",,,,,,5009 N. Overfield Road,,Casa Grande,AZ,85194,,,2024-09-04,1000.00,,Contribution to Non-Federal Committee,011,,"Seaman for State Senator - District No. 16, Stacey",,,,,,,,,,,,,,,,,
SB29,C00285593,EB759,,,PAC,Travers for Arizona,,,,,,PO Box 11081,,Tempe,AZ,85284,,,2024-09-30,1000.00,,Contribution to Non-Federal Committee,011,,Travers for Arizona,,,,,,,,,,,,,,,,,
SB29,C00285593,EB745,,,PAC,Tyler Kamp for Sheriff,,,,,,"5021 North 20th Street, Suite 3254",,Phoenix,AZ,85016,,,2024-09-18,6000.00,,Contribution to Non-Federal Committee,011,,Tyler Kamp for Sheriff,,,,,,,,,,,,,,,,,
SB29,C00285593,EB753,,,PAC,Voting Rights Fund,,,,,,3104 East Camelback Road #140,,Phoenix,AZ,85016,,,2024-09-26,5000.00,,Contribution to Non-Federal Committee,011,,Voting Rights Fund,,,,,,,,,,,,,,,,,
SB29,C00285593,EB754,,,PAC,"Wilson for Salt Lake County Mayor, Jenny",,,,,,PO Box 522340,,Salt Lake City,UT,84152,,,2024-09-26,2500.00,,Contribution to Non-Federal Committee,011,,"Wilson for Salt Lake County Mayor, Jenny",,,,,,,,,,,,,,,,,
SB29,C00285593,EB739,,,PAC,"Wooten for Maricopa County Attorney, Tamika",,,,,,PO Box 926,,Phoenix,CA,85001,,,2024-09-04,1000.00,,Contribution to Non-Federal Committee,011,,"Wooten for Maricopa County Attorney, Tamika",,,,,,,,,,,,,,,,,
