form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00252940,VVAG5ARV248,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,PO Box 15293,,Washington,DC,200770001,,,2023-03-10,3300.00,0.00,Conduit Contribution,,C00264697,,,BROWN,SHERROD,,,,S,OH,,,,,,,,X,* ERMK: Jon Ungar
SB23,C00252940,VVAG5ARV0H7,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,PO Box 15293,,Washington,DC,200770001,P2024,,2023-03-27,1000.00,0.00,Contribution,,C00264697,,,BROWN,SHERROD,,,,S,OH,,,,,,,,,
SB23,C00252940,VVAG5ARTZS8,,,CCM,GABE VASQUEZ FOR CONGRESS,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2023-03-23,1000.00,0.00,Contribution,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,
SB23,C00252940,VVAG5ARV0C8,,,CCM,GILLIBRAND FOR SENATE,,,,,,126 C St NW,Fl 2,Washington,DC,200012132,P2024,,2023-03-27,1000.00,0.00,Contribution,,C00413914,,,GILLIBRAND,KIRSTEN ELIZABETH,,,,S,NY,,,,,,,,,
SB23,C00252940,VVAG5ARTZR0,,,CCM,GREG CASAR FOR CONGRESS,,,,,,PO Box 301923,,Austin,TX,787030033,P2024,,2023-03-23,1000.00,0.00,Contribution,,C00791897,,,CASAR,GREG,,,,H,TX,35,,,,,,,,
SB23,C00252940,VVAG5ARV011,,,CCM,JASMINE FOR US,,,,,,PO Box 227235,,Dallas,TX,752227235,P2024,,2023-03-24,1000.00,0.00,Contribution,,C00795450,,,CROCKETT,JASMINE,,,,H,TX,30,,,,,,,,
SB23,C00252940,VVAG5ARV0F1,,,CCM,KEVIN MULLIN FOR CONGRESS,,,,,,PO Box 869,,Belmont,CA,940020869,P2024,,2023-03-27,1000.00,0.00,Contribution,,C00795005,,,MULLIN,KEVIN,,,,H,CA,15,,,,,,,,
SB23,C00252940,VVAG5ARV029,,,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 413,,Cincinnati,OH,452010413,P2024,,2023-03-24,1000.00,0.00,Contribution,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,,
SB23,C00252940,VVAG5ARTZ42,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,O2024,Other,2023-03-01,50.00,0.00,Fundraising Services (via drawdown),,C00723189,CANTWELL VICTORY 2024,,,,,,,,,,,,,,,,,
SB23,C00252940,VVAG5ARTZ50,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,O2024,Other,2023-03-01,50.00,0.00,Fundraising Services (via drawdown),,C00833590,Delbene Democratic Majority Fund,,,,,,,,,,,,,,,,,
SB23,C00252940,VVAG5ARTZ68,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,O2024,Other,2023-03-01,50.00,0.00,Fundraising Services (via drawdown),,C00833350,KAINE VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00252940,VVAG5ARTZ75,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,O2024,Other,2023-03-03,50.00,0.00,Fundraising Services (via drawdown),,C00578609,OHIO GRASSROOTS VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00252940,VVAG5ARTZ83,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,O2024,Other,2023-03-03,50.00,0.00,Fundraising Services (via drawdown),,C00525295,BALDWIN WISCONSIN VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00252940,VVAG5ARTZ91,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-03-29,50.00,0.00,Fundraising Services (via drawdown),,C00834028,,,Whitesides,George,,,,H,CA,27,,,,,,,,
SB23,C00252940,VVAG5ARTZA9,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-03-30,50.00,0.00,Fundraising Services (via drawdown),,C00500843,,,WARREN,ELIZABETH,,,,S,MA,00,,,,,,,,
SB23,C00252940,VVAG5ARTZB7,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-03-30,50.00,0.00,Fundraising Services (via drawdown),,C00411330,,,SANDERS,BERNARD,,,,S,VT,00,,,,,,,,
SB23,C00252940,VVAG5ARTZV3,,,CCM,LISA BLUNT ROCHESTER FOR CONGRESS,,,,,,PO Box 9767,,Wilmington,DE,198090767,P2024,,2023-03-23,1000.00,0.00,Contribution,,C00590778,,,ROCHESTER,LISA BLUNT,,,,H,DE,,,,,,,,,
SB23,C00252940,VVAG5ARTZM8,,,CCM,LOIS FRANKEL FOR CONGRESS,,,,,,PO Box 812421,,Boca Raton,FL,334812421,P2024,,2023-03-02,1000.00,0.00,Contribution,,C00494856,,,FRANKEL,LOIS J.,,,,H,FL,21,,,,,,,,
SB23,C00252940,VVAG5ARTZN6,,,CCM,MAGAZINER FOR CONGRESS,,,,,,240 Pawtuxet Ave,Ste 1440,Cranston,RI,029053921,G2022,,2023-03-02,1000.00,0.00,Contribution - Debt Retirement,,C00802504,,,MAGAZINER,SETH,,,,H,RI,02,,,,,,,,
SB23,C00252940,VVAG5ARV0D6,,,CCM,MARIE FOR CONGRESS,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2023-03-27,1000.00,0.00,Contribution,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB23,C00252940,VVAG5ARV052,,,CCM,MARTIN HEINRICH FOR SENATE,,,,,,PO Box 25763,,Albuquerque,NM,871250763,P2024,,2023-03-24,1000.00,0.00,Contribution,,C00434563,,,HEINRICH,MARTIN TREVOR,,,,S,NM,,,,,,,,,
SB23,C00252940,VVAG5ARV0E4,,,CCM,MENENDEZ FOR CONGRESS,,,,,,123 Town Square Pl,# 515,Jersey City,NJ,073101756,P2024,,2023-03-27,1000.00,0.00,Contribution,,C00799767,,,MENENDEZ,ROBERT J.,,,,H,NJ,08,,,,,,,,
SB23,C00252940,VVAG5ARV264,,,CCM,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,,,2023-03-15,3300.00,0.00,Conduit Contribution,,C00412304,,,TESTER,JON,,,,S,MT,,,,,,,,X,* ERMK: Jon Ungar
SB23,C00252940,VVAG5ARV280,,,CCM,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,,,2023-03-15,3300.00,0.00,Conduit Contribution,,C00412304,,,TESTER,JON,,,,S,MT,,,,,,,,X,* ERMK: Jon Ungar
SB23,C00252940,VVAG5ARV0J5,,,CCM,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2023-03-27,1000.00,0.00,Contribution,,C00412304,,,TESTER,JON,,,,S,MT,,,,,,,,,
SB23,C00252940,VVAG5ARV0G9,,,CCM,NADLER FOR CONGRESS,,,,,,"VILLAGE STATION, PO BOX 40",,New York,NY,10014,P2024,,2023-03-27,1000.00,0.00,Contribution,,C00290825,,,NADLER,JERROLD L. MR.,,,,H,NY,10,,,,,,,,
SB23,C00252940,VVAG5ARV078,,,CCM,NIKKI FOR CONGRESS,,,,,,PO Box 5171,,Springfield,IL,627055171,P2024,,2023-03-24,1000.00,0.00,Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,,
SB23,C00252940,VVAG5ARV0K3,,,CCM,PAT RYAN FOR CONGRESS,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-03-27,1000.00,0.00,Contribution,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,,
SB23,C00252940,VVAG5ARV256,,,CCM,ROSEN FOR NEVADA,,,,,,PO Box 27195,,Las Vegas,NV,891261195,,,2023-03-10,3300.00,0.00,Conduit Contribution,,C00606939,,,ROSEN,JACKY,,,,S,NV,,,,,,,,X,* ERMK: Jon Ungar
SB23,C00252940,VVAG5ARV272,,,CCM,ROSEN FOR NEVADA,,,,,,PO Box 27195,,Las Vegas,NV,891261195,,,2023-03-10,3300.00,0.00,Conduit Contribution,,C00606939,,,ROSEN,JACKY,,,,S,NV,,,,,,,,X,* ERMK: Jon Ungar
SB23,C00252940,VVAG5ARV0B0,,,CCM,ROSEN FOR NEVADA,,,,,,PO Box 27195,,Las Vegas,NV,891261195,P2024,,2023-03-27,1000.00,0.00,Contribution,,C00606939,,,ROSEN,JACKY,,,,S,NV,,,,,,,,,
SB23,C00252940,VVAG5ARV0A2,,,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,P2024,,2023-03-24,1000.00,0.00,Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,,
SB23,C00252940,VVAG5ARV094,,,CCM,SHARICE FOR CONGRESS,,,,,,13851 W 63Rd St,NUM 303,Shawnee,KS,662163800,P2024,,2023-03-24,1000.00,0.00,Contribution,,C00670034,,,DAVIDS,SHARICE,,,,H,KS,03,,,,,,,,
SB23,C00252940,VVAG5ARV086,,,CCM,SPANBERGER FOR CONGRESS,,,,,,PO Box 3121,,Glen Allen,VA,230583121,P2024,,2023-03-24,1000.00,0.00,Contribution,,C00649913,,,SPANBERGER,ABIGAIL,,,,H,VA,07,,,,,,,,
SB23,C00252940,VVAG5ARV0N9,,,PAC,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC (SEEC PAC),,,,,,410 1St St SE,Ste 310,Washington,DC,200031866,O2024,Other,2023-03-29,1000.00,0.00,Contribution,,C00581785,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC (SEEC PAC),,,,,,,,,,,,,,,,,
SB23,C00252940,VVAG5ARV0M1,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,PO Box 696,,Madison,WI,537010696,P2024,,2023-03-27,1000.00,0.00,Contribution,,C00326801,,,BALDWIN,TAMMY,,,,S,WI,,,,,,,,,
SB23,C00252940,VVAG5ARV0P7,,,CCM,TITUS FOR CONGRESS,,,,,,PO Box 72454,,Las Vegas,NV,891702454,P2024,,2023-03-29,1000.00,0.00,Contribution,,C00499467,,,TITUS,DINA,,,,H,NV,01,,,,,,,,
SB23,C00252940,VVAG5ARTZX9,,,CCM,WHITEHOUSE FOR SENATE,,,,,,PO Box 40280,,Providence,RI,029400280,P2024,,2023-03-24,1000.00,0.00,Contribution,,C00410803,,,WHITEHOUSE,SHELDON II,,,,S,RI,,,,,,,,,
SB23,C00252940,VVAG5ARTZY7,,,CCM,WHITEHOUSE FOR SENATE,,,,,,PO Box 40280,,Providence,RI,029400280,P2024,,2023-03-29,2000.00,0.00,Contribution,,C00410803,,,WHITEHOUSE,SHELDON II,,,,S,RI,,,,,,,,,
SB23,C00252940,VVAG5ARV060,,,CCM,WILEY NICKEL FOR CONGRESS,,,,,,499 S Capitol St SW,Ste 407,Washington,DC,200034016,P2024,,2023-03-24,1000.00,0.00,Contribution,,C00763045,,,NICKEL,WILEY,,,,H,NC,13,,,,,,,,
