form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00165159,SB21B.20093.9,SB21B.20093,SB21B,COM,CURTIS FOR CONGRESS,,,,,,PO BOX 296,,PROVO,UT,84603,P2024,,2023-11-30,1000.00,,Donation,011,C00647339,,,,,,,,,,,,,,,,,X,
SB21B,C00165159,SB21B.20093.10,SB21B.20093,SB21B,CCM,MONICA FOR CONGRESS,,,,,,1025 SKIPPER,,EUGENE,OR,97404,P2024,,2023-11-30,1000.00,,Donation,011,C00422121,MONICA FOR CONGRESS,,,,,,,H,OR,04,,,,,,,X,
SB21B,C00165159,SB21B.20093.11,SB21B.20093,SB21B,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2023-11-30,1000.00,,Donation,011,C00809426,DESPOSITO FOR NEW YORK,,,,,,,H,NY,04,,,,,,,X,
SB21B,C00165159,SB21B.20093.12,SB21B.20093,SB21B,PAC,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,P2024,,2023-11-30,1000.00,,Donation,011,C00808279,JOHN DUARTE FOR CONGRESS,,,,,,,,,,,,,,,,X,
SB21B,C00165159,SB21B.20093.13,SB21B.20093,SB21B,CCM,CHUCK EDWARDS FOR CONGRESS,,,,,,337 NORTH MAIN STREET,,HENDERSONVILLE,NC,28792,P2024,,2023-11-30,1000.00,,Donation,011,C00796433,CHUCK EDWARDS FOR CONGRESS,,,,,,,,,,,,,,,,X,
SB21B,C00165159,SB21B.20093.14,SB21B.20093,SB21B,COM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,P2024,,2023-11-30,1000.00,,Donation,011,C00693663,FEENSTRA FOR CONGRESS,,,,,,,H,IA,04,,,,,,,X,
SB21B,C00165159,SB21B.20093.15,SB21B.20093,SB21B,CCM,MIKE FLOOD FOR CONGRESS,,,,,,PO BOX 81041,,LINCOLN,NE,68501,P2024,,2023-11-30,1000.00,,Donation,011,C00801241,MIKE FLOOD FOR CONGRESS,,,,,,,H,NE,01,,,,,,,X,
SB21B,C00165159,SB21B.20093.16,SB21B.20093,SB21B,CCM,FINSTAD FOR CONGRESS,,,,,,PO BOX 923,,NEW ULM,MN,56073,P2024,,2023-11-30,1000.00,,Donation,011,C00807743,FINSTAD FOR CONGRESS,,,,,,,H,MN,01,,,,,,,X,
SB21B,C00165159,SB21B.20093.17,SB21B.20093,SB21B,CCM,FITZPATRICK FOR CONGRESS,,,,,,PO BOX 185,,LANGHORNE,PA,19047,P2024,,2023-11-30,1000.00,,Donation,011,C00475103,FITZPATRICK FOR CONGRESS,,,,,,,H,PA,08,,,,,,,X,
SB21B,C00165159,SB21B.20093.18,SB21B.20093,SB21B,CCM,GARBARINO FOR CONGRESS,,,,,,PO BOX 101,,BAYPORT,NY,11705,P2024,,2023-11-30,1000.00,,Donation,011,C00729954,GARBARINO FOR CONGRESS,,,,,,,H,NY,02,,,,,,,X,
SB21B,C00165159,SB21B.20093.19,SB21B.20093,SB21B,CCM,CARLOS GIMENEZ FOR CONGRESS,,,,,,1421 SW 107TH AVE #236,,MIAMI,FL,33174,P2024,,2023-11-30,1000.00,,Donation,011,C00735985,CARLOS GIMENEZ FOR CONGRESS,,,,,,,H,FL,26,,,,,,,X,
SB21B,C00165159,SB21B.20093.20,SB21B.20093,SB21B,CCM,FRIENDS OF MICHAEL GUEST,,,,,,POST OFFICE BOX 470,,BRANDON,MS,39043,G2024,,2023-11-30,1000.00,,Donation,011,C00665752,FRIENDS OF MICHAEL GUEST,,,,,,,H,MS,03,,,,,,,X,
SB21B,C00165159,SB21B.20093.21,SB21B.20093,SB21B,CCM,HOUCHIN FOR CONGRESS,,,,,,PO BOX 234,,SALEM,IN,47167,P2024,,2023-11-30,1000.00,,Donation,011,C00800649,HOUCHIN FOR CONGRESS,,,,,,,H,IN,09,,,,,,,X,
SB21B,C00165159,SB21B.20093.22,SB21B.20093,SB21B,CCM,HUIZENGA FOR CONGRESS,,,,,,PO BOX 254,,ZEELAND,MI,49464,P2024,,2023-11-30,1000.00,,Donation,011,C00459297,HUIZENGA FOR CONGRESS,,,,,,,H,MI,04,,,,,,,X,
SB21B,C00165159,SB21B.20093.23,SB21B.20093,SB21B,CCM,FRIENDS OF DUSTY JOHNSON,,,,,,PO BOX 278,,MITCHELL,SD,57301,P2024,,2023-11-30,1000.00,,Donation,011,C00628917,FRIENDS OF DUSTY JOHNSON,,,,,,,H,SD,01,,,,,,,X,
SB21B,C00165159,SB21B.20093.24,SB21B.20093,SB21B,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,P2024,,2023-11-30,1000.00,,Donation,011,C00703058,KEAN FOR CONGRESS INC,,,,,,,H,NJ,07,,,,,,,X,
SB21B,C00165159,SB21B.20093.25,SB21B.20093,SB21B,CCM,YOUNG KIM FOR CONGRESS,,,,,,PO BOX 2186,,FULLERTON,CA,92837,P2024,,2023-11-30,1000.00,,Donation,011,C00665638,YOUNG KIM FOR CONGRESS,,,,,,,H,CA,39,,,,,,,X,
SB21B,C00165159,SB21B.20093.26,SB21B.20093,SB21B,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,P2024,,2023-11-30,1000.00,,Donation,011,C00806018,LALOTA FOR CONGRESS,,,,,,,H,NY,01,,,,,,,X,
SB21B,C00165159,SB21B.20093.27,SB21B.20093,SB21B,CCM,"LAUREL LEE FOR CONGRESS, INC.",,,,,,P.O. BOX 2743,,BRANDON,FL,33509,P2024,,2023-11-30,1000.00,,Donation,011,C00815373,"LAUREL LEE FOR CONGRESS, INC.",,,,,,,H,FL,15,,,,,,,X,
SB21B,C00165159,SB21B.20093.28,SB21B.20093,SB21B,CCM,LANGWORTHY FOR CONGRESS,,,,,,PO BOX 120,,CLARENCE,NY,14031,P2024,,2023-11-30,1000.00,,Donation,011,C00817932,LANGWORTHY FOR CONGRESS,,,,,,,H,NY,23,,,,,,,X,
SB21B,C00165159,SB21B.20093.29,SB21B.20093,SB21B,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,P2024,,2023-11-30,1000.00,,Donation,011,C00815415,LAWLER FOR CONGRESS,,,,,,,H,NY,17,,,,,,,X,
SB21B,C00165159,SB21B.20093.30,SB21B.20093,SB21B,CCM,NICOLE FOR NEW YORK,,,,,,PO BOX 60487,,STATEN ISLAND,NY,10306,P2024,,2023-11-30,1000.00,,Donation,011,C00694778,NICOLE FOR NEW YORK,,,,,,,H,NY,11,,,,,,,X,
SB21B,C00165159,SB21B.20093.31,SB21B.20093,SB21B,CCM,LISA MCCLAIN FOR CONGRESS,,,,,,11540 34 MILE ROAD,,BRUCE TOWNSHIP,MI,48065,P2024,,2023-11-30,1000.00,,Donation,011,C00726042,LISA MCCLAIN FOR CONGRESS,,,,,,,H,MI,10,,,,,,,X,
SB21B,C00165159,SB21B.20093.32,SB21B.20093,SB21B,CCM,MEUSER FOR CONGRESS,,,,,,PO BOX 11512,,HARRISBURG,PA,17108,P2024,,2023-11-30,1000.00,,Donation,011,C00654723,MEUSER FOR CONGRESS,,,,,,,H,PA,09,,,,,,,X,
SB21B,C00165159,SB21B.20157,,,ORG,JJJJ Consulting LLC,,,,,,8950 W Olympic Blvd,Suite 422,Beverly Hills,CA,90211,,,2023-11-14,1500.00,,Political Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00165159,SB21B.20158,,,ORG,"The Stanton Group, LLC",,,,,,3410 Alabama Ave,,Alexandria,VA,22305,,,2023-11-14,7500.00,,November Retainer,001,,,,,,,,,,,,,,,,,,,
SB21B,C00165159,SB21B.20159,,,ORG,Wallace Pierson Travel,,,,,,1401 Park Ave,Suite A,Amelia Island,FL,32034,,,2023-11-16,2187.50,,Travel Agency,002,,,,,,,,,,,,,,,,,,,
