form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00693671,SB21B.I15757,SB21B.I15687,SB21B,ORG,UBER EATS,,,,,,1455 MARKET ST,,SAN FRANCISCO,CA,94103,,,2023-10-02,30.22,,PAC MEETING EXPENSE,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00693671,SB21B.I15391,,,ORG,CMDI,,,,,,1593 SPRING HILL RD,STE 400,TYSONS CORNER,VA,22182,,,2023-07-05,250.00,,PAC DATABASE SOFTWARE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15517,,,ORG,CMDI,,,,,,1593 SPRING HILL RD,STE 400,TYSONS CORNER,VA,22182,,,2023-08-07,250.00,,PAC DATABASE SOFTWARE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15616,,,ORG,CMDI,,,,,,1593 SPRING HILL RD,STE 400,TYSONS CORNER,VA,22182,,,2023-09-05,250.00,,PAC DATABASE SOFTWARE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15774,,,ORG,CMDI,,,,,,1593 SPRING HILL RD,STE 400,TYSONS CORNER,VA,22182,,,2023-10-03,250.00,,PAC DATABASE SOFTWARE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15877,,,ORG,CMDI,,,,,,1593 SPRING HILL RD,STE 400,TYSONS CORNER,VA,22182,,,2023-11-02,250.00,,PAC DATABASE SOFTWARE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I16985,,,ORG,CMDI,,,,,,1593 SPRING HILL RD,STE 400,TYSONS CORNER,VA,22182,,,2023-12-01,250.00,,PAC DATABASE SOFTWARE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15642,,,ORG,JAX BLACK CAR TRANSPORTATION,,,,,,3832-10 BAYMEADOWS RD,#170,JACKSONVILLE,FL,32217,,,2023-09-06,2761.50,,PAC TRAVEL EXPENSE,002,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15516,,,ORG,JW MARRIOTT,,,,,,4040 CENTRAL FLORIDA PKWY,,ORLANDO,FL,32837,,,2023-08-02,580.50,,PAC TRAVEL EXPENSE,002,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15395,,,ORG,PROFESSIONAL DATA SERVICES,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,30605,,,2023-07-12,527.50,,PAC COMPLIANCE CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15400,,,ORG,PROFESSIONAL DATA SERVICES,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,30605,,,2023-07-17,508.40,,PAC COMPLIANCE CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15680,,,ORG,PROFESSIONAL DATA SERVICES,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,30605,,,2023-10-02,1084.39,,PAC COMPLIANCE CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15823,,,ORG,PROFESSIONAL DATA SERVICES,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,30605,,,2023-10-25,530.00,,PAC COMPLIANCE CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I16957,,,ORG,PROFESSIONAL DATA SERVICES,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,30605,,,2023-11-28,530.00,,PAC COMPLIANCE CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I18056,,,ORG,PROFESSIONAL DATA SERVICES,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,30605,,,2023-12-18,500.00,,PAC COMPLIANCE CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15366,,,ORG,THE MORNING GROUP,,,,,,5101 YUMA ST NW,,WASHINGTON,DC,20016,,,2023-07-05,1250.00,,PAC FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15396,,,ORG,THE MORNING GROUP,,,,,,5101 YUMA ST NW,,WASHINGTON,DC,20016,,,2023-07-12,1250.00,,PAC FUNDRAISING CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15525,,,ORG,THE MORNING GROUP,,,,,,5101 YUMA ST NW,,WASHINGTON,DC,20016,,,2023-08-21,1250.00,,PAC FUNDRAISING CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15618,,,ORG,THE MORNING GROUP,,,,,,5101 YUMA ST NW,,WASHINGTON,DC,20016,,,2023-09-06,1250.00,,PAC FUNDRAISING CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15546,,,ORG,UNITED AIRLINES,,,,,,233 S WACKER DR.,,CHICAGO,IL,60606,,,2023-08-28,583.60,,PAC TRAVEL EXPENSE,002,,,,,,,,,,,,  ,,,,,,,
