form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00844530,500674145,,,ORG,Delta Airlines,,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-07-03,1016.94,0.00,Airfare,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500674146,,,ORG,Delta Airlines,,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-07-03,1016.94,0.00,Airfare,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500701287,,,ORG,Delta Airlines,,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-09-18,407.96,0.00,Airfare,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500697276,,,ORG,Eaton DC,,,,,,1201 K St NW,,Washington,DC,200054011,,,2024-09-10,2479.01,0.00,Lodging expenses,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500701284,,,ORG,Eaton DC,,,,,,1201 K St NW,,Washington,DC,200054011,,,2024-09-17,466.23,0.00,Lodging expenses,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500701285,,,ORG,Eaton DC,,,,,,1201 K St NW,,Washington,DC,200054011,,,2024-09-17,195.73,0.00,Lodging expenses,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500695677,,,ORG,Elias Law Group,,,,,,250 Massachusetts Ave NW,Ste 400,Washington,DC,200015825,,,2024-09-05,6509.00,0.00,Legal services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,7605945I,7605945,SA17,PAC,Everytown For Gun Safety Victory Fund,,,,,,PO Box 4184,,New York,NY,101634184,,,2024-09-27,96000.00,0.00,Media buy,,C00688655,,,,,,,,,,,,,,,,,,* Non-Contribution Account; In-Kind Received
SB29,C00844530,500674148,,,ORG,Frobenius Conaway PC,,,,,,6411 Ivy Ln,Ste 308,Greenbelt,MD,207701405,,,2024-07-05,340.00,0.00,Accounting services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500687862,,,ORG,Frobenius Conaway PC,,,,,,6411 Ivy Ln,Ste 308,Greenbelt,MD,207701405,,,2024-08-07,440.00,0.00,Accounting services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500702708,,,ORG,Frobenius Conaway PC,,,,,,6411 Ivy Ln,Ste 308,Greenbelt,MD,207701405,,,2024-09-23,540.00,0.00,Accounting services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500670279,,,ORG,Google,,,,,,600 Amphitheatre Pkwy,,Mountain View,CA,940431368,,,2024-07-01,206.06,0.00,Digital licensing services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500674143,,,ORG,Google,,,,,,600 Amphitheatre Pkwy,,Mountain View,CA,940431368,,,2024-07-01,16.49,0.00,Digital licensing services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500686489,,,ORG,Google,,,,,,600 Amphitheatre Pkwy,,Mountain View,CA,940431368,,,2024-08-02,206.06,0.00,Digital licensing services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500686490,,,ORG,Google,,,,,,600 Amphitheatre Pkwy,,Mountain View,CA,940431368,,,2024-08-02,30.27,0.00,Digital licensing services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500695673,,,ORG,Google,,,,,,600 Amphitheatre Pkwy,,Mountain View,CA,940431368,,,2024-09-03,206.06,0.00,Digital licensing services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500695675,,,ORG,Google,,,,,,600 Amphitheatre Pkwy,,Mountain View,CA,940431368,,,2024-09-03,45.79,0.00,Digital licensing services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500685052,,,ORG,Harlem Strategies,,,,,,345 7Th Ave,Rm 803,New York,NY,100015891,,,2024-07-26,875.00,0.00,Digital strategy and outreach services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500692255,,,ORG,Harlem Strategies,,,,,,345 7Th Ave,Rm 803,New York,NY,100015891,,,2024-08-26,875.00,0.00,Digital strategy and outreach services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500702711,,,ORG,Harlem Strategies,,,,,,345 7Th Ave,Rm 803,New York,NY,100015891,,,2024-09-27,875.00,0.00,Digital strategy and outreach services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500679602,,,ORG,Kalik & Associates,,,,,,80 M St SE,,Washington,DC,200033544,,,2024-07-09,1250.00,0.00,Compliance services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500689016,,,ORG,Kalik & Associates,,,,,,80 M St SE,,Washington,DC,200033544,,,2024-08-13,1250.00,0.00,Compliance services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500708471,,,ORG,Kalik & Associates,,,,,,80 M St SE,,Washington,DC,200033544,,,2024-09-30,1250.00,0.00,Compliance services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500685054,,,ORG,Liftoff Campaigns,,,,,,403 E Melbourne Ave,,Silver Spring,MD,209013627,,,2024-07-26,30000.00,0.00,Digital fundraising and outreach/communication services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500679605,,,ORG,Luxury Collection Hotel,,,,,,10400 Fernwood Rd,,Bethesda,MD,208171102,,,2024-07-15,2274.32,0.00,Lodging expenses,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500687863,,,ORG,NGP VAN,,,,,,55 15TH St NW,# 650,Washington,DC,20005,,,2024-08-07,3816.00,0.00,software,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500689018,,,ORG,Sable Hotel Chicago,,,,,,900 E Grand Ave,,Chicago,IL,606110900,,,2024-08-14,2296.36,0.00,Lodging expenses,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500692256,,,ORG,Sable Hotel Chicago,,,,,,900 E Grand Ave,,Chicago,IL,606110900,,,2024-08-26,59.17,0.00,Lodging expenses,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500679600,,,ORG,SquareSpace,,,,,,225 Varick St,,New York,NY,100144304,,,2024-07-08,234.04,0.00,Web development and hosting services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500674149,,,ORG,The Chloe,,,,,,4125 Saint Charles Ave,,New Orleans,LA,701154754,,,2024-07-05,231.35,0.00,Lodging expenses,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500685050,,,ORG,United Airlines,,,,,,233 S Wacker Dr,,Chicago,IL,606067147,,,2024-07-24,435.96,0.00,travel,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500679601,,,ORG,Zoom,,,,,,55 Almaden Blvd,Ste 6,San Jose,CA,951131608,,,2024-07-08,298.90,0.00,software,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500687864,,,ORG,Zoom,,,,,,55 Almaden Blvd,Ste 6,San Jose,CA,951131608,,,2024-08-08,298.90,0.00,software,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500697275,,,ORG,Zoom,,,,,,55 Almaden Blvd,Ste 6,San Jose,CA,951131608,,,2024-09-09,298.90,0.00,software,,,,,,,,,,,,,,,,,,,,Non-contribution account
