form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00377143,500361345,500361317,SB23,CCM,Susie Lee for Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,P2024,,2023-12-22,1000.00,0.00,Contribution,011,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,X,*
SB23,C00377143,500361318,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2023-12-30,2000.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500361357,500361318,SB23,CCM,Mondaire for Congress,,,,,,PO Box 933,,Nyack,NY,109600933,P2024,,2023-12-30,2000.00,0.00,Contribution,011,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,X,*
SB23,C00377143,500361149,,,CCM,Cartwright for Congress,,,,,,PO Box 414,,Scranton,PA,185010414,P2024,,2023-12-05,1000.00,0.00,Contribution,011,C00509968,,,Cartwright,Matthew,A.,,,H,PA,08,,,,,,,,
SB23,C00377143,500358594,,,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,P2024,,2023-09-08,2000.00,0.00,Contribution,011,C00795211,,,Davis,Don,,,,H,NC,01,,,,,,,,
SB23,C00377143,500361150,,,CCM,Emilia Sykes for Congress,,,,,,PO Box 1347,,Akron,OH,443091347,P2024,,2023-12-08,1000.00,0.00,Contribution,011,C00801274,,,Sykes,Emilia,,,,H,OH,13,,,,,,,,
SB23,C00377143,500362550,,,CCM,Friends of Dan Kildee,,,,,,PO Box 248,,Flint,MI,485010248,P2024,,2023-09-27,1000.00,0.00,Contribution,011,C00499947,,,KILDEE,Dan,,,,H,MI,08,,,,,,,,
SB23,C00377143,500358850,,,CCM,Jasmine for US,,,,,,PO Box 227235,,Dallas,TX,752227235,P2024,,2023-11-27,1500.00,0.00,Contribution,011,C00795450,,,Crockett,Jasmine,,,,H,TX,30,,,,,,,,
SB23,C00377143,500358598,,,CCM,Kathy Manning for Congress,,,,,,PO Box 41197,,Greensboro,NC,274041197,P2024,,2023-09-27,1000.00,0.00,Contribution,011,C00662577,,,MANNING,KATHY,,,,H,NC,06,,,,,,,,
SB23,C00377143,500358596,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-09-18,1000.00,0.00,Contribution,011,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,,
SB23,C00377143,500361151,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-12-08,1000.00,0.00,Contribution,011,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,,
SB23,C00377143,500358597,,,CCM,Susan Wild for Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,P2024,,2023-09-26,1000.00,0.00,Contribution,011,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,,
SB23,C00377143,500358595,,,CCM,Val Hoyle for Congress,,,,,,PO Box 657,,Springfield,OR,974770116,P2024,,2023-09-14,1000.00,0.00,Contribution,011,C00796144,,,HOYLE,VALERIE,,,,H,OR,04,,,,,,,,
