form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00738732,SE.4411,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,15.00,2024-11-01,15.00,Email Outreach,004,C00738732,S,H4MA03022,MCGOVERN,JAMES P,jim,,,H,02,MA,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4412,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,15.00,2024-11-01,15.00,Email Outreach,004,C00738732,S,H8CT05245,HAYES,JAHANA,jahana,,,H,05,CT,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4400,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,8987.50,2024-11-05,88106.00,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,P00009423,HARRIS,KAMALA,,,,P,,,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4401,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,7787.50,2024-11-05,40769.00,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,S4MI00470,SLOTKIN,ELISSA,,,,S,,MI,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4402,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,7787.50,2024-11-05,40769.00,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,H4MI07210,HERTEL,CURTIS JR.,,,,H,07,MI,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4403,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,10415.91,2024-11-22,98521.91,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,P00009423,HARRIS,KAMALA,,,,P,,,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4404,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,10415.90,2024-11-22,29682.40,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,S6PA00217,CASEY,ROBERT P. JR.,,,,S,,PA,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4405,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,8869.41,2024-11-22,107391.32,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,P00009423,HARRIS,KAMALA,,,,P,,,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4406,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,6469.40,2024-11-22,47238.40,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,S4MI00470,SLOTKIN,ELISSA,,,,S,,MI,Gipson,LeWanda,,,,2024-12-05,
SE,C00738732,SE.4407,,,ORG,Clean Water Action,,,,,,1444 Eye Street NW,Suite 400,Washington,DC,20005,G2024,,,6469.40,2024-11-22,47238.40,"Member/Non-Member Communication, Staff Time, Overhead",001,C00738732,S,H4MI07210,HERTEL,CURTIS JR.,,,,H,07,MI,Gipson,LeWanda,,,,2024-12-05,
