form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00495028,VN7GDAJDHA3,,,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,P2022,,2023-03-17,2500.00,0.00,Contribution,,C00795211,,,Davis,Don,,,,H,NC,01,,,,,,,,
SB23,C00495028,VN7GDAJDGJ3,,,CCM,Friends of Dan Kildee,,,,,,PO Box 248,,Flint,MI,485010248,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00499947,,,Kildee,Daniel,T.,,,H,MI,08,,,,,,,,
SB23,C00495028,VN7GDAJDG84,,,CCM,Mike Levin for Congress,,,,,,PO Box 2112,,Capistrano Beach,CA,926240112,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00634253,,,Levin,Mike,,,,H,CA,49,,,,,,,,
SB23,C00495028,VN7GDAJDGD4,,,CCM,Sharice for Congress,,,,,,13851 W 63rd St,# 303,Shawnee,KS,662163800,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,,
SB23,C00495028,VN7GDAJDHK4,,,CCM,Emilia Sykes for Congress,,,,,,545 E Town St,,Columbus,OH,432154801,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00801274,,,Sykes,Emilia,,,,H,OH,13,,,,,,,,
SB23,C00495028,VN7GDAJDHR4,,,CCM,Chris Deluzio for Congress,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00787648,,,Deluzio,Christoper,,,,H,PA,17,,,,,,,,
SB23,C00495028,VN7GDAJDH95,,,CCM,Angie Craig for Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00575209,,,Craig,Angela,,,,H,MN,02,,,,,,,,
SB23,C00495028,VN7GDAJDHE5,,,CCM,Susie Lee for Congress,,,,,,5130 S Fort Apache Rd,Ste 215-382,Las Vegas,NV,891481719,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,,
SB23,C00495028,VN7GDAJDGH5,,,CCM,Scholten for Congress,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00711317,,,Scholten,Hillary,,,,H,MI,03,,,,,,,,
SB23,C00495028,VN7GDAJDG76,,,CCM,Mary Peltola for Alaska,,,,,,PO Box 210014,,Anchorage,AK,995210014,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00812388,,,Peltola,Mary,,,,H,AK,00,,,,,,,,
SB23,C00495028,VN7GDAJDGC6,,,CCM,Eric Sorensen for Illinois,,,,,,PO Box 1172,,Moline,IL,612661172,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00793935,,,Sorensen,Eric,,,,H,IL,17,,,,,,,,
SB23,C00495028,VN7GDAJDHJ6,,,CCM,Kaptur for Congress,,,,,,PO Box 899,,Toledo,OH,436970899,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00154625,,,Kaptur,Marcy,,,,H,OH,09,,,,,,,,
SB23,C00495028,VN7GDAJDHQ6,,,CCM,Spanberger for Congress,,,,,,PO Box 3112,,Fredericksburg,VA,224023112,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00649913,,,Spanberger,Abigail,,,,H,VA,07,,,,,,,,
SB23,C00495028,VN7GDAJDHD7,,,CCM,Gabe Vasquez for Congress,,,,,,Drawer L,,Mesilla,NM,880464612,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00801274,,,Vasquez,Gabriel,,,,H,NM,02,,,,,,,,
SB23,C00495028,VN7GDAJDGB8,,,CCM,Nikki for Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00787812,,,Budzinski,Nikki,,,,H,IL,13,,,,,,,,
SB23,C00495028,VN7GDAJDHH8,,,CCM,Landsman for Congress,,,,,,PO Box 68033,,Cincinnati,OH,452068033,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00800276,,,Landsman,Greg,,,,H,OH,01,,,,,,,,
SB23,C00495028,VN7GDAJDHP8,,,CCM,Susan Wild for Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,P2023,,2023-03-17,2500.00,0.00,Contribution,,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,,
SB23,C00495028,VN7GDAJDHC9,,,CCM,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,031050313,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00660464,,,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB23,C00495028,VN7GDAJDHT9,,,CCM,Dr. Kim Schrier for Congress,,,,,,PO Box 2728,,Issaquah,WA,980270125,P2024,,2023-03-17,2500.00,0.00,Contribution,,C00652628,,,Schrier,Kim,,Dr.,,H,WA,08,,,,,,,,
