form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00454074,B-3128611,,,ORG,Elite Card Processing,,,,,,13701 Maugansville Road,Suite 5,Hagerstown,MD,21740,,,2024-05-02,366.09,,Credit Card Processing Fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3128616,,,ORG,OnPoint Data Strategy LLC (fka: Sunrise Data Services),,,,,,20130 Lakeview Center Plaza,Suite 300,Ashburn,VA,20147,,,2024-05-09,313.18,,Donor Data and List Management,003,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3128622,,,ORG,DonorBureau,,,,,,1900 N Culpeper Street,,Arlington,VA,222072003,,,2024-05-23,1019.40,,Statistical Modeling,003,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3128626,,,ORG,OnPoint Data Strategy LLC (fka: Sunrise Data Services),,,,,,20130 Lakeview Center Plaza,Suite 300,Ashburn,VA,20147,,,2024-05-30,1230.58,,Donor Data and List Management,003,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3128612,,,ORG,Middletown Valley Bank,,,,,,24 West Main Street,PO Box 75,Middletown,MD,21769,,,2024-05-01,120.24,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3128614,,,ORG,"Direct Mail Processors, Inc.",,,,,,1150 Conrad Court,,Hagerstown,MD,21740,,,2024-05-09,2139.16,,"Caging, Escrow and Shipping",003,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3128619,,,ORG,HSP Direct LLC,,,,,,20130 Lakeview Center Plaza,Suite 300,Ashburn,VA,20147,,,2024-05-16,4000.00,,"Creative, Production and Project Management",003,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3108003,,,ORG,Life Storage #612,,,,,,7716 Folsom Boulevard,,Sacramento,CA,958262608,,,2024-05-01,373.20,,Storage,001,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3128617,,,ORG,"Fulfillment Solutions, Inc",,,,,,44970 Falcon Place,Suite 400,Sterling,VA,20166,,,2024-05-15,7560.15,,Postage and Delivery,003,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3121817,,,ORG,"The KAL Group, Inc",,,,,,9460 Tegner Road,,Hilmar,CA,95324,,,2024-05-23,453.96,,Bookkeeping,001,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3128625,,,ORG,"Direct Mail Processors, Inc.",,,,,,1150 Conrad Court,,Hagerstown,MD,21740,,,2024-05-30,2630.54,,"Caging, Escrow and Shipping",003,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3108002,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,,San Diego,CA,92116,,,2024-05-01,200.00,,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3128623,,,ORG,Nova List Company,,,,,,20130 Lakeview Center Plaza,Suite 300,Ashburn,VA,20147,,,2024-05-23,2193.10,,Mailing List Rental,003,,,,,,,,,,,,,,,,,,,
SB21B,C00454074,B-3121816,,,ORG,FLS Connect,,,,,,7300 Hudson Boulevard N,Suite 270,Saint Paul,MN,551287143,,,2024-05-23,5000.00,,Fundraising calling and mailing services,003,,,,,,,,,,,,,,,,,,,
