form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00486845,500462077,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-07,29.47,0.00,Staff Time and Emails for Online Message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462078,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-07,-29.47,0.00,Staff Time and Emails for Online Message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459047,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-08,-6.37,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459048,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-08,-6.37,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459049,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-08,-6.37,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459050,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-08,-6.37,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459051,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-08,-6.37,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459052,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-08,-6.37,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459053,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-08,-6.37,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459054,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-08,-6.37,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459055,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-08,-6.37,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459056,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-08,-6.37,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462079,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-08,190.72,0.00,Staff Time for Video Production (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462080,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-08,-190.72,0.00,Staff Time for Video Production (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462081,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-09,67.41,0.00,Staff Time for Video Production (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462082,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-09,-67.41,0.00,Staff Time for Video Production (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459320,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-10,-628.75,0.00,Staff Time and Emails for Online Message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500460611,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-11,-326.48,0.00,Staff Time and Emails for Online Message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500460622,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-11,-326.48,0.00,Staff Time and Emails for Online Message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462076,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-11,10000.00,0.00,"Advance for use of LCV, INC resources",,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462083,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-11,50.96,0.00,Staff Time for Memo Writing (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462084,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-11,-50.96,0.00,Staff Time for Memo Writing (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500460624,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-14,-77.57,0.00,Staff Time for Video Production (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500460625,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-14,-77.57,0.00,Staff Time for Video Production (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500460623,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-15,-312.54,0.00,Staff Time and Emails for Online Message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500461534,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-15,-312.54,0.00,Staff Time and Emails for Online Message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500461317,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-16,-16.99,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500461529,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-16,-12.74,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462057,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-16,-16.99,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462058,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-16,-8.49,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462059,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-16,-8.50,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462085,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-16,460.53,0.00,Staff Time for Memo Writing (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462086,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-16,-460.53,0.00,Staff Time for Memo Writing (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462264,,,ORG,"Mission Control, Inc.",,,,,,624 Hebron Ave,Ste 200,Glastonbury,CT,060335006,,,2024-10-08,18010.47,0.00,Direct Mail Production & Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462265,,,ORG,"Mission Control, Inc.",,,,,,624 Hebron Ave,Ste 200,Glastonbury,CT,060335006,,,2024-10-08,13306.76,0.00,Direct Mail Production & Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462266,,,ORG,"Mission Control, Inc.",,,,,,624 Hebron Ave,Ste 200,Glastonbury,CT,060335006,,,2024-10-08,25516.75,0.00,Direct Mail Production & Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462930,,,ORG,"Mission Control, Inc.",,,,,,624 Hebron Ave,Ste 200,Glastonbury,CT,060335006,,,2024-10-08,13384.76,0.00,Direct Mail Production & Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462932,,,ORG,"Mission Control, Inc.",,,,,,624 Hebron Ave,Ste 200,Glastonbury,CT,060335006,,,2024-10-08,29250.40,0.00,Direct Mail Production & Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462346,,,ORG,Moore Campaigns,,,,,,111 Quincy Pl NE,,Washington,DC,200022146,,,2024-10-08,31182.27,0.00,Direct Mail Production & Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462347,,,ORG,Moore Campaigns,,,,,,111 Quincy Pl NE,,Washington,DC,200022146,,,2024-10-08,24161.05,0.00,Direct Mail Production & Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462348,,,ORG,Moore Campaigns,,,,,,111 Quincy Pl NE,,Washington,DC,200022146,,,2024-10-08,21124.55,0.00,Direct Mail Production & Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462922,,,ORG,Moore Campaigns,,,,,,111 Quincy Pl NE,,Washington,DC,200022146,,,2024-10-08,31033.09,0.00,Direct Mail Production & Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462066,,,ORG,Mosaic,,,,,,4801 Viewpoint Pl,,Hyattsville,MD,207811100,,,2024-10-03,688.45,0.00,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462337,,,ORG,"Movement Labs, LLC",,,,,,2323 Broadway,,Oakland,CA,946122414,,,2024-10-08,-205093.00,0.00,"Texting Services (Disbursement Reported in Prior Month for Federal IE, See Schedule E)",,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,24807925I,24807925,SA11C,PAC,NRDC ACTION VOTES,,,,,,40 W 20th St,Fl 11,New York,NY,100114231,,,2024-10-08,45138.30,0.00,Digital Ad Production,,C00740225,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00486845,500462349,,,PAC,NRDC ACTION VOTES,,,,,,40 W 20th St,Fl 11,New York,NY,100114231,,,2024-10-08,-45138.30,0.00,"Conversion of In-Kind for Federal IE, See Schedule E",004,C00740225,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459060,,,ORG,Pescador Public Strategies LLC,,,,,,4007 McCullough Ave,Ste 168,San Antonio,TX,782122420,G2024,,2024-10-08,-4500.00,0.00,Digital Ad Production (Disbursement Reported in Prior Month for Federal IE; See Schedule E),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462068,,,ORG,Planet Direct,,,,,,7251 Coppermine Dr,,Manassas,VA,201092673,,,2024-10-10,4252.27,0.00,Postage - Fundraising Mailer,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462924,,,ORG,SKDKnickerbocker,,,,,,285 Fulton St,Fl 69,New York,NY,100070166,,,2024-10-15,95000.00,0.00,Digital Advertising,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462926,,,ORG,SKDKnickerbocker,,,,,,285 Fulton St,Fl 69,New York,NY,100070166,,,2024-10-15,95000.00,0.00,Digital Advertising,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462314,,,ORG,Stripe,,,,,,3180 18th St,Ste 100,San Francisco,CA,941102042,,,2024-10-03,1375.62,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462315,,,ORG,Stripe,,,,,,3180 18th St,Ste 100,San Francisco,CA,941102042,,,2024-10-04,469.14,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462316,,,ORG,Stripe,,,,,,3180 18th St,Ste 100,San Francisco,CA,941102042,,,2024-10-07,583.01,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462317,,,ORG,Stripe,,,,,,3180 18th St,Ste 100,San Francisco,CA,941102042,,,2024-10-08,40.02,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462318,,,ORG,Stripe,,,,,,3180 18th St,Ste 100,San Francisco,CA,941102042,,,2024-10-09,40.11,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462319,,,ORG,Stripe,,,,,,3180 18th St,Ste 100,San Francisco,CA,941102042,,,2024-10-10,38.58,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462320,,,ORG,Stripe,,,,,,3180 18th St,Ste 100,San Francisco,CA,941102042,,,2024-10-11,115.65,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462321,,,ORG,Stripe,,,,,,3180 18th St,Ste 100,San Francisco,CA,941102042,,,2024-10-15,1329.60,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462322,,,ORG,Stripe,,,,,,3180 18th St,Ste 100,San Francisco,CA,941102042,,,2024-10-16,230.58,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500460610,,,ORG,Technicolor Political,,,,,,1805 W Monterey Ave,,Chicago,IL,606434228,G2024,,2024-10-15,-54642.50,0.00,Television Ad Production (Disbursement Reported in Prior Month for Federal IE; See Schedule E),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462064,,,ORG,Truist,,,,,,PO Box 622227,,Orlando,FL,328622227,,,2024-10-11,49.90,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500460132,,,ORG,Waterfront Strategies,,,,,,PO Box 771733,,Saint Louis,MO,631771733,,,2024-10-01,-379671.00,0.00,Television Ad Buy (Disbursement Reported in Previous Period for Federal IE; See Schedule E),,,,,,,,,,,,,,,,,,,,
