form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00252940,VVAG5ARSGG7,,,CCM,MAGGIE FOR NH,,,,,,PO Box 298,,Concord,NH,033020298,O2023,Offset Refund,2023-01-30,1641.69,0.00,Refund for fundraising mailer overpayment,,C00588772,,,HASSAN,MARGARET WOOD,,,,S,NH,00,,,,,,,,
SB21B,C00252940,VVAG5ARSGB7,,,CCM,MARK KELLY FOR SENATE,,,,,,PO Box 27202,,Tucson,AZ,857267202,O2023,Offset Refund,2023-01-30,1096.92,0.00,Refund for fundraising mailer overpayment,,C00696526,,,KELLY,MARK,,,,S,AZ,,,,,,,,,
SB21B,C00252940,VVAG5ARSGH5,,,CCM,SHARICE FOR CONGRESS,,,,,,13851 W 63Rd St,NUM 303,Shawnee,KS,662163800,O2023,Offset Refund,2023-01-31,919.50,0.00,Refund for fundraising mailer overpayment,,C00670034,,,DAVIDS,SHARICE,,,,H,KS,03,,,,,,,,
SB21B,C00252940,VVAG5ARSGD3,,,CCM,SPANBERGER FOR CONGRESS,,,,,,PO Box 3121,,Glen Allen,VA,230583121,O2023,Offset Refund,2023-01-30,919.50,0.00,Refund for fundraising mailer overpayment,,C00649913,,,SPANBERGER,ABIGAIL,,,,H,VA,07,,,,,,,,
SB21B,C00252940,VVAG5ARSGN6,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-04,5.51,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSGP4,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-05,4.93,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSGQ2,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-08,13.14,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSGR0,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-09,3.14,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSGS8,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-10,3.60,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSGT6,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-11,2.44,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSGV4,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-12,3.05,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSGW2,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-16,15.81,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSGX0,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-17,4.05,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSGY8,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-18,4.09,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSGZ5,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-19,8.06,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSH03,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-22,6.02,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSH11,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-23,1.26,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSH29,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-25,0.59,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSH37,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-26,2.41,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSH45,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-29,152.98,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSH53,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-30,2.61,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSH61,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-01-31,0.16,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSFV3,,,ORG,Suntrust Bank,,,,,,PO Box 622227,,Orlando,FL,328622227,,,2023-01-11,119.00,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSFW9,,,ORG,Suntrust Bank,,,,,,PO Box 622227,,Orlando,FL,328622227,,,2023-01-11,24.72,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSFX7,,,ORG,Suntrust Bank,,,,,,PO Box 622227,,Orlando,FL,328622227,,,2023-01-11,88.95,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSFY5,,,ORG,Suntrust Bank,,,,,,PO Box 622227,,Orlando,FL,328622227,,,2023-01-11,14.37,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSFZ3,,,ORG,Suntrust Bank,,,,,,PO Box 622227,,Orlando,FL,328622227,,,2023-01-11,39.95,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSG01,,,ORG,Suntrust Bank,,,,,,PO Box 622227,,Orlando,FL,328622227,,,2023-01-11,20.51,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSJ64,,,ORG,Suntrust Bank,,,,,,PO Box 622227,,Orlando,FL,328622227,,,2023-01-12,44.95,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSG92,,,CCM,TAMMY FOR ILLINOIS,,,,,,PO Box 10793,,Chicago,IL,606100793,O2023,Offset Refund,2023-01-30,1096.92,0.00,Refund for fundraising mailer overpayment,,C00574889,,,DUCKWORTH,L TAMMY,,,,S,IL,,,,,,,,,
SB21B,C00252940,VVAG5ARSGE1,,,CCM,VAL DEMINGS FOR U.S. SENATE,,,,,,PO Box 536926,,Orlando,FL,328536926,O2023,Offset Refund,2023-01-30,860.28,0.00,Refund for fundraising mailer overpayment,,C00590489,,,DEMINGS,VAL,,,,S,FL,00,,,,,,,,
SB21B,C00252940,VVAG5ARSG84,,,CCM,WARNOCK FOR GEORGIA,,,,,,PO Box 991,,Decatur,GA,300310991,O2023,Offset Refund,2023-01-30,2720.34,0.00,Refund for fundraising mailer overpayment,,C00736876,,,WARNOCK,RAPHAEL,,,,S,GA,,,,,,,,,
