form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00432260,SB21B.23452,,,ORG,Authorize.NET,,,,,,808 East Utah Valley Dr.,,American Fork,UT,84003,,,2024-08-02,149.90,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21844,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-08-23,-31.14,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21848,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-08-23,-31.14,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.23453,,,ORG,"FatLab, LLC",,,,,,1732 1st Ave.,#24150,New York,NY,10128,,,2024-08-12,390.00,,website maintenance,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.23454,,,ORG,"FatLab, LLC",,,,,,1732 1st Ave.,#24150,New York,NY,10128,,,2024-08-31,390.00,,website maintenance,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.23456,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2024-08-06,19.01,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.23457,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2024-08-21,251.09,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.23455,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2024-08-27,104.05,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.23463,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-08-02,6.00,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.23459,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-08-05,101.43,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.23464,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-08-09,37.63,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.23460,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-08-12,327.02,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.23465,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-08-16,0.49,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.23461,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-08-19,2150.38,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.23466,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-08-23,22.39,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.23462,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-08-26,753.46,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.23467,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-08-30,112.00,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.23458,,,ORG,Truist Bank,,,,,,214 N Tryon St.,,Charlotte,NC,282021078,,,2024-08-21,117.09,,bank fees,,,,,,,,,,,,,,,,,,,,
