form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00882233,B-34290,,,ORG,TextLA SM,,,,,,3300 Camp Bowie Boulevard,,Fort Worth,TX,76107,G2024,,2024-11-18,6155.00,,Digital Marketing,004,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34291,,,ORG,TextLA SM,,,,,,3300 Camp Bowie Boulevard,,Fort Worth,TX,76107,G2024,,2024-11-19,1875.00,,Digital Marketing,004,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34292,,,ORG,TextLA SM,,,,,,3300 Camp Bowie Boulevard,,Fort Worth,TX,76107,G2024,,2024-11-20,2150.00,,Digital Marketing,004,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34293,,,ORG,TextLA SM,,,,,,3300 Camp Bowie Boulevard,,Fort Worth,TX,76107,G2024,,2024-11-21,2487.50,,Digital Marketing,004,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34294,,,ORG,TextLA SM,,,,,,3300 Camp Bowie Boulevard,,Fort Worth,TX,76107,G2024,,2024-11-22,1980.00,,Digital Marketing,004,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34295,,,ORG,TextLA SM,,,,,,3300 Camp Bowie Boulevard,,Fort Worth,TX,76107,G2024,,2024-11-25,1575.00,,Digital Marketing,004,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34316,,,ORG,Upwork,,,,,,475 Brannan Street,Ste 430,San Francisco,CA,94107,G2024,,2024-11-05,371.88,,DIGTAL ORGANIZING,004,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34326,,,ORG,Walmart Inc.,,,,,,702 Southwest 8th Street,,Bentonville,AR,72716,G2024,,2024-10-22,712.21,,COMPUTER,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34319,,,ORG,Zoom,,,,,,55 North Almaden Boulevard,6th Floor,San Jose,CA,95113,G2024,,2024-11-04,15.99,,INTERNET MEETINGS,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-16211,,,ORG,TextLA SM,,,,,,3300 Camp Bowie Boulevard,,Fort Worth,TX,76107,G2024,,2024-07-23,-75.00,128197.24,Digital Marketing supporting Kamala Harris,004,,,P00009423,Harris,Kamala,,,,P,PA,00,,,,,,,,Void of Expense Paid before IE Dissemination-See Sch E
