form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00757344,500469856,,,CCM,Gabe Vasquez For Congress,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2023-03-31,1000.00,0.00,Political Contribution,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,
SB21B,C00757344,500469855,,,CCM,Kaptur For Congress,,,,,,PO Box 899,,Toledo,OH,436970899,P2024,,2023-03-31,1000.00,0.00,Political Contribution,,C00154625,,,KAPTUR,MARCY,,,,H,OH,09,,,,,,,,
SB21B,C00757344,500469859,,,CCM,Landsman For Congress,,,,,,PO Box 413,,Cincinnati,OH,452010413,P2024,,2023-03-31,1000.00,0.00,Political Contribution,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,,
SB21B,C00757344,500473106,,,CCM,Marie For Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2023-06-29,1000.00,0.00,Political Contribution,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB21B,C00757344,500473104,,,CCM,Mrvan For Congress,,,,,,PO Box 55,,Crown Point,IN,463080055,P2024,,2023-06-29,1000.00,0.00,Political Contribution,,C00727529,,,MRVAN,FRANK,J.,,,H,IN,01,,,,,,,,
SB21B,C00757344,500473114,,,ORG,NGP VAN,,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2023-02-06,318.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00757344,500473115,,,ORG,NGP VAN,,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2023-05-19,318.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00757344,500469861,,,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-03-29,1000.00,0.00,Political Contribution,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,,
SB21B,C00757344,500469862,,,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-03-31,1000.00,0.00,Political Contribution,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,,
SB21B,C00757344,500473103,,,CCM,Scholten For Congress,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,P2024,,2023-06-29,1000.00,0.00,Political Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,,MI,03,,,,,,,,
SB21B,C00757344,500469851,,,CCM,Susan Wild For Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,P2024,,2023-03-14,1000.00,0.00,Political Contribution,,C00658567,,,WILD,SUSAN,,,,H,PA,07,,,,,,,,
SB21B,C00757344,500473097,,,CCM,Susan Wild For Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,P2024,,2023-06-29,1000.00,0.00,Political Contribution,,C00658567,,,WILD,SUSAN,,,,H,PA,07,,,,,,,,
SB21B,C00757344,500473110,,,CCM,SUSIE LEE FOR CONGRESS,,,,,,5130 S Fort Apache Rd,Ste Pm 215,Las Vegas,NV,891481732,P2024,,2023-06-29,1000.00,0.00,Political Contribution,,C00655613,,,LEE,SUSIE,,,,H,NV,03,,,,,,,,
