form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00846683,SB29.4273,,,ORG,Adams Leadership PAC,,,,,,1523 E 1425 N,,Layton,UT,84040,,,2024-01-11,5000.00,,Nonfederal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4305,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-02-20,440808.96,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4306,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-02-21,492313.80,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4307,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-02-22,388636.44,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4308,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-02-23,147400.08,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4309,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-02-23,13086.15,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4310,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-03-01,26823.90,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4311,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-03-18,1983.33,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4313,,,ORG,Rural AM FM LLC,,,,,,190 Monroe Ave Ste 300,,Grand Rapids,MI,49503,,,2024-02-01,17314.05,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4314,,,ORG,Rural AM FM LLC,,,,,,190 Monroe Ave Ste 300,,Grand Rapids,MI,49503,,,2024-02-08,17665.05,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4315,,,ORG,Rural AM FM LLC,,,,,,190 Monroe Ave Ste 300,,Grand Rapids,MI,49503,,,2024-02-12,51220.19,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4316,,,ORG,Rural AM FM LLC,,,,,,190 Monroe Ave Ste 300,,Grand Rapids,MI,49503,,,2024-02-16,73957.31,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4317,,,ORG,Rural AM FM LLC,,,,,,190 Monroe Ave Ste 300,,Grand Rapids,MI,49503,,,2024-02-23,101913.78,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4319,,,ORG,Thomas Graphics Inc.,,,,,,PO Box 14226,,Austin,TX,78714,,,2024-02-06,37546.47,,Nonfederal IE-Direct Mail,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4320,,,ORG,Thomas Graphics Inc.,,,,,,PO Box 14226,,Austin,TX,78714,,,2024-02-12,37546.47,,Nonfederal IE-Direct Mail,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4321,,,ORG,Thomas Graphics Inc.,,,,,,PO Box 14226,,Austin,TX,78714,,,2024-02-20,37546.47,,Nonfederal IE-Direct Mail,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4323,,,ORG,Utah House Republican Election Cmte,,,,,,420 East South Temple Ste. 390,,Salt Lake City,UT,84111,,,2024-01-11,5000.00,,Nonfederal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4324,,,ORG,Victory Text LLC,,,,,,190 Monroe Ave NW,Ste. 300,Grand Rapids,MI,49503,,,2024-02-13,2576.28,,Nonfederal IE-Digital Ads,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4325,,,ORG,Victory Text LLC,,,,,,190 Monroe Ave NW,Ste. 300,Grand Rapids,MI,49503,,,2024-02-22,8115.03,,Nonfederal IE-Digital Ads,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4326,,,ORG,Victory Text LLC,,,,,,190 Monroe Ave NW,Ste. 300,Grand Rapids,MI,49503,,,2024-02-23,2880.71,,Nonfederal IE-Digital Ads,,,,,,,,,,,,,,,,,,,,
