form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00208322,SB29.17149,,,CCM,Josh Williams for Ohio,,,,,,5060 West Sylvania,,Toledo,OH,43623,,,2024-05-28,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.17147,,,PAC,LaRe for Ohio,,,,,,5738 McNeven Court,,Dublin,OH,43017,,,2024-05-28,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.17151,,,CCM,Matt Huffman for Ohio,,,,,,4679 Winterset Dr,,Columbus,OH,43220,,,2024-05-28,1000.00,,,,,,,,,,,,S,OH,12,,,,,,,,
SB29,C00208322,SB29.17153,,,CCM,Miller for Ohio,,,,,,6170 Pleasant Chapel RD,,Newark,OH,43056,,,2024-05-28,350.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.17156,,,PAC,Mississippi House Leadership Fund,,,,,,1080 Augusta Dr,,Oxford,MS,38655,,,2024-05-13,10000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.17159,,,CCM,MORAN NRSC VICTORY FUND,,,,,,228 S WASHINGTON STREET #115,,ALEXANDRIA,VA,22314,,,2024-04-17,5000.00,,,,C00541193,,,,,,,,S,KS,00,,,,,,,,
SB29,C00208322,SB29.17161,,,CCM,Nathan Manning for Ohio,,,,,,7065 Avon Belden Rd.,,North Ridgeville,OH,44040,,,2024-05-28,500.00,,,,,,,,,,,,S,OH,,,,,,,,,
SB29,C00208322,SB29.17163,,,CCM,Oelslager for Ohio Committee,,,,,,6706 Lake Cable Avenue NW,,North Canton,OH,44720,,,2024-05-28,500.00,,,,,,,,,,,,H,OH,48,,,,,,,,
SB29,C00208322,SB29.17165,,,PAC,Plummer for Ohio,,,,,,4679 Winterset Dr.,,Columbus,OH,43220,,,2024-05-28,350.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.17167,,,COM,Ray Lopez Campaign,,,,,,7015 Quiet Ridge Walk,,San Antonio,TX,78250,,,2024-05-13,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.17169,,,CCM,Romanchuk for Ohio,,,,,,4679 Winterset Dr.,,Columbus,OH,43220,,,2024-05-28,500.00,,,,,,,,,,,,S,OH,22,,,,,,,,
SB29,C00208322,SB29.17171,,,CAN,,Sharrah,Besa,,,,6997 New Albany Links Drive,,New Albany,OH,43054,,,2024-05-28,350.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.17145,,,CCM,SINEMA FOR ARIZONA,,,,,,PO BOX 7586,,PHOENIX,AZ,85011,,,2024-04-25,-5000.00,,Refund of contribution,,C00508804,,,,,,,,S,AZ,09,,,,,,,,
SB29,C00208322,SB29.17173,,,PAC,Stephens for Ohio,,,,,,4679 Winterset Dr.,,Columbus,OH,43220,,,2024-05-28,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.17177,,,CCM,Tracy Richardson for Ohio,,,,,,14360 Hinton Mill Road,,Marysville,OH,43040,,,2024-05-28,750.00,,,,,,,,,,,,H,OH,86,,,,,,,,
SB29,C00208322,SB29.17109,,,ORG,Zions Bank,,,,,,1 South Main Street,,Salt Lake City,UT,84133,,,2024-06-21,89.30,,,,,,,,,,,,,,,,,,,,,,
