form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00081414,SB23.6770,,,CAN,,Ciscomani,Juan,,,,PO Box 35103,,Tucson,AZ,85740,P2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H2AZ02360,,,,,,H,AZ,06,,,,,,,,
SB23,C00081414,SB23.6774,,,CAN,,Collins,Michael,A,,Jr.,170 Pratt Smith Rd,,Jackson,GA,30233,G2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H4GA10071,,,,,,H,GA,10,,,,,,,,
SB23,C00081414,SB23.6791,,,CAN,,Costa,Jim,,,,2037 W Bullard Ave,# 355,Fresno,CA,93711,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H4CA20082,,,,,,H,CA,21,,,,,,,,
SB23,C00081414,SB23.6777,,,CAN,,Davids,Sharice,,,,5418 Caenen St,,Shawnee,KS,66216,P2024,,2024-06-17,5000.00,,Campaign Contribution,,,,H8KS03155,,,,,,H,KS,03,,,,,,,,
SB23,C00081414,SB23.6780,,,CAN,,De La Cruz,Monica,,,,P O Box 4605,,McAllen,TX,78502,G2024,,2024-06-17,2000.00,,Campaign Contribution,,,,H0TX15124,,,,,,H,TX,15,,,,,,,,
SB23,C00081414,SB23.6840,,,CAN,,Delbene,Suzan,K,,,PO Box 477,,Kirkland,WA,98083,P2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H0WA08046,,,,,,H,WA,01,,,,,,,,
SB23,C00081414,SB23.6771,,,CAN,,Diaz-Balart,Mario,,,,8724 SW 72nd St,# 420,Miami,FL,33173,G2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H2FL25018,,,,,,H,FL,26,,,,,,,,
SB23,C00081414,SB23.6796,,,CAN,,Dunn,Neal,Patrick,,MD,PO Box 10037,,Tallahassee,FL,32302,G2024,,2024-06-17,1000.00,,Campaign Contribution,,,,H6FL02208,,,,,,H,FL,02,,,,,,,,
SB23,C00081414,SB23.6785,,,CAN,,Ellzey,John 'Jake',,,,1005 Congress Ave,Suite 400,Austin,TX,78734,G2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H8TX06266,,,,,,H,TX,06,,,,,,,,
SB23,C00081414,SB23.6839,,,CAN,,Espaillat,Adriano,,,,62 Park Terrace West #AB7,,New York,NY,10034,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H2NY13096,,,,,,H,NY,13,,,,,,,,
SB23,C00081414,SB23.6816,,,CAN,,Frankel,Lois,,,,P.O. Box 480503,,Delray Beach,FL,33446,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H2FL14053,,,,,,H,FL,22,,,,,,,,
SB23,C00081414,SB23.6832,,,CAN,,Gallego (Sen),Ruben,,,,PO Box 1710,,Phoenix,AZ,85001,G2024,,2024-06-17,5000.00,,Campaign Contribution,,,,S4AZ00139,,,,,,S,AZ,00,,,,,,,,
SB23,C00081414,SB23.6826,,,CAN,,Garcia,Mike,,,,23890 Copper Hills Dr,#365,Valencia,CA,91354,G2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H0CA25105,,,,,,H,CA,27,,,,,,,,
SB23,C00081414,SB23.6830,,,CAN,,Golden,Jared,,,,PO Box 7108,,Lewiston,ME,04240,G2024,,2024-06-17,5000.00,,Campaign Contribution,,,,H8ME02185,,,,,,H,ME,02,,,,,,,,
SB23,C00081414,SB23.6801,,,CAN,,Gonzales,"E ANTHONY ""TONY""",,,II,PO Box 700442,,San Antonio,TX,78270,G2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H0TX35015,,,,,,H,TX,23,,,,,,,,
SB23,C00081414,SB23.6803,,,CAN,,Grothman,Glenn,S,,,PO Box 1215,,Fond Du Lac,WI,54964,G2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H4WI06048,,,,,,H,WI,06,,,,,,,,
SB23,C00081414,SB23.6804,,,CAN,,Guest,Michael,P,,,P O BOX 470,,Brandon,MS,39043,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H8MS03125,,,,,,H,MS,03,,,,,,,,
SB23,C00081414,SB23.6834,,,CAN,,Hawley,Joshua,D,,,PO Box 31476,,St Louis,MO,63131,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,S8MO00160,,,,,,S,MO,00,,,,,,,,
SB23,C00081414,SB23.6789,,,CAN,,Hern,Kevin,R,,,8630 S Peoria Ave,,Tulsa,OK,74132,G2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H8OK01157,,,,,,H,OK,01,,,,,,,,
SB23,C00081414,SB23.6782,,,CAN,,Higgins,Captain,Clay,,,PO Box 61747,,Lafayette,LA,70596,P2024,,2024-06-17,5000.00,,Campaign Contribution,,,,H6LA03148,,,,,,H,LA,03,,,,,,,,
SB23,C00081414,SB23.6783,,,CAN,,Higgins,Captain,Clay,,,PO Box 61747,,Lafayette,LA,70596,G2024,,2024-06-17,5000.00,,Campaign Contribution,,,,H6LA03148,,,,,,H,LA,03,,,,,,,,
SB23,C00081414,SB23.6790,,,CAN,,Kelly,J Trent,,,,438 E Main St,,Tupelo,MS,38804,G2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H6MS01131,,,,,,H,MS,01,,,,,,,,
SB23,C00081414,SB23.6822,,,CAN,,Kennedy,Timothy,,,,PO Box 536,,Buffalo,NY,14201,G2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H4NY26078,,,,,,H,NY,26,,,,,,,,
SB23,C00081414,SB23.6806,,,CAN,,Krishnamoorthi,S Raja,,,,PO Box 681202,,Schaumburg,IL,60168,G2024,,2024-06-17,5000.00,,Campaign Contribution,,,,H6IL08147,,,,,,H,IL,08,,,,,,,,
SB23,C00081414,SB23.6838,,,CAN,,Lee,Susie,,,,5130 S Fort Apache Rd,Ste 215-382,Las Vegas,NV,89148,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H6NV04020,,,,,,H,NV,03,,,,,,,,
SB23,C00081414,SB23.6831,,,CAN,,Lucas,Frank,D,,,RR2 Box 136,,Cheyenne,OK,73628,G2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H4OK06056,,,,,,H,OK,06,,,,,,,,
SB23,C00081414,SB23.6781,,,CAN,,Luttrell,Morgan,,,,PO Box 1245,,Magnolia,TX,77353,G2024,,2024-06-17,2000.00,,Campaign Contribution,,,,H2TX08182,,,,,,H,TX,08,,,,,,,,
SB23,C00081414,SB23.6808,,,PAC,MAD 4 PA PAC,,,,,,P.O. Box 444,,Glenside,PA,19038,G2024,,2024-06-17,4000.00,,Campaign Contribution,,C00670844,,,,,,,,,,,,,,,,,,
SB23,C00081414,SB23.6798,,,CAN,,McBath,Lucia,K,,,885 Woodstock Rd,Suite 430-528,Roswell,GA,30075,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H8GA06393,,,,,,H,GA,06,,,,,,,,
SB23,C00081414,SB23.6787,,,CAN,,McCaul,Michael,,,,815-A Brazos St,PMB 230,Austin,TX,78701,G2024,,2024-06-30,5000.00,,Campaign Contribution,,,,H4TX10093,,,,,,H,TX,10,,,,,,,,
SB23,C00081414,SB23.6815,,,CAN,,Moolenar,John,,,,4410 Linden Dr,,Midland,MI,48640,P2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H4MI04126,,,,,,H,MI,04,,,,,,,,
SB23,C00081414,SB23.6810,,,CAN,,Morelle,Joseph,,,,None Listed,,ROCHESTER,NY,22222,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H8NY25105,,,,,,H,NY,25,,,,,,,,
SB23,C00081414,SB23.6828,,,CAN,,Olszewski,Johnny,,,,711 W 40th St,Suite 330,Baltimore,MD,21211,G2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H4MD02232,,,,,,H,MD,02,,,,,,,,
SB23,C00081414,SB23.6800,,,CAN,,Palmer,Gary,,,,1919 Oxmoor Rd,#235,Birmingham,AL,35209,G2024,,2024-06-17,5000.00,,Campaign Contribution,,,,H4AL06098,,,,,,H,AL,06,,,,,,,,
SB23,C00081414,SB23.6778,,,CAN,,Pfluger,August,L,,II,PO Box 3530,,San Angelo,TX,76902,G2024,,2024-06-17,2000.00,,Campaign Contribution,,,,H0TX11230,,,,,,H,TX,11,,,,,,,,
SB23,C00081414,SB23.6821,,,CAN,,Pocan,Mark,,,,PO Box 327,,Madison,WI,53701,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H2WI02124,,,,,,H,WI,02,,,,,,,,
SB23,C00081414,SB23.6819,,,CAN,,Ross,Deborah,,,,PO Box 28258,,Raleigh,NC,27611,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H0NC02125,,,,,,H,NC,02,,,,,,,,
SB23,C00081414,SB23.6776,,,CAN,,Rutherford,John,,,,3817 Vickers Lake Dr,,Jacksonville,FL,32224,G2024,,2024-06-17,2000.00,,Campaign Contribution,,,,H6FL04105,,,,,,H,FL,04,,,,,,,,
SB23,C00081414,SB23.6824,,,PAC,Scalise Leadership Fund,,,,,,320 First St SE,,Washington,DC,20003,G2024,,2024-06-17,10000.00,,Campaign Contribution,,C00568162,,,,,,,,,,,,,,,,,,
SB23,C00081414,SB23.6779,,,CAN,,Self,Keith,A,,,8324 Beech Ln,,McKinney,TX,75070,G2024,,2024-06-17,2000.00,,Campaign Contribution,,,,H2TX00064,,,,,,H,TX,26,,,,,,,,
SB23,C00081414,SB23.6799,,,CAN,,Smith,Adrian,,,,3321 Avenue I,,Scottsbluff,NE,69361,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H6NE03115,,,,,,H,NE,03,,,,,,,,
SB23,C00081414,SB23.6792,,,CAN,,Smith,Jason,T,,,4570 S Hwy 19,,Salem,MO,65560,G2024,,2024-06-17,2000.00,,Campaign Contribution,,,,H4MO08162,,,,,,H,MO,08,,,,,,,,
SB23,C00081414,SB23.6795,,,CAN,,Soto,Darren,,,,PO Box 421349,,Kissimmee,FL,34742,G2024,,2024-06-17,2000.00,,Campaign Contribution,,,,H6FL09179,,,,,,H,FL,09,,,,,,,,
SB23,C00081414,SB23.6805,,,CAN,,Steel,Michelle,,,,92A Surfside Ave,#472,Surfside,CA,90743,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H0CA48198,,,,,,H,CA,45,,,,,,,,
SB23,C00081414,SB23.6793,,,CAN,,Stefanik,Elise,,,,PO Box 500,,Glens Falls,NY,12801,G2024,,2024-06-17,5000.00,,Campaign Contribution,,,,H4NY21079,,,,,,H,NY,21,,,,,,,,
SB23,C00081414,SB23.6841,,,CAN,,Tonko,Paul,D,,,911 Central Ave,#22`1,Albany,NY,12206,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H8NY21203,,,,,,H,NY,20,,,,,,,,
SB23,C00081414,SB23.6807,,,CAN,,Van Drew,Jeff,,,,PO Box 671,,Cape May Ccourt Hou,NJ,08210,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H8NJ02166,,,,,,H,NJ,02,,,,,,,,
SB23,C00081414,SB23.6813,,,CAN,,Weber,Randy,,,,1701 Bending Stream Dr,,Friendswood,TX,77546,G2024,,2024-06-17,5000.00,,Campaign Contribution,,,,H2TX14149,,,,,,H,TX,14,,,,,,,,
SB23,C00081414,SB23.6818,,,CAN,,Wicker,Roger F,,,,P. O. Box 874,,Tupelo,MS,38802,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H4MS01078,,,,,,H,MS,01,,,,,,,,
