form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00821728,BE87,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-09-28,619.65,2024-10-16,270017.47,CANVASSING (ACTUAL COST OF ESTIMATED IE REPORTED ON 48-HR RPT FILED 10/2/24),24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE88,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-09-28,2125.00,2024-10-07,270017.47,CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE89,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-09-29,875.00,2024-10-07,270017.47,CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE90,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-09-29,363.29,2024-10-16,270017.47,CANVASSING (ACTUAL COST OF ESTIMATED IE REPORTED ON 48-HR RPT FILED 10/2/24),24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE91,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-09-30,5778.02,2024-10-07,270017.47,PHONE CALLS & CANVASSING (ACTUAL COST OF ESTIMATED IE REPORTED ON 48-HR RPT FILED 10/2/24),24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE93,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-01,675.25,2024-10-16,270017.47,PHONE CALLS (ACTUAL COST OF ESTIMATED IE REPORTED ON 48-HR RPT FILED 10/6/24),24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE94,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-01,2853.48,2024-10-07,270017.47,PHONE CALLS,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE95,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-02,312.61,2024-10-16,270017.47,PHONE CALLS & CANVASSING (ACTUAL COST OF ESTIMATED IE REPORTED ON 48-HR RPT FILED 10/6/24),24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE96,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-02,2163.00,2024-10-07,270017.47,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE98,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-03,2328.00,2024-10-16,270017.47,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE99,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-03,469.97,2024-10-16,270017.47,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE97,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-04,38190.67,2024-10-09,270017.47,CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE100,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-04,469.97,2024-10-16,270017.47,CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE101,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-04,1685.00,2024-10-16,270017.47,CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE102,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-05,469.97,2024-10-16,270017.47,CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE103,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-05,2679.91,2024-10-16,270017.47,CANVASSING (ACTUAL COST OF ESTIMATED IE REPORTED ON 48-HR RPT FILED 10/11/24),24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE104,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-06,469.97,2024-10-16,270017.47,CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE105,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-06,1675.00,2024-10-16,270017.47,CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE106,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-07,213.62,2024-10-16,270017.47,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE107,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-07,3193.41,2024-10-16,270017.47,PHONE CALLS & CANVASSING (ACTUAL COST OF ESTIMATED IE REPORTED ON 48-HR RPT FILED 10/11/24),24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE108,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-08,269.23,2024-10-16,270017.47,PHONE CALLS,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE109,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-08,1208.00,2024-10-16,270017.47,PHONE CALLS,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE110,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-09,469.97,2024-10-16,270017.47,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE111,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-09,3998.41,2024-10-16,270017.47,PHONE CALLS & CANVASSING (ACTUAL COST OF ESTIMATED IE REPORTED ON 48-HR RPT FILED 10/11/24),24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE112,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-10,482.85,2024-10-16,270017.47,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE113,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-10,2356.00,2024-10-16,270017.47,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE114,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-11,469.97,2024-10-16,270017.47,CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE115,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-11,2215.00,2024-10-16,270017.47,CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE116,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-12,482.85,2024-10-16,270017.47,CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE117,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-12,1830.00,2024-10-16,270017.47,CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE118,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-13,482.85,2024-10-16,270017.47,CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE119,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-13,1455.00,2024-10-16,270017.47,CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE120,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-14,213.62,2024-10-16,270017.47,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE121,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-14,2951.00,2024-10-16,270017.47,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE122,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-15,269.23,2024-10-16,270017.47,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE123,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-15,1952.00,2024-10-16,270017.47,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE124,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-16,4666.52,2024-10-16,270017.47,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,BE125,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-10-16,525.23,2024-10-16,270017.47,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,X
SE,C00821728,XEALC9,,,ORG,PARTICLE 64,,,,,,"3555 LIME STREET, STE. D",,RIVERSIDE,CA,92501,G2024,,2024-10-10,3484.00,2024-10-10,270017.47,PHONE CALLS,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
SE,C00821728,XEALC10,,,ORG,VALENCIA MARKETING INC,,,,,,P.O. BOX 4683,,WHITTIER,CA,90607,G2024,,2024-10-10,2262.50,2024-10-10,270017.47,PLEDGE CARDS,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-10-23,
