form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00523381,SB23.5485,,,CCM,DON BACON FOR CONGRESS,,,,,,PO Box 391368,,Omaha,NE,68139,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00575167,DON BACON FOR CONGRESS,H6NE02125,BACON,DONALD,,,,H,NE,02,,,,,,,,
SB23,C00523381,SB23.5555,,,CCM,DON BACON FOR CONGRESS,,,,,,PO Box 391368,,Omaha,NE,68139,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00575167,DON BACON FOR CONGRESS,H6NE02125,BACON,DONALD,,,,H,NE,02,,,,,,,,
SB23,C00523381,SB23.5503,,,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,8175 EAST EVANS ROAD,# 13176,SCOTTSDALE,AZ,85267,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00540617,FRIENDS OF DAVID SCHWEIKERT,H4AZ06045,SCHWEIKERT,DAVID S.,,,,H,AZ,01,,,,,,,,
SB23,C00523381,SB23.5543,,,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,8175 EAST EVANS ROAD,# 13176,SCOTTSDALE,AZ,85267,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00540617,FRIENDS OF DAVID SCHWEIKERT,H4AZ06045,SCHWEIKERT,DAVID S.,,,,H,AZ,01,,,,,,,,
SB23,C00523381,SB23.5462,,,PAC,HEALTHCARE FREEDOM FUND,,,,,,PO BOX 2485,,SPRINGFIELD,VA,22152,,,2023-03-08,5000.00,,PAC Contribution,011,C00528414,,,,,,,,,,,,,,,,,,
SB23,C00523381,SB23.5492,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00784389,IOWANS FOR ZACH NUNN,H2IA03119,NUNN,ZACH,,,,H,IA,03,,,,,,,,
SB23,C00523381,SB23.5552,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00784389,IOWANS FOR ZACH NUNN,H2IA03119,NUNN,ZACH,,,,H,IA,03,,,,,,,,
SB23,C00523381,SB23.5500,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00808279,JOHN DUARTE FOR CONGRESS,H2CA13131,DUARTE,JOHN S,,,,H,CA,13,,,,,,,,
SB23,C00523381,SB23.5545,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00808279,JOHN DUARTE FOR CONGRESS,H2CA13131,DUARTE,JOHN S,,,,H,CA,13,,,,,,,,
SB23,C00523381,SB23.5491,,,CCM,"JOHN JAMES FOR CONGRESS, INC.",,,,,,P.O. BOX 628,,ST. CLAIR SHORES,MI,48080,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00803502,"JOHN JAMES FOR CONGRESS, INC.",H2MI10150,JAMES,JOHN,,,,H,MI,10,,,,,,,,
SB23,C00523381,SB23.5553,,,CCM,"JOHN JAMES FOR CONGRESS, INC.",,,,,,P.O. BOX 628,,ST. CLAIR SHORES,MI,48080,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00803502,"JOHN JAMES FOR CONGRESS, INC.",H2MI10150,JAMES,JOHN,,,,H,MI,10,,,,,,,,
SB23,C00523381,SB23.5484,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00703058,KEAN FOR CONGRESS INC,H0NJ07261,KEAN,THOMAS H. JR.,,,,H,NJ,07,,,,,,,,
SB23,C00523381,SB23.5556,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00703058,KEAN FOR CONGRESS INC,H0NJ07261,KEAN,THOMAS H. JR.,,,,H,NJ,07,,,,,,,,
SB23,C00523381,SB23.5496,,,CCM,KEN CALVERT FOR CONGRESS COMMITTEE,,,,,,PO BOX 2438,,CORONA,CA,92878,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,H2CA37023,CALVERT,KEN,,,,H,CA,41,,,,,,,,
SB23,C00523381,SB23.5549,,,CCM,KEN CALVERT FOR CONGRESS COMMITTEE,,,,,,PO BOX 2438,,CORONA,CA,92878,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,H2CA37023,CALVERT,KEN,,,,H,CA,41,,,,,,,,
SB23,C00523381,SB23.5501,,,CCM,KEVIN KILEY FOR CONGRESS,,,,,,9458 TREELAKE RD,,GRANITE BAY,CA,95746,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00801985,KEVIN KILEY FOR CONGRESS,H2CA03157,KILEY,KEVIN,,,,H,CA,03,,,,,,,,
SB23,C00523381,SB23.5474,,,CCM,KIGGANS FOR CONGRESS,,,,,,P.O. BOX 5042,,VIRGINIA BEACH,VA,23471,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00776120,KIGGANS FOR CONGRESS,,KIGGANS,JEN,,,,H,VA,02,,,,,,,,
SB23,C00523381,SB23.5565,,,CCM,KIGGANS FOR CONGRESS,,,,,,P.O. BOX 5042,,VIRGINIA BEACH,VA,23471,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00776120,KIGGANS FOR CONGRESS,,KIGGANS,JEN,,,,H,VA,02,,,,,,,,
SB23,C00523381,SB23.5464,,,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,P2024,,2023-03-15,1500.00,,Federal Contribution,011,C00806018,LALOTA FOR CONGRESS,H2NY01190,LALOTA,NICHOLAS JOSEPH,,,,H,NY,01,,,,,,,,
SB23,C00523381,SB23.5557,,,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00806018,LALOTA FOR CONGRESS,H2NY01190,LALOTA,NICHOLAS JOSEPH,,,,H,NY,01,,,,,,,,
SB23,C00523381,SB23.5465,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,P2024,,2023-03-10,2000.00,,Federal Contribution,011,C00815415,LAWLER FOR CONGRESS,H2NY17162,LAWLER,MICHAEL VINCENT,,,,H,NY,17,,,,,,,,
SB23,C00523381,SB23.5559,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00815415,LAWLER FOR CONGRESS,H2NY17162,LAWLER,MICHAEL VINCENT,,,,H,NY,17,,,,,,,,
SB23,C00523381,SB23.5478,,,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,11805 SE EASTBOURNE LANE,,HAPPY VALLEY,OR,97086,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00784520,LORI CHAVEZ-DEREMER FOR CONGRESS,H2OR05209,CHAVEZ-DEREMER,LORI,,,,H,OR,05,,,,,,,,
SB23,C00523381,SB23.5562,,,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,11805 SE EASTBOURNE LANE,,HAPPY VALLEY,OR,97086,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00784520,LORI CHAVEZ-DEREMER FOR CONGRESS,H2OR05209,CHAVEZ-DEREMER,LORI,,,,H,OR,05,,,,,,,,
SB23,C00523381,SB23.5480,,,CCM,MARC FOR US INC.,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00789586,MARC FOR US INC.,H2NY19127,MOLINARO,MARCUS J.,,,,H,NY,19,,,,,,,,
SB23,C00523381,SB23.5560,,,CCM,MARC FOR US INC.,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00789586,MARC FOR US INC.,H2NY19127,MOLINARO,MARCUS J.,,,,H,NY,19,,,,,,,,
SB23,C00523381,SB23.5495,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE,SUITE 150,IRVINE,CA,92618,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00704981,MICHELLE STEEL FOR CONGRESS,H0CA48198,STEEL,MICHELLE,,,,H,CA,45,,,,,,,,
SB23,C00523381,SB23.5550,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE,SUITE 150,IRVINE,CA,92618,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00704981,MICHELLE STEEL FOR CONGRESS,H0CA48198,STEEL,MICHELLE,,,,H,CA,45,,,,,,,,
SB23,C00523381,SB23.5458,,,CCM,MIKE BOST FOR CONGRESS COMMITTEE,,,,,,PO BOX 1212,,MURPHYSBORO,IL,62966,P2024,,2023-03-02,2500.00,,Federal Contribution,011,C00546499,MIKE BOST FOR CONGRESS COMMITTEE,H4IL12060,BOST,MICHAEL J,,,,H,IL,12,,,,,,,,
SB23,C00523381,SB23.5498,,,CCM,MIKE GARCIA FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00701102,MIKE GARCIA FOR CONGRESS,H0CA25105,GARCIA,MICHAEL,,,,H,CA,27,,,,,,,,
SB23,C00523381,SB23.5547,,,CCM,MIKE GARCIA FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00701102,MIKE GARCIA FOR CONGRESS,H0CA25105,GARCIA,MICHAEL,,,,H,CA,27,,,,,,,,
SB23,C00523381,SB23.5522,,,CCM,MIKE PENCE FOR PRESIDENT,,,,,,PO BOX 408,,ANDERSON,IN,46015,P2024,,2023-06-13,3300.00,,Federal Contribution,011,C00830455,MIKE PENCE FOR PRESIDENT,P40010233,PENCE,MIKE MR,,,,P,,00,,,,,,,,
SB23,C00523381,SB23.5494,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,PO BOX 33,,OTTUMWA,IA,52501,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00558825,MILLER-MEEKS FOR CONGRESS,H8IA02043,MILLER-MEEKS,MARIANNETTE JANE,,,,H,IA,01,,,,,,,,
SB23,C00523381,SB23.5475,,,CCM,MONICA FOR CONGRESS,,,,,,1317 WEST FRONTAGE ROAD,SUITE C,ALAMO,TX,78516,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00765719,MONICA FOR CONGRESS,H0TX15124,DE LA CRUZ,MONICA,,,,H,TX,15,,,,,,,,
SB23,C00523381,SB23.5564,,,CCM,MONICA FOR CONGRESS,,,,,,1317 WEST FRONTAGE ROAD,SUITE C,ALAMO,TX,78516,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00765719,MONICA FOR CONGRESS,H0TX15124,DE LA CRUZ,MONICA,,,,H,TX,15,,,,,,,,
SB23,C00523381,SB23.5476,,,CCM,NANCY MACE FOR CONGRESS,,,,,,295 SEVEN FARMS DRIVE,SUITE C-186,CHARLESTON,SC,29492,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00710103,NANCY MACE FOR CONGRESS,H0SC01394,MACE,NANCY,,,,H,SC,01,,,,,,,,
SB23,C00523381,SB23.5551,,,CCM,SALAZAR FOR CONGRESS,,,,,,PO BOX 45,,SHIRLEY,NY,11967,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00714261,SALAZAR FOR CONGRESS,H8FL27185,SALAZAR,MARIA ELVIRA,,,,H,FL,27,,,,,,,,
SB23,C00523381,SB23.5473,,,CCM,"STEIL FOR WISCONSIN, INC.",,,,,,1818 MILTON AVENUE #1448,,JANESVILLE,WI,53545,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00677286,"STEIL FOR WISCONSIN, INC.",H8WI01156,STEIL,BRYAN GEORGE,,,,H,WI,01,,,,,,,,
SB23,C00523381,SB23.5514,,,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,PO BOX 6687,,LUBBOCK,TX,79493,P2024,,2023-05-05,2500.00,,Federal Contribution,011,C00588657,TEXANS FOR JODEY ARRINGTON,H6TX19099,ARRINGTON,JODEY,,,,H,TX,19,,,,,,,,
SB23,C00523381,SB23.5499,,,CCM,VALADAO FOR CONGRESS,,,,,,5132 NORTH PALM AVENUE,#227,FRESNO,CA,93704,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00499392,VALADAO FOR CONGRESS,H2CA20094,VALADAO,DAVID,,,,H,CA,22,,,,,,,,
SB23,C00523381,SB23.5546,,,CCM,VALADAO FOR CONGRESS,,,,,,5132 NORTH PALM AVENUE,#227,FRESNO,CA,93704,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00499392,VALADAO FOR CONGRESS,H2CA20094,VALADAO,DAVID,,,,H,CA,22,,,,,,,,
SB23,C00523381,SB23.5472,,,CCM,VAN ORDEN FOR CONGRESS,,,,,,PO BOX 565,,PRAIRIE DU CHIEN,WI,53821,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00742007,VAN ORDEN FOR CONGRESS,H0WI03175,VAN ORDEN,DERRICK F. MR.,,,,H,WI,03,,,,,,,,
SB23,C00523381,SB23.5566,,,CCM,VAN ORDEN FOR CONGRESS,,,,,,PO BOX 565,,PRAIRIE DU CHIEN,WI,53821,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00742007,VAN ORDEN FOR CONGRESS,H0WI03175,VAN ORDEN,DERRICK F. MR.,,,,H,WI,03,,,,,,,,
SB23,C00523381,SB23.5497,,,CCM,YOUNG KIM FOR CONGRESS,,,,,,PO BOX 2186,,FULLERTON,CA,92837,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00665638,YOUNG KIM FOR CONGRESS,H8CA39240,KIM,YOUNG,,,,H,CA,40,,,,,,,,
SB23,C00523381,SB23.5548,,,CCM,YOUNG KIM FOR CONGRESS,,,,,,PO BOX 2186,,FULLERTON,CA,92837,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00665638,YOUNG KIM FOR CONGRESS,H8CA39240,KIM,YOUNG,,,,H,CA,40,,,,,,,,
SB23,C00523381,SB23.5490,,,CCM,ZINKE FOR CONGRESS,,,,,,704C 13TH ST E,STE 260,WHITEFISH,MT,59937,P2024,,2023-03-15,1000.00,,Federal Contribution,011,C00778159,ZINKE FOR CONGRESS,H4MT01041,ZINKE,RYAN K,,,,H,MT,01,,,,,,,,
SB23,C00523381,SB23.5554,,,CCM,ZINKE FOR CONGRESS,,,,,,704C 13TH ST E,STE 260,WHITEFISH,MT,59937,P2024,,2023-06-22,1000.00,,Federal Contribution,011,C00778159,ZINKE FOR CONGRESS,H4MT01041,ZINKE,RYAN K,,,,H,MT,01,,,,,,,,
