form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00172841,SB23.15893,,,CCM,LANGWORTHY FOR CONGRESS,,,,,,PO BOX 120,,CLARENCE,NY,14031,P2024,,2024-03-21,1000.00,,Donation,,C00817932,,,,,,,,H,NY,23,,,,,,,,
SB23,C00172841,SB23.15890,,,CCM,MARC FOR US INC.,,,,,,PO BOX 219,,LEEDS,NY,12451,P2024,,2024-03-21,1000.00,,Donation,,C00789586,,,,,,,,H,NY,19,,,,,,,,
SB23,C00172841,SB23.15903,,,CCM,MARTIN HEINRICH FOR SENATE,,,,,,P.O. BOX 25763,,ALBUQUERQUE,NM,87125,G2024,,2024-03-26,1000.00,,Donation,,C00434563,,,,,,,,S,NM,00,,,,,,,,
SB23,C00172841,SB23.15897,,,CCM,MIKE BOST FOR CONGRESS COMMITTEE,,,,,,PO BOX 1212,,MURPHYSBORO,IL,62966,G2024,,2024-03-21,1000.00,,Donation,,C00546499,,,,,,,,H,IL,12,,,,,,,,
SB23,C00172841,SB23.15880,,,CCM,MIKE FLOOD FOR CONGRESS,,,,,,PO BOX 81041,,LINCOLN,NE,68501,P2024,,2024-03-14,1000.00,,Donation,,C00801241,,,,,,,,H,NE,01,,,,,,,,
SB23,C00172841,SB23.15884,,,CCM,MONICA FOR CONGRESS,,,,,,PO BOX 4605,,MCALLEN,TX,78502,G2024,,2024-03-20,1000.00,,Donation,,C00765719,,,,,,,,H,TX,15,,,,,,,,
SB23,C00172841,SB23.15908,,,CCM,MR SMITH FOR CONGRESS,,,,,,PO BOX 354,,GOSHEN,NY,10924,P2024,,2024-03-26,1000.00,,Donation,,C00565465,,,,,,,,H,NY,18,,,,,,,,
SB23,C00172841,SB23.15886,,,CCM,RICK ALLEN FOR CONGRESS,,,,,,499 S Capitol St SW Ste 420,,Washington,DC,20003,P2024,,2024-03-21,1000.00,,Donation,,c00504019,,,,,,,,H,GA,12,,,,,,,,
SB23,C00172841,SB23.15901,,,CCM,SCALISE LEADERSHIP FUND,,,,,,317 15TH ST NE,,WASHINGTON,DC,20002,P2024,,2024-03-27,2000.00,,Donation,,C00568162,,,,,,,,H,LA,01,,,,,,,,
SB23,C00172841,SB23.15902,,,CCM,WICKER FOR SENATE,,,,,,PO BOX 64,,JACKSON,MS,39205,G2024,,2024-03-26,1000.00,,Donation,,C00443218,,,,,,,,S,MS,00,,,,,,,,
