form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002972,500015696,,,CCM,David Kustoff For Congress,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,P2024,,2023-06-15,1000.00,0.00,,011,C00614826,,,KUSTOFF,DAVID,,,,H,TN,08,,,,,,,,
SB23,C00002972,500015619,,,CCM,David Rouzer For Congress,,,,,,220 W Windsor Ave,,Alexandria,VA,223011518,P2024,,2023-06-08,1000.00,0.00,,011,C00501643,,,ROUZER,DAVID,,,,H,DC,07,,,,,,,,
SB23,C00002972,500015689,,,CCM,Debbie Dingell For Congress,,,,,,PO Box 636,,Annandale,VA,220030636,P2024,,2023-06-15,1500.00,0.00,,011,C00558213,,,DINGELL,DEBBIE,,,,H,MI,12,,,,,,,,
SB23,C00002972,500015621,,,CCM,Donald M Payne Jr For Congress,,,,,,660 Pennsylvania Ave SE,Ste 202,Washington,DC,200034357,P2024,,2023-06-08,1000.00,0.00,,011,C00519355,,,Payne,DONALD,,,Jr,H,NJ,10,,,,,,,,
SB23,C00002972,500015634,,,CCM,FISCHBACH FOR CONGRESS,,,,,,2776 S Arlington Mill Dr,# 161,Arlington,VA,222063402,P2024,,2023-06-08,1000.00,0.00,,011,C00717959,,,Fischbach,Michelle,,,,H,MN,07,,,,,,,,
SB23,C00002972,500015626,,,CCM,Friends Of Dave Joyce,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-06-08,1000.00,0.00,,011,C00527457,,,JOYCE,DAVE,,,,H,DC,14,,,,,,,,
SB23,C00002972,500015637,,,CCM,Friends Of Michael Guest,,,,,,5185 Macarthur Blvd NW,Ste 727,Washington,DC,200163341,P2024,,2023-06-15,1000.00,0.00,,011,C00665752,,,GUEST,MICHAEL,,,,H,MS,03,,,,,,,,
SB23,C00002972,500015704,,,CCM,Greg Pence For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,P2024,,2023-06-22,1000.00,0.00,,011,C00658401,,,Pence,Gregory,,,,H,IN,06,,,,,,,,
SB23,C00002972,500015685,,,CCM,Greg Steube Congressional Committee,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,P2024,,2023-06-15,2000.00,0.00,,011,C00671891,,,STEUBE,GREG,,,,H,FL,17,,,,,,,,
SB23,C00002972,500015688,,,CCM,Guthrie For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-06-15,2000.00,0.00,,011,C00445023,,,GUTHRIE,BRETT,,,,H,DC,02,,,,,,,,
SB23,C00002972,500015707,,,CCM,Guy Reschenthaler For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-06-22,1000.00,0.00,,011,C00657833,,,RESCHENTHALER,GUY,,,,H,PA,14,,,,,,,,
SB23,C00002972,500015643,,,CCM,Gwen Moore For Congress,,,,,,PO Box 16646,,Milwaukee,WI,532160646,P2024,,2023-06-08,1000.00,0.00,,011,C00397505,,,MOORE,GWEN,,,,H,WI,04,,,,,,,,
SB23,C00002972,500015644,,,CCM,Hageman For Wyoming,,,,,,PO Box 4157,,Cheyenne,WY,820034157,P2024,,2023-06-08,1000.00,0.00,,011,C00788943,,,Hageman,Harriet,,,,H,WY,00,,,,,,,,
SB23,C00002972,500015614,,,CCM,Houchin For Congress,,,,,,3213 Duke St,Ste 700,Alexandria,VA,223144533,P2024,,2023-06-08,1000.00,0.00,,011,C00800649,,,Houchin,Erin,,,,H,IN,09,,,,,,,,
SB23,C00002972,500015608,,,CCM,Hoyer For Congress,,,,,,700 13Th St NW,Ste 800,Washington,DC,200055938,G2024,,2023-06-08,1000.00,0.00,,011,C00140715,,,Hoyer,Steny,,,,H,MD,05,,,,,,,,
SB23,C00002972,500015710,,,CCM,Jasmine For Us,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,P2024,,2023-06-22,1000.00,0.00,,011,C00795450,,,Crockett,Jasmine,,,,H,TX,30,,,,,,,,
SB23,C00002972,500015695,,,CCM,Joe Wilson For Congress Committee,,,,,,2308 Mount Vernon Ave,Ste 707,Alexandria,VA,223011328,P2024,,2023-06-15,1000.00,0.00,,011,C00368522,,,WILSON,JOE,,,,H,SC,02,,,,,,,,
SB23,C00002972,500015682,,,CCM,John Garamendi For Congress,,,,,,910 17Th St NW,Ste 925,Washington,DC,200062641,P2024,,2023-06-15,1000.00,0.00,,011,C00462697,,,GARAMENDI,JOHN,,,,H,DC,03,,,,,,,,
SB23,C00002972,500015609,,,CCM,Joyce Beatty For Congress,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,P2024,,2023-06-08,1000.00,0.00,,011,C00507368,,,BEATTY,JOYCE,,,,H,OH,03,,,,,,,,
SB23,C00002972,500015616,,,CCM,Katherine Clark For Congress,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,P2024,,2023-06-08,2500.00,0.00,,011,C00541888,,,CLARK,KATHERINE,,,,H,DC,05,,,,,,,,
SB23,C00002972,500015683,,,CCM,Kevin McCarthy For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,G2024,,2023-06-15,2500.00,0.00,,011,C00420935,,,MCCARTHY,KEVIN,,,,H,VA,23,,,,,,,,
SB23,C00002972,500015699,,,CCM,Manchin For West Virginia,,,,,,PO Box 5202,,Charleston,WV,253610202,G2024,,2023-06-15,1000.00,0.00,,011,C00486563,,,MANCHIN,JOE,,,,S,DC,00,,,,,,,,
SB23,C00002972,500015615,,,CCM,Mann For Congress,,,,,,3410 Alabama Ave,,Alexandria,VA,223051736,P2024,,2023-06-08,1000.00,0.00,,011,C00460659,,,Mann,Tracey,ROBERT,,,H,KS,01,,,,,,,,
SB23,C00002972,500015692,,,CCM,"Mark Alford For Congress, Inc.",,,,,,PO Box 1634,,Raymore,MO,640831634,P2024,,2023-06-15,1000.00,0.00,,011,C00792598,,,Alford,Mark,,,,H,MO,04,,,,,,,,
SB23,C00002972,500015640,,,CCM,Martin Heinrich For Senate,,,,,,PO Box 25763,,Albuquerque,NM,871250763,P2024,,2023-06-08,1000.00,0.00,,011,C00434563,,,HEINRICH,MARTIN,,,,S,DC,00,,,,,,,,
SB23,C00002972,500015611,,,CCM,Matsui For Congress,,,,,,PO Box 1738,,Sacramento,CA,958121738,P2024,,2023-06-08,1000.00,0.00,,011,C00409219,,,Matsui,Doris,,,,H,DC,06,,,,,,,,
SB23,C00002972,500015706,,,CCM,Matt Rosendale For Montana,,,,,,PO Box 4907,,Helena,MT,596044907,P2024,,2023-06-22,2500.00,0.00,,011,C00548289,,,ROSENDALE,MATT,,,,H,MT,00,,,,,,,,
SB23,C00002972,500015639,,,CCM,MELANIE FOR NEW MEXICO,,,,,,PO Box 15096,,Washington,DC,200030096,P2024,,2023-06-08,1000.00,0.00,,011,C00765099,,,Stansbury,Melanie,,,,H,NM,01,,,,,,,,
SB23,C00002972,500015633,,,CCM,Michael Waltz For Congress,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,P2024,,2023-06-08,1500.00,0.00,,011,C00666396,,,WALTZ,MICHAEL,,,,H,FL,06,,,,,,,,
SB23,C00002972,500015641,,,CCM,Mike Kelly For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-06-08,1000.00,0.00,,011,C00474189,,,KELLY,MIKE,,,,H,PA,16,,,,,,,,
SB23,C00002972,500015623,,,CCM,NICOLE FOR NEW YORK,,,,,,PO Box 60487,,Staten Island,NY,103060487,P2024,,2023-06-08,1500.00,0.00,,011,C00694778,,,Malliotakis,Nicole,,,,H,NY,11,,,,,,,,
SB23,C00002972,500015636,,,CCM,Pete Stauber For Congress Volunteer Committee,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-06-08,1000.00,0.00,,011,C00650697,,,STAUBER,PETE,,,,H,MN,08,,,,,,,,
SB23,C00002972,500015627,,,CCM,Roger Williams For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-06-08,1000.00,0.00,,011,C00498121,,,WILLIAMS,ROGER,,,,H,TX,25,,,,,,,,
SB23,C00002972,500015687,,,CCM,Rudy For Indiana,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-06-15,1000.00,0.00,,011,C00822767,,,Yakym,Rudy,,,,H,IN,02,,,,,,,,
SB23,C00002972,500015612,,,CCM,Sanford Bishop For Congress,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,P2024,,2023-06-08,1500.00,0.00,,011,C00266940,,,BISHOP,SANFORD,,,,H,GA,02,,,,,,,,
SB23,C00002972,500015691,,,CCM,Sharice Davids For Congress,,,,,,6129 Long Meadow Rd,,Mclean,VA,221012312,P2024,,2023-06-15,1000.00,0.00,,011,C00670034,,,DAVIDS,SHARICE,,,,H,KS,03,,,,,,,,
SB23,C00002972,500015700,,,CCM,Sinema For Arizona,,,,,,PO Box 7586,,Phoenix,AZ,850117586,P2024,,2023-06-15,2000.00,0.00,,011,C00508804,,,SINEMA,KYRSTEN,,,,S,AZ,00,,,,,,,,
SB23,C00002972,500015610,,,CCM,Sydney Kamlager For Congress,,,,,,228 2Nd St SE,,Washington,DC,200031943,P2024,,2023-06-08,1000.00,0.00,,011,C00795823,,,Kamlager,Sydney,,,,H,CA,37,,,,,,,,
SB23,C00002972,500015701,,,CCM,Ted Cruz For Senate,,,,,,1593 Spring Hill Rd,Ste 400,Vienna,VA,221822245,P2024,,2023-06-15,2500.00,0.00,,011,C00492785,,,CRUZ,RAFAEL,TED,,,S,TX,00,,,,,,,,
SB23,C00002972,500015693,,,CCM,Tenney For Congress,,,,,,3410 Alabama Ave,,Alexandria,VA,223051736,P2024,,2023-06-15,2500.00,0.00,,011,C00561183,,,Tenney,Claudia,,,,H,VA,,,,,,,,,
SB23,C00002972,500015638,,,CCM,TERESA FOR ALL,,,,,,PO Box 2675,,Santa Fe,NM,875042675,P2024,,2023-06-08,1000.00,0.00,,011,C00704049,,,Leger Fernandez,Teresa,,,,H,NM,03,,,,,,,,
SB23,C00002972,500015681,,,CCM,Terri Sewell For Congress,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,P2024,,2023-06-15,1000.00,0.00,,011,C00458976,,,SEWELL,TERRI,,,,H,AL,07,,,,,,,,
SB23,C00002972,500015697,,,CCM,Texans For Cuellar For Congress Campaign,,,,,,1701 16Th St NW,Apt 121,Washington,DC,200093110,P2024,,2023-06-15,1000.00,0.00,,011,C00371302,,,Cuellar,Henry,,,,H,TX,28,,,,,,,,
SB23,C00002972,500015618,,,CCM,Tom Emmer For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-06-08,1000.00,0.00,,011,C00545749,,,EMMER,TOM,,,,H,MN,06,,,,,,,,
SB23,C00002972,500015635,,,CCM,Trent Kelly For Congress,,,,,,PO Box 7092,,Tupelo,MS,388027092,P2024,,2023-06-08,1000.00,0.00,,011,C00573980,,,KELLY,TRENT,,,,H,VA,01,,,,,,,,
SB23,C00002972,500015680,,,PAC,VELVET HAMMER PAC,,,,,,1140 3Rd St NE,Fl 2,Washington,DC,200026723,P2024,,2023-06-15,5000.00,0.00,,011,C00692111,VELVET HAMMER PAC,,,,,,,,,,,,,,,,,
SB23,C00002972,500015698,,,CCM,Vicente Gonzalez For Congress,,,,,,PO Box 15096,,Washington,DC,200030096,P2024,,2023-06-15,1000.00,0.00,,011,C00592659,,,Gonzalez,Vicente,,,,H,TX,15,,,,,,,,
SB23,C00002972,500015708,,,CCM,William Timmons For Congress,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,P2024,,2023-06-22,2000.00,0.00,,011,C00668491,,,TIMMONS,WILLIAM,,,,H,SC,04,,,,,,,,
SB23,C00002972,500015622,,,CCM,Yvette Clarke For Congress,,,,,,PO Box 250200,,Brooklyn,NY,112250200,P2024,,2023-06-08,1000.00,0.00,,011,C00415331,,,CLARKE,YVETTE,,,,H,DC,09,,,,,,,,
