form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00867010,SB22.I3459,,,PAC,BEST BERNIE PAC,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,306051332,,,2024-09-13,62422.23,,TRANSFERS OF NET PROCEEDS,,C00863373,,,,,,,,,,,  ,,,,,,,
SB22,C00867010,SB22.I3460,,,PAC,BEST BERNIE PAC,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,306051332,,,2024-09-30,6029.86,,TRANSFER OF NET PROCEEDS,,C00863373,,,,,,,,,,,  ,,,,,,,
SB22,C00867010,SB22.I3511,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-07-31,500000.00,,TRANSFER OF NET PROCEEDS,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00867010,SB22.I3512,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-08-30,635396.73,,TRANSFER OF NET PROCEEDS,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00867010,SB22.I3513,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-08-30,106148.78,,TRANSFER OF NET PROCEEDS,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00867010,SB22.I3514,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-08-30,3169.17,,TRANSFER OF NET PROCEEDS,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00867010,SB22.I3515,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-13,390177.08,,TRANSFER OF NET PROCEEDS,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00867010,SB22.I3516,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-13,132395.41,,TRANSFER OF NET PROCEEDS,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00867010,SB22.I3517,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-13,64346.12,,TRANSFER OF NET PROCEEDS,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00867010,SB22.I3518,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-30,355917.44,,TRANSFER OF NET PROCEEDS,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00867010,SB22.I3519,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-30,12452.61,,TRANSFER OF NET PROCEEDS,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00867010,SB22.I3522,,,PTY,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,,,,,,211 S FIFTH STREET,,COLUMBUS,OH,43215,,,2024-08-30,112942.05,,TRANSFER OF NET PROCEEDS,,C00162339,,,,,,,,,,,  ,,,,,,,
