form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00664664,SB23.6445,,,CCM,Committee to Elect Ruth Smith,,,,,,PO Box 1823,,Weaverville,NC,28787,,,2024-08-24,1000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6426,,,CCM,Committee to Elect Todd Carver for NC House,,,,,,168 Elysian Dr,,Mooresville,NC,28117,,,2024-08-24,1000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6457,,,CCM,Committee to Elect Vickie Sawyer,,,,,,337 Whippoorwill Road,,Mooresville,NC,28117,,,2024-09-17,5000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6444,,,PAC,Committee to Re-Elect Becky Carney,,,,,,PO Box 32873,,Charlotte,NC,28232,,,2024-08-24,2000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6454,,,CCM,Danny Britt for NC Senate,,,,,,1101 North Walnut St,,Lumberton,NC,28358,,,2024-09-04,3000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6448,,,CCM,David Willis for NC,,,,,,PO Box 933,,Waxhaw,NC,28173,,,2024-09-04,3000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6447,,,CCM,Friends of Ted Alexander,,,,,,409 Beaumonde Ave,,Shelby,NC,28150,,,2024-09-04,3000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6432,,,CCM,Heather Rhyne Committee,,,,,,PO Box 97275,,Raleigh,NC,27624,,,2024-08-24,2000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6419,,,CCM,Lazzara for NC Senate,,,,,,300 N. Salisbury Street,Rm. 300-C,Raleigh,NC,27603,,,2024-07-24,6400.00,,Fundraising,,,,,,,,,,S,NC,06,,,,,,,,
SB23,C00664664,SB23.6443,,,CCM,Lofton for NC,,,,,,PO Box 30037,,Charlotte,NC,28230,,,2024-08-24,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6450,,,CCM,Mark Hollo for NC Senate,,,,,,"300 N. Salisbury Street, Rm. 639",,Raleigh,NC,27603,,,2024-09-04,5000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6449,,,PAC,McInnis fo State Senate,,,,,,PO Box 3776,,Pinehurst,NC,28374,,,2024-09-04,2000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6434,,,CCM,Mike Schietzelt for NC,,,,,,PO Box 97275,,Raleigh,NC,27624,,,2024-08-24,2000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6438,,,CCM,Pike for District 6,,,,,,35 Cypress Point,,Sanford,NC,27332,,,2024-08-24,1000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6456,,,CCM,Rabon for Senate,,,,,,521 Cherrytree Road,,Winnabow,NC,28479,,,2024-09-04,6400.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6440,,,CCM,Tricia Cotham Committee,,,,,,434 Fayetteville St,Ste 2020,Raleigh,NC,27601,,,2024-08-24,6400.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6436,,,CCM,William Brisson for NC House,,,,,,PO Box 531,,Bublin,NC,28332,,,2024-08-24,2000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6428,,,CCM,Zack Hawkins for NC,,,,,,PO Box 829,,Durham,NC,27702,,,2024-08-24,1000.00,,Fundraising,,,,,,,,,,,,,,,,,,,,
