form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00525238,SB23.5673,,,CCM,NANCY DAHLSTROM FOR ALASKA,,,,,,PO BOX 242442,,ANCHORAGE,AK,99524,P2024,,2023-12-19,1000.00,,CONTRIBUTION,,C00856716,NANCY DAHLSTROM FOR ALASKA,H4AK00156,DAHLSTROM,NANCY,,,,H,AK,00,,,,,,,,
SB23,C00525238,SB23.5642,,,CCM,NIEMEYER FOR CONGRESS,,,,,,PO BOX 727,,CEDAR LAKE,IN,46303,P2024,,2023-12-19,1000.00,,CONTRIBUTION,,C00851972,NIEMEYER FOR CONGRESS,H4IN01210,NIEMEYER,RANDELL,C.,,,H,IN,01,,,,,,,,
SB23,C00525238,SB23.5652,,,CCM,REDDY FOR KANSAS,,,,,,BO BOX 15804,,LENEXA,KS,66285,P2024,,2023-12-19,1000.00,,CONTRIBUTION,,C00845347,REDDY FOR KANSAS,H4KS03212,REDDY,PRASANTH,,DR.,,H,KS,03,,,,,,,,
SB23,C00525238,SB23.5669,,,CCM,ROB FOR PA,,,,,,11 DOCK ST BOX 971,,PITTSTON,PA,18640,P2024,,2023-12-19,1000.00,,CONTRIBUTION,,C00852137,ROB FOR PA,H4PA17166,MERCURI,ROBERT W,,,,H,PA,17,,,,,,,,
SB23,C00525238,SB23.5634,,,ORG,THE M GROUP,,,,,,107 S WEST STREET,SUITE 176,ALEXANDRIA,VA,22314,P2024,,2023-06-22,1000.00,,IN-KIND: FUNDRAISING CONSULTING SVCS.,,,,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,X,
SB23,C00525238,SB23.5633,,,ORG,THE M GROUP,,,,,,107 S WEST STREET,SUITE 176,ALEXANDRIA,VA,22314,P2024,,2023-08-02,1000.00,,IN-KIND: FUNDRAISING CONSULTING SVCS.,,,,H4IL12060,BOST,MICHAEL,,,,H,IL,12,,,,,,,X,
SB23,C00525238,SB23.5628,,,ORG,THE M GROUP,,,,,,107 S WEST STREET,SUITE 176,ALEXANDRIA,VA,22314,P2024,,2023-09-21,1000.00,,IN-KIND: FUNDRAISING CONSULTING SVCS.,,,,H0CA25105,GARCIA,MICHAEL,,,,H,CA,27,,,,,,,X,
SB23,C00525238,SB23.5654,,,CCM,THERIAULT FOR CONGRESS,,,,,,PO BOX 291,,FORT KENT,ME,04743,P2024,,2023-12-19,1000.00,,CONTRIBUTION,,C00852061,THERIAULT FOR CONGRESS,H4ME02291,THERIAULT,AUSTIN,LEO,,,H,ME,02,,,,,,,,
SB23,C00525238,SB23.5653,,,CCM,TOM BARRETT FOR CONGRESS,,,,,,PO BOX 15221,,LANSING,MI,48901,P2024,,2023-12-19,1000.00,,CONTRIBUTION,,C00793976,TOM BARRETT FOR CONGRESS,H2MI07123,BARRETT,THOMAS,MORE,,,H,MI,07,,,,,,,,
SB23,C00525238,SB23.5619,,,CCM,WALKER 4 NC,,,,,,PO BOX 99247,,RALEIGH,NC,27624,P2024,,2023-12-07,2000.00,,CONTRIBUTION,,C00543231,WALKER 4 NC,H4NC06052,WALKER,BRADLEY MARK,,,,H,NC,06,,,,,,,,
SB23,C00525238,SB23.5670,,,CCM,YVETTE4CONGRESS,,,,,,PO BOX 404,,LA LUZ,NM,88337,P2024,,2023-12-19,1000.00,,CONTRIBUTION,,C00655571,YVETTE4CONGRESS,H8NM02156,HERRELL,STELLA,YVETTE,,,H,NM,02,,,,,,,,
