form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00032979,71022893,,,CCM,Sylvester Turner Campaign,,,,,,4303 N. SAM HOUSTON PKWY E,,Houston,TX,77032,G2024,,2024-10-29,2500.00,0.00,GENERAL 2024,011,C00885301,Sylvester Turner Campaign,,Turner,Sylvester,,,,H,TX,18,,,,,,,,GENERAL 2024
SB23,C00032979,71022894,,,CCM,Tony Vargas For Congress,,,,,,PO Box 746,,BOYS TOWN,NE,68010,G2024,,2024-10-29,5000.00,0.00,GENERAL 2024,011,C00784371,Tony Vargas For Congress,H2NE02132,Vargas,Anthony,,,,H,NE,02,,,,,,,,GENERAL 2024
SB23,C00032979,71022895,,,COM,VARGAS VICTORY FUND 2024,,,,,,PO Box 493,,BOYS TOWN,NE,68010,,,2024-10-29,5000.00,0.00,CONTRIBUTION,011,,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB23,C00032979,71022898,,,PAC,RETIRE CAREER POLITICIANS,,,,,,PO BOX 15845,,WASHINGTON,DC,20003,,,2024-10-29,75000.00,0.00,C00876482,011,C00876482,,,,,,,,,,,,,,,,,,C00876482
SB23,C00032979,71022900,,,CCM,Janelle Bynum For Congress,,,,,,"10121 Se Sunnyside Rd., #300",,Clackamas,OR,97015,G2024,,2024-10-29,5000.00,0.00,GENERAL 2024,011,C00843425,Janelle Bynum For Congress,H4OR05304,Bynum,Janelle,,Rep.,,H,OR,05,,,,,,,,GENERAL 2024
SB23,C00032979,71022901,,,CCM,GILLEN FOR NEW YORK,,,,,,PO Box 774,,ROCKVILLE CENTRE,NY,20036,G2024,,2024-10-29,1000.00,0.00,GENERAL 2024,011,C00840165,GILLEN FOR NEW YORK,H4NY04158,Gillen,Laura,,Ms.,,H,NY,04,,,,,,,,GENERAL 2024
SB23,C00032979,71022902,,,PAC,MEEKS VICTORY FUND 24,,,,,,120-24 PLAINVIEW AVE,,FAR ROCKAWAY,NY,11691,,,2024-10-29,2500.00,0.00,CONTRIBUTION,011,C00833319,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB23,C00032979,71025169,,,PAC,PROJECT 72 WI PAC,,,,,,4230 N. OAKLAND AVE UNIT 176,,SHOREWOOD,WI,53211,,,2024-11-01,75000.00,0.00,C00833228,011,C00833228,,,,,,,,,,,,,,,,,,C00833228
SB23,C00032979,71025170,,,PAC,BLUE MAJORITY PAC,,,,,,PO BOX 327,,MADISON,WI,53701,,,2024-11-04,5000.00,0.00,CONTRIBUTION,011,C00529693,,,,,,,,,,,,,,,,,,CONTRIBUTION
SB23,C00032979,71213927,,,CCM,GREG CASAR FOR CONGRESS,,,,,,PO BOX 301923,,AUSTIN,TX,78703,G2024,,2024-11-18,-2500.00,0.00,VOID CK DATED 2/29/2024; NOT RE-ISSUED,011,C00791897,GREG CASAR FOR CONGRESS,,CASAR,GREG,,,,H,TX,35,,,,,,,,VOID CK DATED 2/29/2024; NOT RE-ISSUED
SB23,C00032979,71213928,,,CCM,Whitehouse For Senate,,,,,,P.O. Box 40280,,Providence,RI,02940,G2024,,2024-11-18,-5000.00,0.00,VOID CK DATED 10/22/2024; NOT RE-ISSUED,011,C00410803,Whitehouse For Senate,S6RI00221,Whitehouse,Sheldon,,Mr.,,S,RI,,,,,,,,,VOID CK DATED 10/22/2024; NOT RE-ISSUED
