form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00828152,SB21B.I10168,,,ORG,"MKJ, INC.",,,,,,5422 ALBIA ROAD,,BETHESDA,MD,20816,,,2023-07-10,5000.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10169,,,ORG,RIVET STRATEGIES LLC,,,,,,204 37TH AVENUE NORTH,#439,ST. PETERSBURG,FL,33704,,,2023-07-10,10000.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10202,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-07-11,400.30,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10182,,,ORG,BOYER CONSULTING GROUP,,,,,,1424 HUDSON STREET,APT. 4H,HOBOKEN,NJ,07030,,,2023-07-11,3350.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10183,,,ORG,DONORBUREAU,,,,,,1550 W MCEWEN DR,STE 300,FRANKLIN,TN,37067,,,2023-07-11,8302.16,,LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10184,,,ORG,HDS,,,,,,633 NAPOR BOULEVARD,,PITTSBURGH,PA,15205,,,2023-07-11,30476.83,,MERCHANDISE: T-SHIRT/STICKER/MUGS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10188,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-11,4405.55,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10207,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-07-12,264.30,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10210,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-07-13,212.60,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10247,,,ORG,APEX STRATEGIES LLC,,,,,,PO BOX 17302,,ARLINGTON,VA,22216,,,2023-07-13,18487.42,,DIGITAL CONSULTING/GRAPHIC DESIGN,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10248,,,ORG,"DMS, INC.",,,,,,6890 E SUNRISE DRIVE,STE 120-197,TUCSON,AZ,85750,,,2023-07-14,21673.54,,LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10254,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-14,1923.25,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10275,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-07-17,40.30,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10276,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-18,783.12,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10298,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-07-21,1009.20,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10321,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2023-07-21,25.00,,BANK FEE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10301,,,ORG,PEERLY INC.,,,,,,2232 DELL RANGE BLVD,STE 287,CHEYENNE,WY,82009,,,2023-07-21,107312.82,,TEXT MESSAGING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10310,,,ORG,"DESERT HEARTLAND, LLC",,,,,,9 TAPADERO LANE,,LAS VEGAS,NV,89135,,,2023-07-25,5979.59,,FINANCE CONSULTING/TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10312,,,ORG,SILICON BEACH DATA,,,,,,5694 MISSION CENTER ROAD,SUITE 602-478,SAN DIEGO,CA,92108,,,2023-07-25,826.28,,LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10311,,,ORG,"THE GRASSROOTS FOR YOU, LLC",,,,,,1408 BARTON CREEK BLVD,,AUSTIN,TX,78735,,,2023-07-25,10000.00,,DATA SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10322,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-25,3376.97,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10406,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-07-26,200.30,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10541,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-07-31,200.30,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10539,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-08-01,2328.02,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10621,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-08-02,40.30,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10622,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-08-02,1024.90,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10627,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-08-04,664.60,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10663,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-08-08,80.60,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10629,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-08-08,4560.66,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10690,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-08-10,344.90,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10710,,,ORG,APEX STRATEGIES LLC,,,,,,PO BOX 17302,,ARLINGTON,VA,22216,,,2023-08-11,18968.57,,DIGITAL CONSULTING/GRAPHIC DESIGN,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11663,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2023-08-11,25.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11664,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2023-08-11,25.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11662,,,ORG,NINE ONE SIX LLC,,,,,,"2311 WILSON BLVD, STE 200",,ARLINGTON,VA,22201,,,2023-08-11,79050.07,,EMAIL MARKETING/TEXT MESSAGING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10711,,,ORG,PERSON 2 PERSON LLC,,,,,,2800 S SHIRLINGTON ROAD,FLOOR 9,ARLINGTON,VA,22206,,,2023-08-11,64910.13,,LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10708,,,ORG,STRATEGIC VICTORY SOLUTIONS,,,,,,1305 W 11TH STREET,#213,HOUSTON,TX,77008,,,2023-08-11,6500.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10717,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-08-14,1549.20,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10703,,,ORG,BOYER CONSULTING GROUP,,,,,,1424 HUDSON STREET,APT. 4H,HOBOKEN,NJ,07030,,,2023-08-14,3350.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10709,,,ORG,CMDI,,,,,,4201 WILSON BLVD,3RD FLOOR,ARLINGTON,VA,22203,,,2023-08-14,5452.80,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10704,,,ORG,COLDSPARK,,,,,,307 FOURTH AVENUE,14TH FLOOR,PITTSBURGH,PA,15222,,,2023-08-14,2500.00,,FINANCE/COMMUNICATIONS CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10707,,,ORG,LOVAS CO.,,,,,,6635 WEST HAPPY VALLEY ROAD,"A104, PMB 198",GLENDALE,AZ,85310,,,2023-08-14,100.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10705,,,ORG,"MKJ, INC.",,,,,,5422 ALBIA ROAD,,BETHESDA,MD,20816,,,2023-08-14,5000.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10706,,,ORG,RIVET STRATEGIES LLC,,,,,,204 37TH AVENUE NORTH,#439,ST. PETERSBURG,FL,33704,,,2023-08-14,5000.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10712,,,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE AVE NW,,GRAND RAPIDS,MI,49503,,,2023-08-15,852.30,,LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10715,,,ORG,"DMS, INC.",,,,,,6890 E SUNRISE DRIVE,STE 120-197,TUCSON,AZ,85750,,,2023-08-15,24080.60,,LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10713,,,ORG,POP ACTA,,,,,,123 N COLLEGE AVE,STE 390,FORT COLLINS,CO,80524,,,2023-08-15,22.50,,LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10714,,,ORG,SILICON BEACH DATA,,,,,,5694 MISSION CENTER ROAD,SUITE 602-478,SAN DIEGO,CA,92108,,,2023-08-15,1745.62,,LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10718,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-08-15,2934.93,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10747,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-08-16,240.60,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10777,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-08-18,800.30,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10798,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-08-22,1184.60,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10786,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-08-22,3541.40,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10818,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-08-28,1211.60,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10827,,,ORG,"44 NORTH LISTS, LLC",,,,,,502 6TH STREET,,HUDSON,WI,54016,,,2023-08-29,33893.48,,LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10833,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-08-29,1265.50,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10824,,,ORG,"CHALMERS, ADAMS, BACKER, & KAUFMAN, LLC",,,,,,5805 STATE BRIDGE ROAD,#G77,JOHNS CREEK,GA,30097,,,2023-08-29,950.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10823,,,ORG,CMDI,,,,,,4201 WILSON BLVD,3RD FLOOR,ARLINGTON,VA,22203,,,2023-08-29,4718.35,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10826,,,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE AVE NW,,GRAND RAPIDS,MI,49503,,,2023-08-29,405.00,,LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10825,,,ORG,"DESERT HEARTLAND, LLC",,,,,,9 TAPADERO LANE,,LAS VEGAS,NV,89135,,,2023-08-29,5000.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10830,,,ORG,HDS,,,,,,633 NAPOR BOULEVARD,,PITTSBURGH,PA,15205,,,2023-08-29,51352.36,,MERCHANDISE: T-SHIRT/MUGS/HATS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10832,,,ORG,PEERLY INC.,,,,,,2232 DELL RANGE BLVD,STE 287,CHEYENNE,WY,82009,,,2023-08-29,44254.36,,TEXT MESSAGING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10831,,,ORG,PERSON 2 PERSON LLC,,,,,,2800 S SHIRLINGTON ROAD,FLOOR 9,ARLINGTON,VA,22206,,,2023-08-29,39300.00,,LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10828,,,ORG,SCR & ASSOCIATES LLC,,,,,,100 TRADECENTER DRIVE,SUITE G-700,WOBURN,MA,01801,,,2023-08-29,750.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10819,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-08-29,7059.01,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10917,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-08-30,2760.30,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10944,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-09-01,2226.70,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10829,,,ORG,BOYER CONSULTING GROUP,,,,,,1424 HUDSON STREET,APT. 4H,HOBOKEN,NJ,07030,,,2023-09-01,3350.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10956,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2023-09-01,25.00,,BANK FEE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10951,,,ORG,NINE ONE SIX LLC,,,,,,"2311 WILSON BLVD, STE 200",,ARLINGTON,VA,22201,,,2023-09-01,76545.70,,EMAIL MARKETING/TEXT MESSAGING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10959,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-09-05,1064.60,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10952,,,ORG,COLDSPARK,,,,,,307 FOURTH AVENUE,14TH FLOOR,PITTSBURGH,PA,15222,,,2023-09-05,2500.00,,FINANCE/COMMUNICATIONS CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I10957,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-09-05,12333.20,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11016,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-09-06,2005.20,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11020,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-09-07,1625.50,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11184,,,ORG,APEX STRATEGIES LLC,,,,,,PO BOX 17302,,ARLINGTON,VA,22216,,,2023-09-08,31502.08,,DIGITAL CONSULTING/EMAIL MARKETING/GRAPHIC DESIGN,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11183,,,ORG,STRATEGIC VICTORY SOLUTIONS,,,,,,1305 W 11TH STREET,#213,HOUSTON,TX,77008,,,2023-09-08,6500.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11100,,,ORG,THE CHICAGO CLUB,,,,,,PO BOX 92737,,CHICAGO,IL,60675,,,2023-09-08,4322.37,,EVENT CATERING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11186,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-09-11,3595.00,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11099,,,ORG,CMDI,,,,,,4201 WILSON BLVD,3RD FLOOR,ARLINGTON,VA,22203,,,2023-09-11,5747.90,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11160,,,ORG,"MKJ, INC.",,,,,,5422 ALBIA ROAD,,BETHESDA,MD,20816,,,2023-09-11,5000.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11098,,,ORG,"THE GRASSROOTS FOR YOU, LLC",,,,,,1408 BARTON CREEK BLVD,,AUSTIN,TX,78735,,,2023-09-11,10000.00,,DATA SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11211,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-09-12,696.60,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11187,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-09-12,10651.29,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11213,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-09-13,240.60,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11272,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-09-15,3311.90,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11278,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2023-09-15,25.00,,BANK FEE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11270,,,ORG,PEERLY INC.,,,,,,2232 DELL RANGE BLVD,STE 287,CHEYENNE,WY,82009,,,2023-09-15,82213.51,,TEXT MESSAGING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11271,,,ORG,X CORP.,,,,,,1355 MARKET STREET,SUITE 900,SAN FRANCISCO,CA,94109,,,2023-09-18,1541.72,,DIGITAL ADVERTISING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11331,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-09-19,4808.50,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11338,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2023-09-19,25.00,,BANK FEE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11336,,,ORG,NINE ONE SIX LLC,,,,,,"2311 WILSON BLVD, STE 200",,ARLINGTON,VA,22201,,,2023-09-19,257319.02,,EMAIL MARKETING/TEXT MESSAGING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00828152,SB21B.I11279,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-09-19,7291.61,,PROCESSING FEES,001,,,,,,,,,,,,  ,,,,,,,
