form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00363879,4611448,,,COM,Kyle Ardoin Campaign Fund,,,,,,4008 Hyacinth Ave.,,Baton Rouge,LA,70808,,,2023-01-10,2500.00,0.00,"Kyle Ardoin, SECRETARY OF STATE  LA",011,,,,Ardoin,Kyle,,,,,,,,,,,,,,"Kyle Ardoin, SECRETARY OF STATE  LA"
SB29,C00363879,4611703,,,COM,Michael Echols Campaign,,,,,,1800 Riverside Drive,,Monroe,LA,71201,,,2023-01-17,250.00,0.00,"Michael Echols, STATE HOUSE 14th LA",011,,,,Echols,Michael,,,,,,,,,,,,,,"Michael Echols, STATE HOUSE 14th LA"
SB29,C00363879,4612111,,,ORG,Daryn Bovard,,,,,,6415 Esplanade,,Baton Rouge,LA,70806,,,2023-01-19,321.68,0.00,,011,,,,Carter,Gary,,,Jr.,,,,,,,,,,,
SB29,C00363879,4612113,,,ORG,Daryn Bovard,,,,,,6415 Esplanade,,Baton Rouge,LA,70806,,,2023-01-19,321.68,0.00,,011,,,,Duplessis,Royce,,,,,,,,,,,,,,
SB29,C00363879,4612115,,,ORG,Daryn Bovard,,,,,,6415 Esplanade,,Baton Rouge,LA,70806,,,2023-01-19,321.68,0.00,,011,,,,Luneau,Jay,,,,,,,,,,,,,,
SB29,C00363879,4612117,,,ORG,Daryn Bovard,,,,,,6415 Esplanade,,Baton Rouge,LA,70806,,,2023-01-19,321.68,0.00,,011,,,,Boudreaux,Gerald,,,,,,,,,,,,,,
SB29,C00363879,4612119,,,ORG,Daryn Bovard,,,,,,6415 Esplanade,,Baton Rouge,LA,70806,,,2023-01-19,321.68,0.00,,011,,,,Barrow,Regina,,,,,,,,,,,,,,
SB29,C00363879,4612121,,,ORG,Daryn Bovard,,,,,,6415 Esplanade,,Baton Rouge,LA,70806,,,2023-01-19,321.68,0.00,,011,,,,Price,Ed,,,,,,,,,,,,,,
SB29,C00363879,4612125,,,COM,Campaign to Elect John Stefanski,,,,,,P.O. Box 687,,Crowley,LA,70527,,,2023-01-19,-500.00,0.00,Void - Campaign to Elect John Stefanski,011,,,,Stefanski,John,,,,,,,,,,,,,,Void - Campaign to Elect John Stefanski
SB29,C00363879,4612127,,,ORG,Daryn Bovard,,,,,,6415 Esplanade,,Baton Rouge,LA,70806,,,2023-01-20,321.68,0.00,,011,,,,Jackson,Katrina,,,,,,,,,,,,,,
SB29,C00363879,4612129,,,ORG,Daryn Bovard,,,,,,6415 Esplanade,,Baton Rouge,LA,70806,,,2023-01-20,321.68,0.00,,011,,,,Smith,Gary,,,,,,,,,,,,,,
