form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00700260,SB21B.I4106,SB21B.I4103,SB21B,ORG,WATERSOUND CLUB CAMP CREEK,,,,,,684 FAZIO DR,,WATERSOUND,FL,32461,,,2024-08-12,2257.70,,CATERING / FACILITY RENTAL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00700260,SB21B.I4092,,,ORG,CMDI,,,,,,1595 SPRING HILL ROAD,SUITE 500,TYSONS CORNER,VA,22182,,,2024-08-13,250.00,,DATABASE SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00700260,SB21B.I4095,,,ORG,CROSBY OTTENHOFF GROUP,,,,,,421 OFFICE PARK DR,,MOUNTAIN BROOK,AL,35223,,,2024-08-13,3322.12,,COMPLIANCE CONSULTING / DELIVERY,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00700260,SB21B.I4089,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-08-31,1229.40,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00700260,SB21B.I4100,,,ORG,GRAND VALLEY CONSULTING LLC,,,,,,439 NEW JERSEY AVE SE,,WASHINGTON,DC,20003,,,2024-09-04,7000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00700260,SB21B.I4101,,,ORG,GRAND VALLEY CONSULTING LLC,,,,,,439 NEW JERSEY AVE SE,,WASHINGTON,DC,20003,,,2024-09-09,1755.27,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00700260,SB21B.I4093,,,ORG,CMDI,,,,,,1595 SPRING HILL ROAD,SUITE 500,TYSONS CORNER,VA,22182,,,2024-09-11,250.00,,DATABASE SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00700260,SB21B.I4096,,,ORG,CROSBY OTTENHOFF GROUP,,,,,,421 OFFICE PARK DR,,MOUNTAIN BROOK,AL,35223,,,2024-09-11,2236.53,,COMPLIANCE CONSULTING / DELIVERY,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00700260,SB21B.I4097,,,ORG,ED KING,,,,,,915 SOUTHEAST 5TH STREET,,OCALA,FL,34471,,,2024-09-17,2459.93,,CATERING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00700260,SB21B.I4104,SB21B.I4097,SB21B,ORG,MOJOS CATERING,,,,,,2605 SOUTHWEST 33RD STREET,BUILDING 200,OCALA,FL,34471,,,2024-09-17,2459.93,,CATERING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00700260,SB21B.I4090,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-09-30,100.90,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
