form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00009936,26932059,,,CCM,Mike Levin for Congress,,,,,,"600 Pennsylvania Ave, SE",#15180,Washington,DC,20003,P2024,,2023-05-17,1000.00,0.00,"Mike Levin, US HOUSE D-49-CA",011,C00634253,Mike Levin for Congress,H8CA49058,Levin,Mike,,,,H,CA,49,,,,,,,,"Mike Levin, US HOUSE D-49-CA"
SB23,C00009936,26932060,,,CCM,Rosen For Nevada,,,,,,"600 Pennsylvania Avenue SE, Ste158",c/o Mele Brengarth & Associates LL,Washington,DC,20003,P2024,,2023-05-17,2500.00,0.00,"Jacky Rosen, US SENATE D-S2-NV",011,C00606939,Rosen For Nevada,S8NV00156,Rosen,Jacky,,,,S,NV,,,,,,,,,"Jacky Rosen, US SENATE D-S2-NV"
SB23,C00009936,26932069,,,PAC,Taking the Hill PAC,,,,,,"499 South Capitol Street, SW",Suite 420,Washington,DC,20003,,,2023-05-17,5000.00,0.00,federal contribution,011,C00677591,,,,,,,,,,,,,,,,,,federal contribution
SB23,C00009936,26932089,,,CCM,Chuy Garcia for Congress,,,,,,137 N 14th AVe,,Melrose Park,IL,60160,P2024,,2023-05-17,1000.00,0.00,"Jesus Garcia, US HOUSE D-04-IL",011,C00661777,Chuy Garcia for Congress,,Garcia,Jesus,,,,H,IL,04,,,,,,,,"Jesus Garcia, US HOUSE D-04-IL"
SB23,C00009936,26932091,,,CCM,Cartwright For Congress,,,,,,"One Park Row, 5th Floor",,Providence,RI,02903,P2024,,2023-05-17,1000.00,0.00,"Matthew Cartwright, US HOUSE D-08-PA",011,C00509968,Cartwright For Congress,H2PA17079,Cartwright,Matthew,,Mr.,,H,PA,08,,,,,,,,"Matthew Cartwright, US HOUSE D-08-PA"
SB23,C00009936,26932092,,,CCM,Katherine Clark For Congress,,,,,,"600 Pennsylvania Ave, SE",#15180,Washington,DC,20003,P2024,,2023-05-17,5000.00,0.00,"Katherine Clark, US HOUSE D-05-MA",011,C00541888,Katherine Clark For Congress,H4MA05084,Clark,Katherine,,,,H,MA,05,,,,,,,,"Katherine Clark, US HOUSE D-05-MA"
SB23,C00009936,26932093,,,PAC,Cantwell Victory Fund,,,,,,401 2nd Ave South,SUite 303,Seattle,WA,98104,,,2023-05-17,2500.00,0.00,federal contribution,011,C00723189,,,,,,,,,,,,,,,,,,federal contribution
SB23,C00009936,26932094,,,CCM,Re-Elect McGovern Committee,,,,,,6129 Long Meadow Road,,McLean,VA,22101,P2024,,2023-05-17,1000.00,0.00,"Jim McGovern, US HOUSE D-02-MA",011,C00285171,Re-Elect McGovern Committee,,McGovern,James,,,,H,MA,02,,,,,,,,"Jim McGovern, US HOUSE D-02-MA"
SB23,C00009936,26932095,,,CCM,Kaine For Virginia,,,,,,1490-5A Quarterpath Road #272,,Williamsburg,VA,23185,P2024,,2023-05-17,1000.00,0.00,"Timothy Kaine, US SENATE D-S2-VA",011,C00495358,Kaine For Virginia,S2VA00142,Kaine,Timothy,,Mr.,,S,VA,,,,,,,,,"Timothy Kaine, US SENATE D-S2-VA"
SB23,C00009936,26932123,,,CCM,Katherine Clark For Congress,,,,,,"600 Pennsylvania Ave, SE",#15180,Washington,DC,20003,P2024,,2023-04-19,2500.00,0.00,"Katherine Clard, US HOUSE D-04-MA Funds Reported On <Enter Report Name Here>",011,C00541888,Katherine Clark For Congress,H4MA05084,Clark,Katherine,,,,H,MA,05,,,,,,,X,"Katherine Clard, US HOUSE D-04-MA Funds Reported On <Enter Report Name Here>"
SB23,C00009936,26932124,,,CCM,Katherine Clark For Congress,,,,,,"600 Pennsylvania Ave, SE",#15180,Washington,DC,20003,G2024,,2023-05-17,2500.00,0.00,"Katherine Clard, US HOUSE D-04-MA Re-designated funds for trans. dated 4/19/2023",011,C00541888,Katherine Clark For Congress,H4MA05084,Clark,Katherine,,,,H,MA,05,,,,,,,X,"Katherine Clard, US HOUSE D-04-MA Re-designated funds for trans. dated 4/19/2023"
