form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00314997,SB23.16595,,,CCM,DAN CRENSHAW FOR CONGRESS,,,,,,PO BOX 430965,,HOUSTON,TX,77243,P2024,,2023-03-17,2500.00,,,011,C00660795,DAN CRENSHAW FOR CONGRESS,H8TX02166,CRENSHAW,DANIEL,,,,H,TX,02,,,,,,,,
SB23,C00314997,SB23.16627,,,CCM,DAVID ROUZER FOR CONGRESS,,,,,,PO BOX 3142,,WILMINGTON,NC,28406,P2024,,2023-05-26,2500.00,,,011,C00501643,DAVID ROUZER FOR CONGRESS,H2NC07096,ROUZER,DAVID CHESTON,,,,H,NC,07,,,,,,,,
SB23,C00314997,SB23.16629,,,CCM,DR. RAUL RUIZ FOR CONGRESS,,,,,,PO BOX 3433,,PALM DESERT,CA,92261,P2024,,2023-06-28,1000.00,,,011,C00502575,DR. RAUL RUIZ FOR CONGRESS,H2CA36439,RUIZ,RAUL DR,,,,H,CA,36,,,,,,,,
SB23,C00314997,SB23.16630,,,PAC,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,,,,,,P.O. BOX 231,,LUTHERVILLE,MD,21094,P2024,,2023-03-17,2000.00,,,011,,,H2MD02160,RUPPERSBERGER,C. A. DUTCH,,,,H,MD,02,,,,,,,,
SB23,C00314997,SB23.16598,,,CCM,DWIGHT EVANS FOR CONGRESS,,,,,,PO BOX 6578,,PHILADELPHIA,PA,19138,P2024,,2023-03-17,1000.00,,,011,C00591065,DWIGHT EVANS FOR CONGRESS,H6PA02171,EVANS,DWIGHT,,,,H,PA,03,,,,,,,,
SB23,C00314997,SB23.16608,,,CCM,FAMILIES FOR JAMES LANKFORD,,,,,,PO BOX 1639,,BETHANY,OK,73008,P2028,,2023-04-13,1500.00,,,011,C00466482,FAMILIES FOR JAMES LANKFORD,S4OK00232,LANKFORD,JAMES PAUL,,,,S,OK,00,,,,,,,,
SB23,C00314997,SB23.16600,,,PAC,FIRST IN FREEDOM PAC,,,,,,"824 S MILLEDGE AVE, STE 101",,ATHENS,GA,30605,O2022,Annual,2023-02-17,-2500.00,,,011,C00540146,,,,,,,,,,,,,,,,,,
SB23,C00314997,SB23.16599,,,PAC,FIRST IN FREEDOM PAC,,,,,,"824 S MILLEDGE AVE, STE 101",,ATHENS,GA,30605,O2023,Annual,2023-03-03,2500.00,,,011,C00540146,,,,,,,,,,,,,,,,,,
SB23,C00314997,SB23.16581,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,PO BOX 15293,,WASHINGTON,DC,20003,G2024,,2023-03-21,4500.00,,,011,C00264697,FRIENDS OF SHERROD BROWN,S6OH00163,BROWN,SHERROD,,,,S,OH,00,,,,,,,,
SB23,C00314997,SB23.16621,,,CCM,GARY PALMER FOR CONGRESS,,,,,,1919 OXMOOR RD #235,,HOMEWOOD,AL,35209,P2024,,2023-04-13,1000.00,,,011,C00551374,GARY PALMER FOR CONGRESS,H4AL06098,PALMER,GARY,,,,H,AL,06,,,,,,,,
SB23,C00314997,SB23.16602,,,CCM,GUTHRIE FOR CONGRESS,,,,,,PO BOX 9639,,BOWLING GREEN,KY,42102,P2024,,2023-05-10,5000.00,,,011,C00445023,GUTHRIE FOR CONGRESS,H8KY02031,GUTHRIE,S. BRETT HON.,,,,H,KY,02,,,,,,,,
SB23,C00314997,SB23.16603,,,CCM,HERN FOR CONGRESS,,,,,,9521-B RIVERSIDE PKWY,#350,TULSA,OK,74137,P2024,,2023-04-13,1500.00,,,011,C00636092,HERN FOR CONGRESS,H8OK01157,HERN,KEVIN,,,,H,OK,01,,,,,,,,
SB23,C00314997,SB23.16606,,,CCM,HUDSON FOR CONGRESS,,,,,,PO BOX 5053,,CONCORD,NC,28027,P2024,,2023-03-17,5000.00,,,011,C00504522,HUDSON FOR CONGRESS,H2NC08185,HUDSON,RICHARD L. JR.,,,,H,NC,08,,,,,,,,
SB23,C00314997,SB23.16638,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,P2024,,2023-03-17,5000.00,,,011,C00541862,JASON SMITH FOR CONGRESS,H4MO08162,SMITH,JASON T,,,,H,MO,08,,,,,,,,
SB23,C00314997,SB23.16622,,,CCM,JIMMY PANETTA FOR CONGRESS,,,,,,PO BOX 103,,CARMEL VALLEY,CA,93924,P2024,,2023-03-24,1000.00,,,011,C00592154,JIMMY PANETTA FOR CONGRESS,H6CA20152,PANETTA,JIMMY,,,,H,CA,19,,,,,,,,
SB23,C00314997,SB23.16607,,,CCM,JOHNSON FOR CONGRESS,,,,,,PO BOX 906,,MARIETTA,OH,45750,P2024,,2023-05-26,1500.00,,,011,C00476820,JOHNSON FOR CONGRESS,H0OH06189,JOHNSON,BILL,,,,H,OH,06,,,,,,,,
SB23,C00314997,SB23.16626,,,CCM,LISA BLUNT ROCHESTER FOR CONGRESS,,,,,,PO BOX 9767,,WILMINGTON,DE,19809,P2024,,2023-03-17,1500.00,,,011,C00590778,LISA BLUNT ROCHESTER FOR CONGRESS,H6DE00206,BLUNT ROCHESTER,LISA,,,,H,DE,00,,,,,,,,
SB23,C00314997,SB23.16616,,,CCM,LISA MURKOWSKI FOR US SENATE,,,,,,PO BOX 100847,,ANCHORAGE,AK,99510,P2028,,2023-05-10,1500.00,,,011,C00384529,LISA MURKOWSKI FOR US SENATE,S4AK00099,MURKOWSKI,LISA,,,,S,AK,00,,,,,,,,
SB23,C00314997,SB23.16580,,,CCM,MARSHA FOR SENATE,,,,,,PO BOX 3750,,BRENTWOOD,TN,37024,P2024,,2023-03-24,1500.00,,,011,C00376939,MARSHA FOR SENATE,S8TN00337,BLACKBURN,MARSHA MRS.,,,,S,TN,00,,,,,,,,
SB23,C00314997,SB23.16609,,,CCM,MENENDEZ FOR SENATE,,,,,,ONE GATEWAY CENTER SUITE 520,,NEWARK,NJ,07102,P2024,,2023-03-17,2500.00,,,011,C00264564,MENENDEZ FOR SENATE,S6NJ00289,MENENDEZ,ROBERT,,,,S,NJ,00,,,,,,,,
SB23,C00314997,SB23.16612,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,PO BOX 33,,OTTUMWA,IA,52501,P2024,,2023-05-26,1500.00,,,011,C00558825,MILLER-MEEKS FOR CONGRESS,H8IA02043,MILLER-MEEKS,MARIANNETTE JANE,,,,H,IA,01,,,,,,,,
SB23,C00314997,SB23.16618,,,PAC,NEW DEMOCRAT COALITION ACTION FUND,,,,,,233 PENNSYLVANIA AVE SE,2ND FLOOR,WASHINGTON,DC,20003,O2023,Annual,2023-06-28,5000.00,,,011,C00409730,,,,,,,,,,,,,,,,,,
SB23,C00314997,SB23.16620,,,CCM,PALLONE FOR CONGRESS,,,,,,PO BOX 3176,.,Long Branch,NJ,07740,P2024,,2023-04-13,5000.00,,,011,C00226928,PALLONE FOR CONGRESS,H8NJ03073,PALLONE,FRANK JR.,,,,H,NJ,06,,,,,,,,
SB23,C00314997,SB23.16639,,,CCM,PAUL TONKO FOR CONGRESS,,,,,,911 CENTRAL AVENUE,PO BOX 221,ALBANY,NY,12206,P2024,,2023-03-17,1000.00,,,011,C00450049,PAUL TONKO FOR CONGRESS,H8NY21203,TONKO,PAUL DAVID,,,,H,NY,20,,,,,,,,
SB23,C00314997,SB23.16563,,,CCM,PETE AGUILAR FOR CONGRESS,,,,,,PO BOX 10954,,SAN BERNARDINO,CA,92423,P2024,,2023-01-31,5000.00,,,011,C00510461,PETE AGUILAR FOR CONGRESS,H2CA31125,AGUILAR,PETE,,,,H,CA,33,,,,,,,,
SB23,C00314997,SB23.16624,,,PAC,REPUBLICAN GOVERNANCE GROUP/TUESDAY GROUP PAC,,,,,,610 S. BOULEVARD,,TAMPA,FL,33606,O2023,Annual,2023-04-27,5000.00,,,011,C00433060,,,,,,,,,,,,,,,,,,
SB23,C00314997,SB23.16617,,,CCM,RICHARD E NEAL FOR CONGRESS COMMITTEE,,,,,,76 MAGNOLIA TERRACE,,SPRINGFIELD,MA,01108,P2024,,2023-03-17,5000.00,,,011,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE,H8MA02041,NEAL,RICHARD E MR.,,,,H,MA,01,,,,,,,,
SB23,C00314997,SB23.16623,,,CCM,SCOTT PETERS FOR CONGRESS,,,,,,PO BOX 75357,,WASHINGTON,DC,20002,P2024,,2023-02-02,5000.00,,,011,C00503110,SCOTT PETERS FOR CONGRESS,H2CA52089,PETERS,SCOTT,,,,H,CA,52,,,,,,,,
SB23,C00314997,SB23.16633,,,CCM,STAND WITH SANCHEZ,,,,,,PO BOX 4006,,WHITTIER,CA,90607,P2024,,2023-03-17,1000.00,,,011,C00384057,STAND WITH SANCHEZ,H2CA39078,SANCHEZ,LINDA,,,,H,CA,38,,,,,,,,
SB23,C00314997,SB23.16573,,,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,PO BOX 6687,,LUBBOCK,TX,79493,P2024,,2023-06-28,1000.00,,,011,C00588657,TEXANS FOR JODEY ARRINGTON,H6TX19099,ARRINGTON,JODEY,,,,H,TX,19,,,,,,,,
SB23,C00314997,SB23.16582,,,CCM,TONY CARDENAS FOR CONGRESS,,,,,,249 E. OCEAN BLVD. SUITE 685,,LONG BEACH,CA,90802,P2024,,2023-03-17,1000.00,,,011,C00498873,TONY CARDENAS FOR CONGRESS,H2CA28113,CARDENAS,TONY,,,,H,CA,29,,,,,,,,
