form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00428391,B890281,,,CCM,Woog for House District 19,,,,,,PO BOX 12,,Frederick,CO,80530,O2024,Election Cycle,2024-10-24,400.00,,O-2024 State House 19 CO,011,,,,Woog,Daniel,,,,H,CO,19,,,,,,,,
SB29,C00428391,B891021,,,COM,New Day Colorado Fund,,,,,,PO Box 324 Fort,,Lupton,CO,80621,O2024,Not Applicable,2024-10-29,2000.00,,Non-Fed Political Org-State,011,,,,,,,,,,, ,,,,,,,,
SB29,C00428391,B891024,,,COM,All Together Colorado,,,,,,191 University Blvd Ste 118,,Denver,CO,80206,O2024,Not Applicable,2024-10-29,2500.00,,Non-Fed Political Org-State,011,,,,,,,,,,, ,,,,,,,,
SB29,C00428391,B891026,,,COM,Senate Majority Fund,,,,,,2318 Curtis Street,,Denver,CO,80205,O2024,Not Applicable,2024-10-29,2500.00,,Non-Fed Political Org-State,011,,,,,,,,,,, ,,,,,,,,
SB29,C00428391,B889320,,,CCM,Meyer for Delaware,,,,,,P.O. Box 2024,,Wilmington,DE,19899,G2024,,2024-10-18,1200.00,,G-2024 Governor  DE,011,,,,Meyer,Matt,,,,,DE, ,,,,,,,,
SB29,C00428391,B891035,,,CCM,Friends of Malcolm Augustine,,,,,,1215 E. Fort Ave. #106,,Baltimore,MD,21230,O2026,Election Cycle,2024-10-31,200.00,,O-2026 State Senate 47 MD,011,,,,Augustine,Malcolm,,,,S,MD,47,,,,,,,,
SB29,C00428391,B891039,,,CCM,Friends of Regina T. Boyce,,,,,,6 Bladen Street Rm 251,,Annapolis,MD,21476,O2026,Election Cycle,2024-10-31,1000.00,,O-2026 State Delegate 43A MD,011,,,,Boyce,Regina,,,,,MD,43,,,,,,,,
SB29,C00428391,B891037,,,CCM,Citizens for Bill Ferguson,,,,,,711 W. 40th Suite 330,,Baltimore,MD,21211,O2026,Election Cycle,2024-10-31,1000.00,,O-2026 State Senate 46 MD,011,,,,Ferguson,Bill,,,,S,MD,46,,,,,,,,
SB29,C00428391,B891036,,,CCM,Citizens for Adrienne Jones,,,,,,17 W. Courtland St. Ste. 210,,Bel Air,MD,21014,O2026,Election Cycle,2024-10-31,1000.00,,O-2026 State House 10 MD,011,,,,Jones,Adrienne,,,,H,MD,10,,,,,,,,
SB29,C00428391,B891038,,,CCM,Friends of Marc Korman,,,,,,7104 Exeter Rd,,Bethesda,MD,20814,O2026,Election Cycle,2024-10-31,1000.00,,O-2026 State House 16 MD,011,,,,Korman,Marc,,,,H,MD,16,,,,,,,,
SB29,C00428391,B891028,,,PAC,Tate's PAC,,,,,,P.O. Box 24355,,Jackson,MS,39225,O2024,Not Applicable,2024-11-07,2500.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00428391,B891027,,,CCM,Friends of Josh Harkins,,,,,,PO Box 320374,,Flowood,MS,39232,P2027,,2024-11-07,500.00,,P-2027 State Senate 20 MS,011,,,,Harkins,Josh,,,,S,MS,20,,,,,,,,
SB29,C00428391,B891029,,,CCM,Committe to Elect Michael Watson,,,,,,PO Box 964,,Pascagoula,MS,39568,P2027,,2024-11-07,2500.00,,P-2027 Secretary of State  MS,011,,,,Watson,Michael,,,,,MS, ,,,,,,,,
SB29,C00428391,B886747,,,CCM,Gaydos for PA,,,,,,PO Box 515,,Sewickley,PA,15143,G2024,,2024-10-01,250.00,,G-2024 State House 44 PA,011,,,,Gaydos,Valerie,,,,H,PA,44,,,,,,,,
SB29,C00428391,B891626,,,CCM,Jeff Barry Campaign,,,,,,P.O. Box 21,,Pearland,TX,77588,G2024,,2024-11-04,500.00,,G-2024 State House 29 TX,011,,,,Barry,Jeff,,,,H,TX,29,,,,,,,,
SB29,C00428391,B892413,,,CCM,Bryan Hughes Campaign,,,,,,P.O. Box 450,,Minneola,TX,75773,P2026,,2024-11-22,1500.00,,P-2026 State Senate 01 TX,011,,,,Hughes,Bryan,,,,S,TX,01,,,,,,,,
SB29,C00428391,B892411,,,CCM,Brooks Landgraf Campaign,,,,,,P.O. Box 13146,,Odessa,TX,79768,G2024,,2024-11-22,1500.00,,G-2024 State House 81 TX,011,,,,Landgraf,Brooks,,,,H,TX,81,,,,,,,,
SB29,C00428391,B892410,,,CCM,Ortiz for Texas House,,,,,,P.O. Box 286,,Corpus Christi,TX,78403,G2024,,2024-11-22,500.00,,G-2024 State House 34 TX,011,,,,Ortiz,Solomon,,,Jr.,H,TX,34,,,,,,,,
