form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00405555,SB23.10336,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO BOX 7108,,LEWISTON,ME,04240,G2024,,2024-11-01,2500.00,,Campaign Contribution,011,C00653816,COMMITTEE TO ELECT JARED GOLDEN,H8ME02185,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
SB23,C00405555,SB23.10478,,,CCM,COURTNEY FOR CONGRESS,,,,,,PO BOX 1372,,VERNON,CT,06066,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00410233,COURTNEY FOR CONGRESS,H2CT02112,COURTNEY,JOSEPH D,,,,H,CT,02,,,,,,,,
SB23,C00405555,SB23.10327,,,CCM,CRAWFORD FOR CONGRESS,,,,,,PO BOX 16956,,JONESBORO,AR,72403,G2024,,2024-11-01,1000.00,,Campaign Contribution,011,C00462374,CRAWFORD FOR CONGRESS,H0AR01083,CRAWFORD,ERIC ALAN RICK,,,,H,AR,01,,,,,,,,
SB23,C00405555,SB23.10456,,,CCM,DALE STRONG FOR CONGRESS,,,,,,P.O. BOX 18502,,HUNTSVILLE,AL,35804,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00774281,DALE STRONG FOR CONGRESS,H2AL05102,STRONG,DALE WHITNEY,,,,H,AL,05,,,,,,,,
SB23,C00405555,SB23.10405,,,CCM,DAN GOLDMAN FOR NEW YORK,,,,,,PO BOX 3306,,NEW YORK,NY,10008,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00816660,DAN GOLDMAN FOR NEW YORK,H2NY10308,GOLDMAN,DANIEL,,,,H,NY,10,,,,,,,,
SB23,C00405555,SB23.10326,,,CCM,DAVID ROUZER FOR CONGRESS,,,,,,PO BOX 3142,,WILMINGTON,NC,28406,G2024,,2024-11-01,3500.00,,Campaign Contribution,011,C00501643,DAVID ROUZER FOR CONGRESS,H2NC07096,ROUZER,DAVID,,,,H,NC,07,,,,,,,,
SB23,C00405555,SB23.10455,,,CCM,DAVID SCOTT FOR CONGRESS,,,,,,P.O. BOX 960821,,RIVERDALE,GA,30296,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00369801,DAVID SCOTT FOR CONGRESS,H2GA13012,SCOTT,DAVID ALBERT,,,,H,GA,13,,,,,,,,
SB23,C00405555,SB23.10335,,,CCM,DEBORAH ROSS FOR CONGRESS,,,,,,PO BOX 28258,,RALEIGH,NC,27611,G2024,,2024-11-01,1000.00,,Campaign Contribution,011,C00729277,DEBORAH ROSS FOR CONGRESS,H0NC02125,ROSS,DEBORAH,,,,H,NC,02,,,,,,,,
SB23,C00405555,SB23.10418,,,CCM,DIANA FOR CONGRESS,,,,,,PO BOX 7208,,KINGSPORT,TN,37664,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00741090,DIANA FOR CONGRESS,H0TN01118,HARSHBARGER,DIANA,,,,H,TN,01,,,,,,,,
SB23,C00405555,SB23.10387,,,CCM,DOGGETT FOR US CONGRESS,,,,,,PO BOX 5843,,AUSTIN,TX,78763,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00286500,DOGGETT FOR US CONGRESS,H4TX10028,DOGGETT,LLOYD,,,,H,TX,35,,,,,,,,
SB23,C00405555,SB23.10409,,,CCM,Don Davis for NC,,,,,,660 Pennsylvania Ave SE,Ste 202,Washington,DC,20003,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,,Don Davis for NC,H2NC02287,DAVIS,DON,,,,H,NC,01,,,,,,,,
SB23,C00405555,SB23.10425,,,CCM,DOUG LAMALFA COMMITTEE,,,,,,9458 TREELAKE RD.,,GRANITE BAY,CA,95746,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00509422,DOUG LAMALFA COMMITTEE,,,,,,,H,CA,01,,,,,,,,
SB23,C00405555,SB23.10436,,,CCM,FOUSHEE FOR CONGRESS,,,,,,PO BOX 16446,,CHAPEL HILL,NC,27516,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00794727,FOUSHEE FOR CONGRESS,H2NC06114,FOUSHEE,VALERIE,,,,H,NC,04,,,,,,,,
SB23,C00405555,SB23.10451,,,CCM,FRIENDS FOR GREGORY MEEKS,,,,,,153-01 JAMAICA AVENUE,SUITE 205,JAMAICA,NY,11432,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00430991,FRIENDS FOR GREGORY MEEKS,H8NY06048,MEEKS,GREGORY W.,,,,H,NY,05,,,,,,,,
SB23,C00405555,SB23.10462,,,CCM,FRIENDS OF GLENN THOMPSON,,,,,,400 N. MICHAEL STREET,,ST. MARYS,PA,15857,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00444620,FRIENDS OF GLENN THOMPSON,H8PA05071,THOMPSON,GLENN MR.,,,,H,PA,15,,,,,,,,
SB23,C00405555,SB23.10454,,,CCM,FRIENDS OF JIM CLYBURN,,,,,,PO Box 12567,,Columbia,SC,29211,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00255562,FRIENDS OF JIM CLYBURN,H2SC02042,CLYBURN,JAMES,E,,,H,SC,06,,,,,,,,
SB23,C00405555,SB23.10445,,,CCM,FRIENDS OF ROSA DELAURO,,,,,,129 CHURCH ST,STE 818,NEW HAVEN,CT,06510,P2026,,2024-11-04,1000.00,,Campaign Contribution,005,C00238865,FRIENDS OF ROSA DELAURO,H0CT03072,DELAURO,ROSA L,,,,H,CT,03,,,,,,,,
SB23,C00405555,SB23.10363,,,CCM,FRIENDS OF SCHUMER,,,,,,192 LEXINGTON AVENUE,SUITE 1001,NEW YORK,NY,10016,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00346312,FRIENDS OF SCHUMER,S8NY00082,SCHUMER,CHARLES E,,,,S,NY,00,,,,,,,,
SB23,C00405555,SB23.10338,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,PO BOX 76187,Suite 800,WASHINGTON,DC,20013,G2024,,2024-11-01,1000.00,,Campaign Contribution,011,C00264697,FRIENDS OF SHERROD BROWN,S6OH00163,BROWN,SHERROD,,,,S,OH,00,,,,,,,,
SB23,C00405555,SB23.10328,,,CCM,FRIENDS TO ELECT DR. GREG MURPHY TO CONGRESS,,,,,,PO BOX 1131,,GREENVILLE,NC,27835,G2024,,2024-11-01,5000.00,,Campaign Contribution,011,C00697649,FRIENDS TO ELECT DR. GREG MURPHY TO CONGRESS,H0NC03172,MURPHY,GREGORY FRANCIS DR.,,,,H,NC,03,,,,,,,,
SB23,C00405555,SB23.10419,,,CCM,FRY FOR CONGRESS,,,,,,PO BOX 14641,,SURFSIDE BEACH,SC,29587,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00786657,FRY FOR CONGRESS,H2SC07280,FRY,RUSSELL,,,,H,SC,07,,,,,,,,
SB23,C00405555,SB23.10414,,,CCM,GABE AMO FOR CONGRESS,,,,,,PO BOX 40457,,PROVIDENCE,RI,02940,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00838060,GABE AMO FOR CONGRESS,H4RI01265,AMO,GABRIEL F,,,,H,RI,01,,,,,,,,
SB23,C00405555,SB23.10352,,,CCM,GILLIBRAND FOR SENATE,,,,,,124 WASHINGTON ST.,SUITE 101,FOXBORO,MA,02035,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00413914,GILLIBRAND FOR SENATE,S0NY00410,GILLIBRAND,KIRSTEN,,,,S,NY,00,,,,,,,,
SB23,C00405555,SB23.10329,,,CAN,,Gonzalez,Vincente,,,,PO BOX 6270,,BROWNSVILLE,TX,78523,G2024,,2024-11-01,1000.00,,Campaign Contribution,011,,,H6TX15162,GONZALEZ,VICENTE,,,,H,TX,34,,,,,,,,
SB23,C00405555,SB23.10321,,,CCM,GREG STEUBE FOR CONGRESS,,,,,,5317 FRUITVILLE RD,# 102,SARASOTA,FL,34232,G2024,,2024-11-01,2500.00,,Campaign Contribution,011,C00671891,GREG STEUBE FOR CONGRESS,H8FL17053,STEUBE,GREG,,,,H,FL,17,,,,,,,,
SB23,C00405555,SB23.10325,,,CCM,HUDSON FOR CONGRESS,,,,,,PO BOX 5053,,CONCORD,NC,28027,G2024,,2024-11-01,1000.00,,Campaign Contribution,011,C00504522,HUDSON FOR CONGRESS,H2NC08185,HUDSON,RICHARD L. JR.,,,,H,NC,08,,,,,,,,
SB23,C00405555,SB23.10398,,,CCM,JARED MOSKOWITZ FOR CONGRESS,,,,,,PO BOX 8784,,CORAL SPRINGS,FL,33065,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00807628,JARED MOSKOWITZ FOR CONGRESS,H2FL22171,MOSKOWITZ,JARED,,,,H,FL,23,,,,,,,,
SB23,C00405555,SB23.10320,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,G2024,,2024-11-01,2500.00,,Campaign Contribution,011,C00541862,JASON SMITH FOR CONGRESS,P00013607,SMITH,JASON DALE,,,,P,,00,,,,,,,,
SB23,C00405555,SB23.10332,,,CCM,JEFFRIES FOR CONGRESS,,,,,,PO BOX 65322,,WASHINGTON,DC,20035,G2024,,2024-11-01,2500.00,,Campaign Contribution,011,C00503052,JEFFRIES FOR CONGRESS,H2NY10092,JEFFRIES,HAKEEM,,,,H,NY,08,,,,,,,,
SB23,C00405555,SB23.10433,,,CCM,JIMMY GOMEZ FOR CONGRESS,,,,,,600 PENNSYLVANIA AVE SE #15180,,WASHINGTON,DC,20003,P2026,,2024-11-04,5000.00,,Campaign Contribution,011,C00629659,JIMMY GOMEZ FOR CONGRESS,H8CA34266,GOMEZ,JIMMY,,,,H,CA,34,,,,,,,,
SB23,C00405555,SB23.10470,,,CCM,JOE WILSON FOR CONGRESS COMMITTEE,,,,,,Post Office Box 2145,,West Columbia,SC,29171,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00368522,JOE WILSON FOR CONGRESS COMMITTEE,H2SC02059,WILSON,JOE THE HON.,,,,H,SC,02,,,,,,,,
SB23,C00405555,SB23.10347,,,CCM,JON OSSOFF FOR SENATE,,,,,,PO BOX 450326,,ATLANTA,GA,31145,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00718866,JON OSSOFF FOR SENATE,S8GA00180,OSSOFF,T. JONATHAN,,,,S,GA,00,,,,,,,,
SB23,C00405555,SB23.10337,,,CCM,KAINE FOR VIRGINIA,,,,,,1751 POTOMAC GREENS DRIVE,,ALEXANDRIA,VA,22314,G2024,,2024-11-01,1000.00,,Campaign Contribution,011,C00495358,KAINE FOR VIRGINIA,S2VA00142,KAINE,TIMOTHY MICHAEL,,,,S,VA,00,,,,,,,,
SB23,C00405555,SB23.10449,,,CCM,KAPTUR FOR CONGRESS,,,,,,P.O. BOX 899,,TOLEDO,OH,43697,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00154625,KAPTUR FOR CONGRESS,H2OH09031,KAPTUR,MARCY C HON.,,,,H,OH,09,,,,,,,,
SB23,C00405555,SB23.10422,,,CCM,KENNEDY FOR CONGRESS,,,,,,PO BOX 536,,BUFFALO,NY,14201,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00856526,KENNEDY FOR CONGRESS,H4NY26078,KENNEDY,TIMOTHY,,,,H,NY,26,,,,,,,,
SB23,C00405555,SB23.10417,,,CCM,KUSTOFF FOR CONGRESS 2002,,,,,,1661 AARON BRENNER DRIVE,SUITE 300,MEMPHIS,TN,38120,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00376244,KUSTOFF FOR CONGRESS 2002,H2TN07103,KUSTOFF,DAVID,,,,H,TN,08,,,,,,,,
SB23,C00405555,SB23.10460,,,CCM,LARSON FOR CONGRESS,,,,,,PO BOX 261172,,HARTFORD,CT,06126,C2026,Convention,2024-11-04,1000.00,,Campaign Contribution,011,C00330142,LARSON FOR CONGRESS,H8CT01046,LARSON,JOHN B,B.,,,H,CT,01,,,,,,,,
SB23,C00405555,SB23.10482,,,CCM,"LAWLER FOR CONGRESS, INC.",,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00815415,"LAWLER FOR CONGRESS, INC.",H2NY17162,LAWLER,MICHAEL VINCENT,,,,H,NY,17,,,,,,,,
SB23,C00405555,SB23.10396,,,CCM,LORI TRAHAN FOR CONGRESS COMMITTEE,,,,,,PO BOX 1161,,LOWELL,MA,01853,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00655647,LORI TRAHAN FOR CONGRESS COMMITTEE,H8MA03106,TRAHAN,LORI,,,,H,MA,03,,,,,,,,
SB23,C00405555,SB23.10385,,,CAN,,MACE,NANCY,,,,295 SEVEN FARMS DRIVE,SUITE C-186,CHARLESTON,SC,29492,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,,,H0SC01394,MACE,NANCY,,,,H,SC,01,,,,,,,,
SB23,C00405555,SB23.10392,,,CCM,MAGAZINER FOR CONGRESS,,,,,,"ONE PARK ROW, 5TH FLOOR",,PROVIDENCE,RI,02903,P2026,,2024-11-04,1000.00,,Campaign Committee,011,C00802504,MAGAZINER FOR CONGRESS,H2RI02184,MAGAZINER,SETH,,,,H,RI,02,,,,,,,,
SB23,C00405555,SB23.10367,,,CCM,MAGGIE FOR NH,,,,,,PO BOX 298,,CONCORD,NH,03302,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00588772,MAGGIE FOR NH,S6NH00091,HASSAN,MARGARET WOOD,,,,S,NH,00,,,,,,,,
SB23,C00405555,SB23.10374,,,CCM,MARCO RUBIO FOR SENATE,,,,,,228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00620518,MARCO RUBIO FOR SENATE,S0FL00338,RUBIO,MARCO,,,,S,FL,00,,,,,,,,
SB23,C00405555,SB23.10471,,,CCM,MARIO DIAZ-BALART FOR CONGRESS,,,,,,8724 SW 72ND ST,# 420,MIAMI,FL,33173,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00376087,MARIO DIAZ-BALART FOR CONGRESS,H2FL25018,DIAZ-BALART,MARIO,,,,H,FL,26,,,,,,,,
SB23,C00405555,SB23.10395,,,CCM,MARK GREEN FOR CONGRESS,,,,,,PO BOX 331046,,NASHVILLE,TN,37203,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00658385,MARK GREEN FOR CONGRESS,H8TN07076,GREEN,MARK DR.,,,,H,TN,07,,,,,,,,
SB23,C00405555,SB23.10353,,,CCM,MARSHA FOR SENATE,,,,,,PO BOX 3750,,BRENTWOOD,TN,37024,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00376939,MARSHA FOR SENATE,S8TN00337,BLACKBURN,MARSHA MRS.,,,,S,TN,00,,,,,,,,
SB23,C00405555,SB23.10364,,,CCM,MARTIN HEINRICH FOR SENATE,,,,,,PO BOX 25763,,ALBUQUERQUE,NM,87125,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00434563,MARTIN HEINRICH FOR SENATE,S2NM00088,HEINRICH,MARTIN,,,,S,NM,00,,,,,,,,
SB23,C00405555,SB23.10401,,,CCM,MENENDEZ FOR SENATE,,,,,,PO BOX 32248,,NEWARK,NJ,07102,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00264564,MENENDEZ FOR SENATE,S6NJ00289,MENENDEZ,ROBERT,,,,S,NJ,00,,,,,,,,
SB23,C00405555,SB23.10474,,,CCM,MICHAEL COLLINS FOR CONGRESS 2008,,,,,,17650 WEST IRONWOOD STREET,,SURPRISE,AZ,85388,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00445585,MICHAEL COLLINS FOR CONGRESS 2008,H8AZ02094,COLLINS,MICHAEL FRANCIS III,,,,H,AZ,02,,,,,,,,
SB23,C00405555,SB23.10349,,,CCM,MIKE CRAPO FOR US SENATE,,,,,,PO BOX 1948,,BOISE,ID,83701,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00330886,MIKE CRAPO FOR US SENATE,H2ID02034,CRAPO,MICHAEL D,,,,H,ID,02,,,,,,,,
SB23,C00405555,SB23.10466,,,CCM,MIKE ROGERS FOR CONGRESS,,,,,,123 EAST 13TH STREET,,ANNISTON,AL,36201,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00367862,MIKE ROGERS FOR CONGRESS,H2AL03032,ROGERS,MICHAEL,,,,H,AL,03,,,,,,,,
SB23,C00405555,SB23.10431,,,CCM,MORGAN GRIFFITH FOR CONGRESS,,,,,,PO BOX 361,,CHRISTIANSBURG,VA,24068,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00477240,MORGAN GRIFFITH FOR CONGRESS,H0VA09055,GRIFFITH,H MORGAN,,,,H,VA,09,,,,,,,,
SB23,C00405555,SB23.10397,,,CCM,MOULTON FOR CONGRESS,,,,,,PO BOX 2013,,SALEM,MA,01970,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00547240,MOULTON FOR CONGRESS,H4MA06090,MOULTON,SETH,,,,H,MA,06,,,,,,,,
SB23,C00405555,SB23.10467,,,CCM,NICOLE FOR NEW YORK,,,,,,PO BOX 60487,,STATEN ISLAND,NY,10306,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00694778,NICOLE FOR NEW YORK,H0NY11078,MALLIOTAKIS,NICOLE,,,,H,NY,11,,,,,,,,
SB23,C00405555,SB23.10428,,,CCM,"NIKEMA FOR CONGRESS, INC",,,,,,PO BOX 311913,,ATLANTA,GA,31131,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00752584,"NIKEMA FOR CONGRESS, INC",H0GA05301,WILLIAMS,NIKEMA NATASSHA,,,,H,GA,05,,,,,,,,
SB23,C00405555,SB23.10343,,,CCM,PEOPLE FOR BEN,,,,,,PO BOX 25371,,ALBUQUERQUE,NM,87125,G2024,,2024-11-01,2500.00,,Campaign Contribution,011,C00443689,PEOPLE FOR BEN,S0NM00058,LUJAN,BEN RAY,,,,S,NM,00,,,,,,,,
SB23,C00405555,SB23.10459,,,CCM,RALPH NORMAN FOR CONGRESS,,,,,,PO BOX 36973,,ROCK HILL,SC,29732,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00633610,RALPH NORMAN FOR CONGRESS,H6SC05111,NORMAN,RALPH W MR. JR,,,,H,SC,05,,,,,,,,
SB23,C00405555,SB23.10391,,,CCM,RE-ELECT MCGOVERN COMMITTEE,,,,,,PO BOX 60405,,WORCESTER,MA,01606,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00285171,RE-ELECT MCGOVERN COMMITTEE,H4MA03022,MCGOVERN,JIM,,,,H,MA,02,,,,,,,,
SB23,C00405555,SB23.10316,,,CCM,RICHARD E NEAL FOR CONGRESS COMMITTEE,,,,,,76 MAGNOLIA TERRACE,,SPRINGFIELD,MA,01108,G2024,,2024-11-01,2500.00,,Campaign Contribution,011,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE,H8MA02041,NEAL,RICHARD E MR.,,,,H,MA,01,,,,,,,,
SB23,C00405555,SB23.10461,,,CCM,SANFORD BISHOP FOR CONGRESS,,,,,,P. O. BOX 909,,COLUMBUS,GA,31902,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00266940,SANFORD BISHOP FOR CONGRESS,H2GA02031,BISHOP,SANFORD D JR.,,,,H,GA,02,,,,,,,,
SB23,C00405555,SB23.10402,,,CCM,SARA JACOBS FOR CONGRESS,,,,,,PO BOX 120085,,SAN DIEGO,CA,92112,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00719559,SARA JACOBS FOR CONGRESS,H8CA49074,JACOBS,SARA,,,,H,CA,51,,,,,,,,
SB23,C00405555,SB23.10382,,,CCM,SHAHEEN FOR SENATE,,,,,,PO BOX 33079,,WASHINGTON,DC,20033,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00457325,SHAHEEN FOR SENATE,S0NH00219,SHAHEEN,JEANNE,,,,S,NH,00,,,,,,,,
SB23,C00405555,SB23.10317,,,CCM,STAND WITH SANCHEZ,,,,,,PO BOX 83142,,GAITHERSBURRG,MD,20883,G2024,,2024-11-01,5000.00,,Campaign Contribution,011,C00384057,STAND WITH SANCHEZ,H2CA39078,SANCHEZ,LINDA,,,,H,CA,39,,,,,,,,
SB23,C00405555,SB23.10388,,,CCM,SYLVIA GARCIA FOR CONGRESS,,,,,,PO BOX 8530,,HOUSTON,TX,77249,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00660555,SYLVIA GARCIA FOR CONGRESS,H8TX29052,GARCIA,SYLVIA R,,,,H,TX,29,,,,,,,,
SB23,C00405555,SB23.10373,,,CCM,TEAM GRAHAM INC,,,,,,PO BOX 1801,,COLUMBIA,SC,29202,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00458828,TEAM GRAHAM INC,S0SC00149,GRAHAM,LINDSEY,,,,S,SC,00,,,,,,,,
SB23,C00405555,SB23.10375,,,CCM,TEAM HAGERTY,,,,,,PO BOX 50430,,NASHVILLE,TN,37205,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00718627,TEAM HAGERTY,S0TN00169,HAGERTY,BILL,,,,S,TN,00,,,,,,,,
SB23,C00405555,SB23.10370,,,CCM,TED BUDD FOR CONGRESS,,,,,,PO BOX 97127,,RALEIGH,NC,27624,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00614776,TED BUDD FOR CONGRESS,H6NC13129,BUDD,THEODORE P MR.,,,,H,NC,13,,,,,,,,
