form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002766,20321314,,,PTY,Democratic Lieutenant Governors Association,,,,,,"1090 Vermont Avenue, NW",Suite 750,Washington,DC,20005,,,2024-08-12,10000.00,0.00,Donation,011,,,,,,,,,,,,,,,,,,,Donation
SB29,C00002766,20321321,,,COM,PA House Democratic Campaign Committee,,,,,,800 N. 3rd Street,Suite 303,Harrisburg,PA,17102,,,2024-08-12,15000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20321322,,,COM,Friends of Matt Bradford,,,,,,PO Box 349,,Norristown,PA,19046,,,2024-08-12,10000.00,0.00,Non-Federal Contribution,011,,,,Bradford,Matthew,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20321323,,,COM,Friends of Joanna McClinton,,,,,,PO Box 16668,,Philadelphia,PA,19139,,,2024-08-12,5000.00,0.00,Non-Federal Contribution,011,,,,McClinton,Joanna,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20321325,,,COM,Citizens for Jordan Harris,,,,,,PO Box 32097,,Philadelphia,PA,19146,,,2024-08-12,5000.00,0.00,Non-Federal Contribution,011,,,,Harris,Jordan,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20326885,,,ORG,"Northwest Oregon Labor Council, AFL-CIO",,,,,,9955 SE Washington Street,Suite 305,Portland,OR,97216,,,2024-08-12,3650.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20326886,,,ORG,"Northwest Oregon Labor Council, AFL-CIO",,,,,,9955 SE Washington Street,Suite 305,Portland,OR,97216,,,2024-08-12,375.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20327153,,,COM,Friends of Ben Bowman,,,,,,9390 SW Julia Place,,Tigard,OR,97224,,,2024-08-13,30000.00,0.00,Non-Federal Contribution,011,,,,Bowman,Ben,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20327270,,,COM,Emmanuel Estrada for Baldwin Park City Council 2024,,,,,,3724 Baldwin Park Blvd,Unit A,Baldwin Park,CA,91706,,,2024-08-13,750.00,0.00,Non-Federal Contribution,011,,,,Estrada,Emmanuel,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20327432,,,ORG,Young Democrats of America,,,,,,P.O. Box 77496,,Washington,DC,20013,,,2024-08-14,1000.00,0.00,Donation,011,,,,,,,,,,,,,,,,,,,Donation
SB29,C00002766,20327434,,,COM,Missouri Voter Project PAC,,,,,,347 Hazel Avenue,,St. Louis,MO,63119,,,2024-08-14,5000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20336096,,,COM,Dacia for Oregon,,,,,,PO Box 42307,,Portland,OR,97242,,,2024-08-15,5000.00,0.00,Non-Federal Contribution,011,,,,Grayber,Dacia,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20336097,,,COM,Maria Salguero for City Council,,,,,,PO Box 6974,,Santa Maria,CA,93456,,,2024-08-15,5500.00,0.00,Non-Federal Contribution,011,,,,Salguero,Maria,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20336102,,,COM,Committee to Elect Dina Neal,,,,,,3217 Brautigan Court,,North Las Vegas,NV,89032,,,2024-08-15,-2000.00,0.00,Voided Check from 6/17/2024,011,,,,Neal,Dina,,,,,,,,,,,,,,Voided Check from 6/17/2024
SB29,C00002766,20336103,,,COM,Committee to Elect Michelee Shelly Cruz Crawford,,,,,,5251 Elvis Presley Court,,Las Vegas,NV,89131,,,2024-08-15,-2000.00,0.00,Voided Check from 6/17/2024,011,,,,Crawford,Michelee,,,,,,,,,,,,,,Voided Check from 6/17/2024
SB29,C00002766,20336104,,,COM,Friends for Angie,,,,,,10580 N. McCarran Blvd,#115-345,Reno,NV,89503,,,2024-08-15,-2000.00,0.00,Voided Check from 6/17/2024,011,,,,Taylor,Angie,,,,,,,,,,,,,,Voided Check from 6/17/2024
SB29,C00002766,20336105,,,COM,Atlas for Nevada,,,,,,1121 Bobby Basin Avenue,,Henderson,NV,89014,,,2024-08-15,-2000.00,0.00,Voided Check from 6/17/2024,011,,,,Atlas,Jennifer,,,,,,,,,,,,,,Voided Check from 6/17/2024
SB29,C00002766,20336106,,,COM,Female Majority PAC,,,,,,361 Soubrette Court,,Las Vegas,NV,89145,,,2024-08-15,-3000.00,0.00,Voided Check from 6/17/2024,011,,,,,,,,,,,,,,,,,,,Voided Check from 6/17/2024
SB29,C00002766,20336188,,,ORG,Equality Project,,,,,,PO Box 15320,,Washington,DC,20003,,,2024-08-16,10000.00,0.00,Donation,011,,,,,,,,,,,,,,,,,,,Donation
SB29,C00002766,20336388,,,PTY,Democratic Party of Virginia (NonFed),,,,,,919 E. Main Street,#2050,Richmond,VA,23219,,,2024-08-19,10000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20336417,,,PTY,Washington State Democratic Party - State Exempt Account,,,,,,PO Box 4027,,Seattle,WA,91894,,,2024-08-19,15000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20336672,,,ORG,East County Rising Action Fund,,,,,,PO Box 94,,Fairview,OR,97024,,,2024-08-20,5000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20336673,,,ORG,East County Rising Action Fund,,,,,,PO Box 94,,Fairview,OR,97024,,,2024-08-20,15000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20337214,,,COM,Friends of Thomas Horrocks,,,,,,PO Box 1443,,Bloomington,IN,47402,,,2024-08-23,2000.00,0.00,Non-Federal Contribution,011,,,,Horrocks,Thomas,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20337215,,,COM,Carbone for Commissioner,,,,,,56523 Eastvue Drive,,Osceola,IN,46561,,,2024-08-23,500.00,0.00,Non-Federal Contribution,011,,,,Carbone,Joe,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20337265,,,COM,Doris Poland for Maine House,,,,,,503 Falmouth Road,,Windham,ME,04062,,,2024-08-26,475.00,0.00,Non-Federal Contribution,011,,,,Poland,Doris,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20338666,,,ORG,UFCW Western States Council,,,,,,8530 Stanton Avenue,,Buena Park,CA,90620,,,2024-08-27,100000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20338882,,,COM,Pinto Volunteer Committee,,,,,,PO Box 8119,,St. Paul,MN,55108,,,2024-08-27,-250.00,0.00,Voided Check from 7/29/2024,011,,,,Pinto,Dave,,,,,,,,,,,,,,Voided Check from 7/29/2024
SB29,C00002766,20339335,,,COM,Friends of Judy Schwank,,,,,,PO Box 12424,,Reading,PA,19612,,,2024-08-29,5000.00,0.00,Non-Federal Contribution,011,,,,Schwank,Judith,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339336,,,COM,Nicole for PA,,,,,,PO Box 91,,South Park,PA,15129,,,2024-08-29,20000.00,0.00,Non-Federal Contribution,011,,,,Ruscitto,Nicole,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339337,,,COM,Jim Wertz for State Senate,,,,,,PO Box 114,,Erie,PA,16512,,,2024-08-29,5000.00,0.00,Non-Federal Contribution,011,,,,Wertz,Jim,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339338,,,COM,PA Senate Democratic Campaign Committee,,,,,,PO Box 5193,,Harrisburg,PA,17110,,,2024-08-29,10000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339358,,,COM,Friends of Jim Haddock,,,,,,855 Suscon Road,,Pittston Township,PA,18640,,,2024-08-29,10000.00,0.00,Non-Federal Contribution,011,,,,Haddock,Jim,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339359,,,COM,Committee to Elect Eddie Day Pashinski,,,,,,259 E Northampton Street,,Wilkes-Barre,PA,18702,,,2024-08-29,5000.00,0.00,Non-Federal Contribution,011,,,,Pashinski,Eddie,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339360,,,COM,Friends of Anna Thomas,,,,,,17 S. Commerce Way,,Lehigh Valley,PA,18002,,,2024-08-29,10000.00,0.00,Non-Federal Contribution,011,,,,Thomas,Anna,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339361,,,COM,Friends of Brian Munroe,,,,,,414 Brandywine Court,,Warminster,PA,18974,,,2024-08-29,5000.00,0.00,Non-Federal Contribution,011,,,,Munroe,Brian,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339362,,,COM,People for Matzie,,,,,,1028 Highland Avenue,,Ambridge,PA,15003,,,2024-08-29,10000.00,0.00,Non-Federal Contribution,011,,,,matzie,Rob,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339363,,,COM,Friends of Elizabeth Moro,,,,,,100 McFadden Road,,Chadds Ford,PA,19317,,,2024-08-29,10000.00,0.00,Non-Federal Contribution,011,,,,Moro,Elizabeth,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339364,,,COM,Committee to Elect Ryan Bizzarro,,,,,,PO Box 8570,,Erie,PA,16505,,,2024-08-29,5000.00,0.00,Non-Federal Contribution,011,,,,Bizzarro,Ryan,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339365,,,COM,In for Inglis,,,,,,2645 Glenny Lane,,West Mifflin,PA,15122,,,2024-08-29,5000.00,0.00,Non-Federal Contribution,011,,,,Inglis,John,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339366,,,COM,Friends of Hadley Haas,,,,,,PO Box 285,,Sewickley,PA,15143,,,2024-08-29,10000.00,0.00,Non-Federal Contribution,011,,,,Haas,Hadley,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339367,,,COM,Committee to Elect Frank Burns,,,,,,1654 William Penn Avenue,,Johnstown,PA,15909,,,2024-08-29,5000.00,0.00,Non-Federal Contribution,011,,,,Burns,Frank,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339523,,,PTY,Montana Democratic Party Coordinated Campaign (Non-Fed),,,,,,PO Box 558,,Billings,MT,59103,,,2024-08-29,50000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339524,,,COM,Friends of Mark Sigrist,,,,,,5826 Birch Bark Court,,Grove City,OH,43123,,,2024-08-29,1000.00,0.00,Non-Federal Contribution,011,,,,Sigrist,Mark,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339525,,,COM,Lett for Ohio,,,,,,545 East Town Street,,Columbus,OH,43215,,,2024-08-29,1000.00,0.00,Non-Federal Contribution,011,,,,Lett,Crystal,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339526,,,COM,Citizens to Elect Allison Russo,,,,,,545 E. Town Street,,Columbus,OH,43215,,,2024-08-29,5000.00,0.00,Non-Federal Contribution,011,,,,Russo,Allison,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339561,,,COM,Community for Judge Marilyn Zayas,,,,,,3040 Saddleback Drive,,Cincinnati,OH,45244,,,2024-08-30,1500.00,0.00,Non-Federal Contribution,011,,,,Zayas,Marilyn,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339562,,,COM,Committee to Elect Lynn Cooper,,,,,,637 Oak Street,,Dayton,OH,45410,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,Cooper,Lynn,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339563,,,COM,Committee to Re-Elect Debbie Lieberman,,,,,,1801 Rosemont Blvd,,Dayton,OH,45420,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Lieberman,Debbie,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339564,,,COM,Dodge for Commissioner,,,,,,998 Marycrest Lane,,Dayton,OH,45429,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Dodge,Judy,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339565,,,COM,Friends of Michele Grim,,,,,,2937 East Lincolnshire Blvd.,,Toledo,OH,43606,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Grim,Michele,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339566,,,COM,Nestor for Judge,,,,,,4030 Smith Road,Suite 200,Cincinnati,OH,45209,,,2024-08-30,1000.00,0.00,Non-Federal Contribution,011,,,,Nestor,Terry,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339567,,,COM,Candace Crouse for Judge,,,,,,1127 Burns Avenue,,Cincinnati,OH,45215,,,2024-08-30,1500.00,0.00,Non-Federal Contribution,011,,,,Crouse,Candace,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339568,,,COM,Rich Moore for Judge,,,,,,3713 Davenport Avenue,,Cincinnati,OH,45213,,,2024-08-30,750.00,0.00,Non-Federal Contribution,011,,,,Moore,Rich,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339569,,,COM,Friends to Elect Jessica Miranda,,,,,,11511 Oxfordshire Lane,,Forest Park,OH,45240,,,2024-08-30,1500.00,0.00,Non-Federal Contribution,011,,,,Miranda,Jessica,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339570,,,COM,People for Pavan Parikh,,,,,,35 E 7th Street,Suite 610,Cincinnati,OH,45202,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Parikh,Pavan,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339581,,,COM,Friends of Driehaus,,,,,,433 Old McMillan Street,,Cincinnati,OH,45219,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Driehaus,Denise,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339582,,,COM,Friends of Steve Simon,,,,,,3142 Bellewood Avenue,,Cincinnati,OH,45213,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Simon,Steve,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339583,,,COM,Bernard Mundy for Judge,,,,,,1777 East McMillan Street,,Cincinnati,OH,45206,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Mundy,Bernard,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339584,,,COM,Committee to Elect Virginia Tallent,,,,,,545 East Town Street,,Cincinnati,OH,43215,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Tallent,Virginia,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339585,,,COM,Friends of Scott Crowley,,,,,,4607 Whispering Oak Trail,,Cincinnati,OH,45247,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Crowley,Scott,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339586,,,COM,Jill Schiller for Treasurer,,,,,,35 E 7th Street,Suite 610,Cincinnati,OH,45202,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Schiller,Jill,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339587,,,COM,Friends of Katie Moline,,,,,,2222 Eastbrook Drive,,Toledo,OH,43613,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Moline,Katie,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339588,,,COM,J. Bernie Quilter Election Committee,,,,,,4810 S. Teal Lane,,Oregon,OH,43615,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,Quilter,J. Bernie,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339589,,,COM,Friends of Marks,,,,,,405 Madison Avenue,Suite 1000,Toledo,OH,43604,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Marks,Eric,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339590,,,COM,Amy Stoner for Judge,,,,,,413 N. Michigan Street,,Toledo,OH,43604,,,2024-08-30,1000.00,0.00,Non-Federal Contribution,011,,,,Stoner,Amy,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339592,,,COM,Friends of Rose Lounsbury,,,,,,222 Wonderly Avenue,,Oakwood,OH,45419,,,2024-08-30,1000.00,0.00,Non-Federal Contribution,011,,,,Lounsbury,Rose,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339593,,,COM,Friends of Dion Green,,,,,,3448 Maumee Avenue,,Dayton,OH,45414,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,Green,Dion,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339594,,,COM,Friend with Dave Blyth,,,,,,5131 S. Eber Road,,Monclova,OH,43542,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Blyth,Dave,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339595,,,COM,Landon for Ohio,,,,,,PO Box 966,Cincinnati Dayton Road,West Chester,OH,45069,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,Meador,Landon,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339596,,,COM,Friends of Benjamin McCall,,,,,,8730 Cincinnati Dayton Road,#1335,West Chester,OH,45069,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,McCall,Benjamin,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339597,,,COM,Friends of Laura Marie Davis,,,,,,375 Turner Drive,,Lebanon,OH,45036,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,Davis,Laura,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339598,,,COM,Friends of Tracey D. McCullough,,,,,,4574 Julep Way,,Batavia,OH,45103,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,McCullough,Tracey,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339599,,,COM,Friends of Arienne Childrey,,,,,,719 Armstrong Street,,St. Marys,OH,45885,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,Childrey,Arienne,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339600,,,COM,Friends to Elect Alicia Roshong,,,,,,28 Middle Avenue,,Huron,OH,44839,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,Roshong,Alicia,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339621,,,COM,Ty Hogan for Ohio Senate,,,,,,2405 Grandview Avenue,,Cincinnati,OH,45206,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Hogan,Ty,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339622,,,COM,Friends of Brittany Jones,,,,,,PO Box 382,,Toledo,OH,43697,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,Jones,Brittany,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339623,,,COM,People for McGuffey for Sheriff,,,,,,2692 Madison Road,Suite N1,Cincinnati,OH,45208,,,2024-08-30,1000.00,0.00,Non-Federal Contribution,011,,,,McGuffey,Charmaine,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339624,,,COM,Friends of Chantel Raghu,,,,,,338 N. Locust,,Oxford,OH,45056,,,2024-08-30,500.00,0.00,Non-Federal Contribution,011,,,,Raghu,Chantel,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339625,,,COM,Keep Recorder Benson-Taylor,,,,,,727 W. Riverview Avenue,Apt. 602,Dayton,OH,45406,,,2024-08-30,1000.00,0.00,Non-Federal Contribution,011,,,,Benson-Taylor,Stacey,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20339626,,,COM,Friends of Al-Hamdani,,,,,,26 Hawthorn Street,,Dayton,OH,45402,,,2024-08-30,250.00,0.00,Non-Federal Contribution,011,,,,Al-Hamdani,Mo,,,,,,,,,,,,,,Non-Federal Contribution
