form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00235853,500644164,,,ORG,American Express Establishment Services,,,,,,12138 Central Ave,# 3886,Mitchellville,MD,207211910,,,2023-11-06,618.52,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00235853,500635312,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-04,-365.00,0.00,draw 11/4/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Joel Griffin for Virginia)
SB21B,C00235853,500635318,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-04,-488.00,0.00,draw 11/4/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Josh Thomas for Delegate)
SB21B,C00235853,500635323,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-04,-490.50,0.00,draw 11/4/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Michael Feggans for Virginia)
SB21B,C00235853,500635328,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-04,-157.50,0.00,draw 11/4/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Friends of Michelle Maldonado)
SB21B,C00235853,500635296,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-05,-365.00,0.00,draw 11/5/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Cole for Virginia)
SB21B,C00235853,500635302,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-05,-645.50,0.00,draw 11/5/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Friends of Danica Roem)
SB21B,C00235853,500635307,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-05,-327.00,0.00,draw 11/5/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Rouse for Senate)
SB21B,C00235853,500635313,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-05,-365.00,0.00,draw 11/5/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Joel Griffin for Virginia)
SB21B,C00235853,500635319,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-05,-488.00,0.00,draw 11/5/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Josh Thomas for Delegate)
SB21B,C00235853,500635324,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-05,-327.00,0.00,draw 11/5/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Michael Feggans for Virginia)
SB21B,C00235853,500635329,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-05,-157.50,0.00,draw 11/5/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Friends of Michelle Maldonado)
SB21B,C00235853,500635297,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-06,-365.00,0.00,draw 11/6/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Cole for Virginia)
SB21B,C00235853,500635303,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-06,-1896.50,0.00,draw 11/6/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Friends of Danica Roem)
SB21B,C00235853,500635308,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-06,-545.00,0.00,draw 11/6/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Rouse for Senate)
SB21B,C00235853,500635314,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-06,-365.00,0.00,draw 11/6/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Joel Griffin for Virginia)
SB21B,C00235853,500635320,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-06,-1896.50,0.00,draw 11/6/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Josh Thomas for Delegate)
SB21B,C00235853,500635325,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-06,-545.00,0.00,draw 11/6/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Michael Feggans for Virginia)
SB21B,C00235853,500635298,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-07,-329.00,0.00,draw 11/7/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Cole for Virginia)
SB21B,C00235853,500635304,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-07,-585.00,0.00,draw 11/7/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Friends of Danica Roem)
SB21B,C00235853,500635309,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-07,-545.00,0.00,draw 11/7/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Rouse for Senate)
SB21B,C00235853,500635315,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-07,-329.00,0.00,draw 11/7/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Joel Griffin for Virginia)
SB21B,C00235853,500635321,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-07,-585.00,0.00,draw 11/7/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Josh Thomas for Delegate)
SB21B,C00235853,500635326,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-07,-545.00,0.00,draw 11/7/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Michael Feggans for Virginia)
SB21B,C00235853,500635310,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-08,-1634.17,0.00,draw 11/8/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Rouse for Senate)
SB21B,C00235853,500635327,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-08,-1634.17,0.00,draw 11/8/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Michael Feggans for Virginia)
SB21B,C00235853,500635398,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-08,-771.98,0.00,draw 11/8/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Joel Griffin for Virginia)
SB21B,C00235853,500635399,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-08,-771.98,0.00,draw 11/8/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Cole for Virginia)
SB21B,C00235853,500635400,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-08,-995.51,0.00,draw 11/8/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Josh Thomas for Delegate)
SB21B,C00235853,500635401,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-08,-995.51,0.00,draw 11/8/2023 from line 29,,,,,,,,,,,,,,,,,,,,(Friends of Danica Roem)
SB21B,C00235853,500635392,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-16,30000.00,0.00,Fund Preimbursement Account,,,,,,,,,,,,,,,,,,,,
SB21B,C00235853,500644155,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-30,170.00,0.00,Legal Fees,,,,,,,,,,,,,,,,,,,,"Trister, Ross, Schadler, Gold 1666 Conn Ave NW, WDC 20009"
SB21B,C00235853,500644156,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2023-11-30,-170.00,0.00,draw 11/30/2023 draw from line 21,,,,,,,,,,,,,,,,,,,,(Legal fees)
SB21B,C00235853,500644165,,,ORG,World Pay,,,,,,8500 Governors Hill Dr,,Symmes Twp,OH,452491384,,,2023-11-09,928.83,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
