form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00480228,SB21B.I17779,SB21B.I17641,SB21B,ORG,CARROLL TRAVEL,,,,,,201 MASSACHUSETTS AVENUE NORTHEAST,C9,WASHINGTON,DC,20002,,,2024-09-25,891.38,,TRAVEL: AIRFARE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17780,SB21B.I17641,SB21B,ORG,CARROLL TRAVEL,,,,,,201 MASSACHUSETTS AVENUE NORTHEAST,C9,WASHINGTON,DC,20002,,,2024-09-25,422.44,,TRAVEL: AIRFARE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17781,SB21B.I17641,SB21B,ORG,CARROLL TRAVEL,,,,,,201 MASSACHUSETTS AVENUE NORTHEAST,C9,WASHINGTON,DC,20002,,,2024-09-25,40.00,,TRAVEL FEE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17768,SB21B.I17641,SB21B,ORG,THE ROYAL SONESTA CHASE PARK PLAZA,,,,,,212 KINGSHIGHWAY BOULEVARD,,ST. LOUIS,MO,63108,,,2024-09-21,1000.00,,TRAVEL: LODGING,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17772,SB21B.I17641,SB21B,ORG,THE ROYAL SONESTA CHASE PARK PLAZA,,,,,,212 KINGSHIGHWAY BOULEVARD,,ST. LOUIS,MO,63108,,,2024-09-22,1353.45,,TRAVEL: LODGING,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17773,SB21B.I17641,SB21B,ORG,THE ROYAL SONESTA CHASE PARK PLAZA,,,,,,212 KINGSHIGHWAY BOULEVARD,,ST. LOUIS,MO,63108,,,2024-09-22,9.43,,TRAVEL: LODGING,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17665,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 650448,,DALLAS,TX,752650448,,,2024-10-04,1869.42,,CREDIT CARD PAYMENT,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17763,SB21B.I17665,SB21B,ORG,BAYEUX SCHOOL UNIFORM,,,,,,604 ROBERT BOULEVARD,SUITE A,SLIDELL,LA,70458,,,2024-09-06,250.12,,CAMPAIGN SHIRTS,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17762,SB21B.I17665,SB21B,ORG,FOREIGN SERVICE INSTITUTE,,,,,,4000 ARLINGTON BOULEVARD,,ARLINGTON,VA,22204,,,2024-08-26,1100.00,,EVENT FEE,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17760,SB21B.I17665,SB21B,ORG,NONNA RANDAZZO'S BAKERY,,,,,,2033 NORTH HIGHWAY 190,SUITE 5,COVINGTON,LA,70433,,,2024-09-13,477.30,,BAKERY,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17635,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,221822245,,,2024-10-01,250.00,,SUBSCRIPTIONS,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17664,,,ORG,LES WILLIAMSON LLC,,,,,,1305 W 11TH ST,#213,HOUSTON,TX,77008,,,2024-10-03,2000.00,,COMPLIANCE CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17663,,,ORG,ROSSLYN PARTNERS,,,,,,1600 NORTH OAK STREET,,ARLINGTON,VA,22209,,,2024-10-03,1750.00,,COMMUNICATIONS CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
