form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00847673,500175431,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-03-24,3911.23,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175432,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-03-27,5576.99,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175433,,,PAC,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-03-31,3473.38,0.00,credit card processing fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175434,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2024-01-31,1549.00,0.00,credit card see detail below,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175435,500175434,SB21B,ORG,TATANGO,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-01-31,1549.00,0.00,digital advertising,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00847673,500175436,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2024-03-31,33597.00,0.00,credit card exp-see detail below,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175437,500175436,SB21B,ORG,TATANGO,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-03-31,33597.00,0.00,digital advertising,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00847673,500175438,,,ORG,Elias Law,,,,,,250 Massachusetts Ave NW,,Washington,DC,200015823,,,2024-01-26,5460.25,0.00,legal fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175439,,,ORG,Elias Law,,,,,,250 Massachusetts Ave NW,,Washington,DC,200015823,,,2024-03-14,14356.00,0.00,legal fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175440,,,ORG,Harry A Pascal Ltd,,,,,,1215 Spruce St,,Winnetka,IL,600932147,,,2024-01-02,4500.00,0.00,accounting and compliance,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175441,,,ORG,Message Digital,,,,,,PO Box 39152,,Mountain View,CA,94039,,,2024-01-31,204984.00,0.00,email delivery platform,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175442,,,ORG,Message Digital,,,,,,PO Box 39152,,Mountain View,CA,94039,,,2024-03-31,8250.00,0.00,digital advertising,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175443,,,ORG,Mothership Strategies,,,,,,4315 50th St NW,,Washington,DC,200164369,,,2024-01-11,95263.00,0.00,digital advertising,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175444,,,ORG,Mothership Strategies,,,,,,4315 50th St NW,,Washington,DC,200164369,,,2024-02-15,78665.00,0.00,digital advertising,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175453,,,ORG,Mothership Strategies,,,,,,4315 50th St NW,,Washington,DC,200164369,,,2024-02-28,-102427.00,0.00,digital advertising-reverse Jan & Feb 2024 independent expenditure entries.,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175445,,,ORG,Mothership Strategies,,,,,,4315 50th St NW,,Washington,DC,200164369,,,2024-03-15,54348.00,0.00,fundraising consultant,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175446,,,ORG,NGP VAN,,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-01-29,300.00,0.00,software rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175449,,,ORG,RWT Production,,,,,,8932 Orange Hunt Ln,,Annandale,VA,220034125,,,2024-01-16,7712.15,0.00,printing & postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175450,,,ORG,Windward Strategies,,,,,,3406 Waterford Mill Rd,,Bowie,MD,207213293,,,2024-02-15,2000.00,0.00,printing & postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00847673,500175451,,,ORG,Windward Strategies,,,,,,3406 Waterford Mill Rd,,Bowie,MD,207213293,,,2024-02-16,10973.04,0.00,printing & postage,,,,,,,,,,,,,,,,,,,,
