form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00573261,27174209C,27174209,SA11AI,CCM,Eric Sorensen For Illinois,,,,,,PO Box 1172,,Moline,IL,612661172,,,2024-06-21,250.00,0.00,Conduit Contribution,,C00793935,,,SORENSEN,ERIC,,,,H,IL,17,,,,,,,,Earmarked by James Meehan
SB23,C00573261,500183306,,,CCM,FRIENDS OF JANELLE STELSON,,,,,,PO Box 41,,Lemoyne,PA,170430041,G2024,,2024-06-21,2500.00,0.00,Contribution,,C00852368,,,STELSON,JANELLE,,,,H,PA,10,,,,,,,,
SB23,C00573261,27174218C,27174218,SA11AI,CCM,FRIENDS OF JANELLE STELSON,,,,,,PO Box 41,,Lemoyne,PA,170430041,,,2024-06-28,3300.00,0.00,Conduit Contribution,,C00852368,,,STELSON,JANELLE,,,,H,PA,10,,,,,,,,Earmarked by Ning Mosberger-Tang
SB23,C00573261,500183294,,,CCM,GALLEGO FOR ARIZONA,,,,,,PO Box 1710,,Phoenix,AZ,850011710,P2024,,2024-06-24,2500.00,0.00,Contribution,,C00558627,,,GALLEGO,RUBEN,,,,S,AZ,,,,,,,,,
SB23,C00573261,500183309,,,CCM,GEORGE WHITESIDES FOR CONGRESS,,,,,,PO Box 221776,,Newhall,CA,913221776,G2024,,2024-06-21,2500.00,0.00,Contribution,,C00834028,,,WHITESIDES,GEORGE,,,,H,CA,27,,,,,,,,
SB23,C00573261,500183310,,,CCM,GILLEN FOR CONGRESS,,,,,,PO Box 774,,Rockville Centre,NY,115710774,P2024,,2024-06-21,2500.00,0.00,Contribution,,C00806547,,,GILLEN,LAURA,,,,H,NY,04,,,,,,,,
SB23,C00573261,500183308,,,CCM,HERTEL FOR MICHIGAN,,,,,,PO Box 16037,,Lansing,MI,489016037,P2024,,2024-06-21,2500.00,0.00,Contribution,,C00844480,,,HERTEL,CURTIS,JR.,,,H,MI,07,,,,,,,,
SB23,C00573261,500183307,,,CCM,KATRINA SHANKLAND FOR CONGRESS,,,,,,PO Box 25,,Stevens Point,WI,544810025,P2024,,2024-06-10,1500.00,0.00,Contribution,,C00852210,,,SHANKLAND,KATRINA,,,,H,WI,03,,,,,,,,
SB23,C00573261,500183311,,,CCM,KRISTEN FOR MICHIGAN,,,,,,PO Box 854,,Bay City,MI,487070854,P2024,,2024-06-21,2500.00,0.00,Contribution,,C00864207,,,MCDONALD RIVET,KRISTEN,,,,H,MI,08,,,,,,,,
SB23,C00573261,500183301,,,CCM,Marie For Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2024-06-28,1500.00,0.00,Contribution,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB23,C00573261,500183293,,,CCM,Martin Heinrich For Senate,,,,,,PO Box 25763,,Albuquerque,NM,871250763,P2024,,2024-06-03,2500.00,0.00,Contribution,,C00434563,,,Heinrich,Martin,,,,S,NM,,,,,,,,,
SB23,C00573261,27174211C,27174211,SA11AI,CCM,MICHELLE VALLEJO FOR CONGRESS,,,,,,PO Box 1265,,Mission,TX,785730021,,,2024-06-20,250.00,0.00,Conduit Contribution,,C00797217,,,VALLEJO,MICHELLE,,,,H,TX,15,,,,,,,,Earmarked by James Meehan
SB23,C00573261,27174214C,27174214,SA11AI,CCM,Mondaire For Congress,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,,,2024-06-27,3300.00,0.00,Conduit Contribution,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,Earmarked by Ning Mosberger-Tang
SB23,C00573261,27174210C,27174210,SA11AI,CCM,Montanans For Tester,,,,,,PO Box 1135,,Helena,MT,596241135,,,2024-06-20,250.00,0.00,Conduit Contribution,,C00412304,,,Tester,Jon,,,,S,MT,,,,,,,,,Earmarked by James Meehan
SB23,C00573261,500183300,,,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,G2024,,2024-06-24,1000.00,0.00,Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,,
SB23,C00573261,27174215C,27174215,SA11AI,CCM,OSBORN FOR SENATE,,,,,,18406 Pasadena Ave,,Omaha,NE,681304274,,,2024-06-28,1250.00,0.00,Conduit Contribution,,C00850677,,,OSBORN,DAN,,,,S,NE,00,,,,,,,,Earmarked by Randall Kempner
SB23,C00573261,27174216C,27174216,SA11AI,CCM,OSBORN FOR SENATE,,,,,,18406 Pasadena Ave,,Omaha,NE,681304274,,,2024-06-28,1500.00,0.00,Conduit Contribution,,C00850677,,,OSBORN,DAN,,,,S,NE,00,,,,,,,,Earmarked by Khanh Nguyen
SB23,C00573261,27174217C,27174217,SA11AI,CCM,OSBORN FOR SENATE,,,,,,18406 Pasadena Ave,,Omaha,NE,681304274,,,2024-06-28,100.00,0.00,Conduit Contribution,,C00850677,,,OSBORN,DAN,,,,S,NE,00,,,,,,,,Earmarked by Larry Ottinger
SB23,C00573261,27174219C,27174219,SA11AI,CCM,OSBORN FOR SENATE,,,,,,18406 Pasadena Ave,,Omaha,NE,681304274,,,2024-06-28,3300.00,0.00,Conduit Contribution,,C00850677,,,OSBORN,DAN,,,,S,NE,00,,,,,,,,Earmarked by Steve Toben
SB23,C00573261,500183296,,,CCM,SHARICE FOR CONGRESS,,,,,,13851 W 63Rd St,Num 303,Shawnee,KS,662163800,P2024,,2024-06-24,1500.00,0.00,Contribution,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,,
SB23,C00573261,500183299,,,CCM,Summer Lee For Congress,,,,,,PO Box 82620,,Pittsburgh,PA,152180620,G2024,,2024-06-10,1500.00,0.00,Contribution,,C00791780,,,LEE,SUMMER,,,,H,PA,12,,,,,,,,
SB23,C00573261,500183304,,,CCM,TERAN FOR CONGRESS,,,,,,PO Box 1041,,Glendale,AZ,853111041,P2024,,2024-06-24,1500.00,0.00,Contribution,,C00836890,,,TERAN,RAQUEL,,,,H,AZ,03,,,,,,,,
SB23,C00573261,500183302,,,CCM,Tony Vargas For Congress,,,,,,PO Box 746,,Boys Town,NE,680100746,G2024,,2024-06-26,1000.00,0.00,Contribution,,C00784371,,,VARGAS,ANTHONY,'TONY',,,H,NE,02,,,,,,,,
SB23,C00573261,500183292,,,CCM,Whitehouse For Senate,,,,,,PO Box 40280,,Providence,RI,029400280,P2024,,2024-06-10,1000.00,0.00,Contribution,,C00410803,,,Whitehouse,Sheldon,,,,S,RI,,,,,,,,,
