form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00758433,SB21B.5162.0,SB21B.5162,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,,,2024-07-31,321.72,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5162.1,SB21B.5162,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,,,2024-07-31,174.17,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5162.2,SB21B.5162,SB21B,ORG,Cellar.com,,,,,,300 Massachusetts Ave NE,,Washington,DC,20002,,,2024-08-05,875.68,,Beverages,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5162.3,SB21B.5162,SB21B,ORG,The Broadmoor,,,,,,PO Box 1439,,Colorado Springs,CO,80901,O2024,Other,2024-08-07,448.13,,Hotel,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5162.4,SB21B.5162,SB21B,ORG,The Broadmoor,,,,,,PO Box 1439,,Colorado Springs,CO,80901,O2024,Other,2024-08-13,3178.65,,Hotel,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5097,,,ORG,Les Williamson LLC,,,,,,PO Box 60148,,Washington,DC,20039,O2024,Other,2024-07-02,454.22,,Compliance Consulting/Shipping,001,,,,,,,,,,,,,,,,,,,
SB21B,C00758433,SB21B.5142,,,ORG,Les Williamson LLC,,,,,,PO Box 60148,,Washington,DC,20039,O2024,Other,2024-08-02,600.00,,Compliance Consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00758433,SB21B.5140,,,CAN,,MANN,TRACEY ROBERT,,,,PO BOX 1084,,SALINA,KS,67402,O2024,Other,2024-07-30,9112.61,,Reimbursement,001,,,H0KS01123,,,,,,H,KS,01,,,,,,,,
SB21B,C00758433,SB21B.5140.3,SB21B.5140,SB21B,ORG,The Hawkeye Bar & Grille,,,,,,60 Lake St,,Cooperstown,NY,13326,,,2024-05-30,301.01,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5140.4,SB21B.5140,SB21B,ORG,Hampton Inn,,,,,,7930 Jones Branch Rd,,McLean,VA,22102,,,2024-06-02,383.90,,Hotel,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5140.9,SB21B.5140,SB21B,ORG,Omni Hotels,,,,,,4001 Maple Ave,,Dallas,TX,75219,,,2024-06-09,453.42,,Hotel,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5140.10,SB21B.5140,SB21B,ORG,Sodexo,,,,,,US House of Representatives,,Washington,DC,20515,,,2024-06-13,237.60,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5140.11,SB21B.5140,SB21B,ORG,The Ritz Carlton Amelia Island,,,,,,4750 Amelia Island Parkway,,Amelia Island,FL,32034,,,2024-06-24,5489.51,,Hotel/Food & Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5143,,,CAN,,MANN,TRACEY ROBERT,,,,PO BOX 1084,,SALINA,KS,67402,O2024,Other,2024-08-14,455.40,,Reimbursement,002,,,H0KS01123,,,,,,H,KS,01,,,,,,,,
SB21B,C00758433,SB21B.5143.6,SB21B.5143,SB21B,ORG,Lyft,,,,,,185 Berry St,Ste. 400,San Francisco,CA,94107,O2024,Other,2024-07-19,72.97,,Taxi,,,,,,,,,,,,,,,,,,,X,
