form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00147066,88112794,,,CCM,Himes For Congress,,,,,,857 Post Road,#312,Fairfield,CT,06824,C2024,Convention2024,2023-12-11,1000.00,0.00,Political Contribution,011,C00434191,Himes For Congress,H8CT04172,Himes,Jim,,Rep.,,H,CT,04,,,,,,,,Political Contribution
SB23,C00147066,88112797,,,CCM,Feenstra For Congress,,,,,,641 2nd St,,Hull,IA,51239,G2024,,2023-12-11,2500.00,0.00,Political Contribution,011,C00693663,Feenstra For Congress,H0IA04145,Feenstra,Randall,,Rep.,,H,IA,04,,,,,,,,Political Contribution
SB23,C00147066,88112850,,,CCM,Case For Congress,,,,,,PO Box 2941,,Honolulu,HI,96802,P2024,,2023-12-11,1000.00,0.00,Political Contribution,011,C00680918,Case For Congress,H2HI02128,Case,Edward,,Rep.,,H,HI,01,,,,,,,,Political Contribution
SB23,C00147066,88112856,,,CCM,Delbene For Congress,,,,,,PO Box 477,,Kirkland,WA,98083,P2024,,2023-12-11,2500.00,0.00,Political Contribution,011,C00459099,Delbene For Congress,H0WA08046,DelBene,Suzan,,Rep.,,H,WA,01,,,,,,,,Political Contribution
SB23,C00147066,88112857,,,CCM,Montanans For Tester,,,,,,PO Box 1135,,Helena,MT,59624,G2024,,2023-12-11,1000.00,0.00,Political Contribution,011,C00412304,Montanans For Tester,S6MT00162,Tester,Jon,,Sen.,,S,MT,,,,,,,,,Political Contribution
SB23,C00147066,88112858,,,CCM,Friends Of Raja For Congress,,,,,,PO Box 681202,,Schaumburg,IL,60168,P2024,,2023-12-11,1000.00,0.00,Political Contribution,011,C00575092,Friends Of Raja For Congress,H6IL08147,Krishnamoorthi,Raja,,Rep.,,H,IL,08,,,,,,,,Political Contribution
SB23,C00147066,88112862,,,CCM,Don Davis For NC,,,,,,PO Box 511,,Snow Hill,NC,28580,P2024,,2023-12-11,2000.00,0.00,Political Contribution,011,C00795211,Don Davis For NC,H2NC02287,Davis,Don,,Rep.,Dr.,H,NC,01,,,,,,,,Political Contribution
SB23,C00147066,88112865,,,CCM,Ron Johnson For Senate Inc,,,,,,P.O. Box 1159,,Oshkosh,WI,54903,P2028,,2023-12-11,1000.00,0.00,Political Contribution,011,C00482984,Ron Johnson For Senate Inc,S0WI00197,Johnson,Ron,,Sen.,,S,WI,,,,,,,,,Political Contribution
SB23,C00147066,88112916,,,CCM,Deborah Ross For Congress,,,,,,PO Box 28258,,Raleigh,NC,27611,P2024,,2023-12-11,1000.00,0.00,Political Contribution,011,C00729277,Deborah Ross For Congress,H0NC02125,Ross,Deborah,,Rep.,,H,NC,02,,,,,,,,Political Contribution
SB23,C00147066,88113247,,,CCM,Joe Morelle For Congress,,,,,,P.O. Box 90914,,Rochester,NY,14609,P2024,,2023-12-11,1000.00,0.00,Political Contribution,011,C00675108,Joe Morelle For Congress,H8NY25105,Morelle,Joseph,,Rep,,H,NY,25,,,,,,,,Political Contribution
SB23,C00147066,88113248,,,CCM,Emilia Sykes For Congress,,,,,,P.O. Box 1347,,Akron,OH,44309,P2024,,2023-12-11,2000.00,0.00,Political Contribution,011,C00801274,Emilia Sykes For Congress,H2OH13264,Sykes,Emilia,,Rep.,,H,OH,13,,,,,,,,Political Contribution
SB23,C00147066,88113249,,,CCM,Katherine Clark For Congress,,,,,,600 Pennsylvania Ave SE #15180,,Washington,DC,20003,P2024,,2023-12-11,2500.00,0.00,Political Contribution,011,C00541888,Katherine Clark For Congress,H4MA05084,Clark,Katherine,,Rep.,,H,MA,05,,,,,,,,Political Contribution
SB23,C00147066,88113300,,,CCM,Mike Kelly For Congress,,,,,,PO Box 476,,Lyndora,PA,16045,P2024,,2023-12-11,1000.00,0.00,Political Contribution,011,C00474189,Mike Kelly For Congress,H0PA03271,Kelly,Mike,,Rep.,,H,PA,16,,,,,,,,Political Contribution
SB23,C00147066,88113301,,,CCM,Armstrong For Congress,,,,,,1515 Burnt Boat Drive,Box 112,Bismarck,ND,58503,P2024,,2023-12-11,2500.00,0.00,Political Contribution,011,C00670547,Armstrong For Congress,H8ND00096,Armstrong,Kelly,,Rep.,,H,ND,00,,,,,,,,Political Contribution
SB23,C00147066,88113302,,,CCM,Iowans For Zach Nunn,,,,,,PO Box 11,,Bondurant,IA,50035,P2024,,2023-12-11,1000.00,0.00,Political Contribution,011,C00784389,Iowans For Zach Nunn,H2IA03119,Nunn,Zach,,Rep.,,H,IA,03,,,,,,,,Political Contribution
SB23,C00147066,88113303,,,CCM,Garbarino For Congress,,,,,,PO Box 101,,Bayport,NY,11705,G2024,,2023-12-11,1000.00,0.00,Political Contribution,011,C00729954,Garbarino For Congress,H0NY02234,Garbarino,Andrew,,Rep.,,H,NY,02,,,,,,,,Political Contribution
SB23,C00147066,88113354,,,CCM,Ron Estes For Congress,,,,,,P.O. Box 782952,,Wichita,KS,67278,P2024,,2023-12-11,2500.00,0.00,Political Contribution,011,C00632067,Ron Estes For Congress,H8KS04112,Estes,Ron,,Rep.,,H,KS,04,,,,,,,,Political Contribution
SB23,C00147066,88113356,,,CCM,Friends Of Lucy McBath,,,,,,375 Rockbridge Rd NW,Suite 172-255,Lilburn,GA,30047,P2024,,2023-12-11,2500.00,0.00,Political Contribution,011,C00672295,Friends Of Lucy McBath,H8GA06393,McBath,Lucia,,Rep.,,H,GA,07,,,,,,,,Political Contribution
SB23,C00147066,88113357,,,CCM,Davidson For Congress,,,,,,P.O. Box 518,,Troy,OH,45373,P2024,,2023-12-11,1000.00,0.00,Political Contribution,011,C00600718,Davidson For Congress,H6OH08315,Davidson,Warren,,Rep.,,H,OH,08,,,,,,,,Political Contribution
SB23,C00147066,88113408,,,CCM,Fischbach For Congress,,,,,,PO Box 190,,Litchfield,MN,55355,P2024,,2023-12-11,1000.00,0.00,Political Contribution,011,C00717959,Fischbach For Congress,H0MN07091,Fischbach,Michelle,,Rep.,,H,MN,07,,,,,,,,Political Contribution
SB23,C00147066,88113409,,,CCM,Ann Wagner For Congress,,,,,,PO Box 50,,Ballwin,MO,63022,G2024,,2023-12-11,5000.00,0.00,Political Contribution,011,C00495846,Ann Wagner For Congress,H2MO02102,Wagner,Ann,,Rep.,,H,MO,02,,,,,,,,Political Contribution
SB23,C00147066,88121286,,,CCM,Young Kim For Congress,,,,,,PO Box  17490,,Anaheim,CA,92817,P2024,,2023-12-12,1500.00,0.00,Political Contribution,011,C00665638,Young Kim For Congress,H8CA39240,Kim,Young,,Rep.,,H,CA,40,,,,,,,,Political Contribution
SB23,C00147066,88126170,,,CCM,Friends Of Dan Kildee,,,,,,P.O. Box 248,,Flint,MI,48501,P2024,,2023-12-13,-1500.00,0.00,Void - Friends Of Dan Kildee issued 11/28/23,011,C00499947,Friends Of Dan Kildee,H2MI05119,Kildee,Daniel,,Rep.,,H,MI,08,,,,,,,,Void - Friends Of Dan Kildee issued 11/28/23
SB23,C00147066,88126171,,,CCM,Friends Of Dan Kildee,,,,,,P.O. Box 248,,Flint,MI,48501,G2024,,2023-12-13,-1000.00,0.00,Void - Friends Of Dan Kildee issued 11/28/23,011,C00499947,Friends Of Dan Kildee,H2MI05119,Kildee,Daniel,,Rep.,,H,MI,08,,,,,,,,Void - Friends Of Dan Kildee issued 11/28/23
SB23,C00147066,88133225,,,CCM,Brian Fitzpatrick For All Of Us,,,,,,PO Box 939,,Langhorne,PA,19047,P2024,,2023-12-15,2000.00,0.00,Political Contribution,011,C00607416,Brian Fitzpatrick For All Of Us,H6PA08277,Fitzpatrick,Brian,,Rep.,,H,PA,01,,,,,,,,Political Contribution
SB23,C00147066,88186683,,,PAC,Value in Electing Women Political Action Committee,,,,,,228 S. Washington St,Suite 115,Alexandria,VA,22314,,,2023-12-05,5000.00,0.00,(In-Kind)  Room Rental - Inkind,011,C00327189,,,,,,,,,,,,,,,,,X,(Memo Entry)
