form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00081273,SB29.14840,,,CCM,Kaufmann for Statehouse,,,,,,1527 330th Street,,Wilton,IA,52772,,,2023-09-27,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14853,,,CCM,Kenan Judge for Iowans,,,,,,325 Abigail Lane,,Waukee,IA,50263,,,2023-10-27,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14852,,,CCM,Kim Reynolds for Iowa,,,,,,1007 E. Grand Ave. #121,,Des Moines,IA,50319,,,2023-10-12,2500.00,,Contribution,,,,,,,,,,,IA,,,,,,,,,
SB29,C00081273,SB29.14846,,,CCM,Koelker for Iowa Senate,,,,,,807 3rd St. NW,,Dyersville,IA,52040,,,2023-10-05,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14849,,,CCM,Konfrst for House,,,,,,1527 330th St,,Wilton,IA,52778,,,2023-10-09,2000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14870,,,CCM,Kraayenbrink for IA Senate,,,,,,1561 National Avenue,,Fort Dodge,IA,50501,,,2023-12-04,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14896,,,CAN,,Nordman,Carter,,,,20346 Mill Creek Ln,,Adel,IA,50003,,,2023-11-17,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14850,,,CCM,Reichman for Senate,,,,,,PO Box 85,,Montrose,IA,52639,,,2023-10-09,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14841,,,CCM,Shannon Lungren for Iowa House,,,,,,918 Heather Dr,,Peosta,IA,52068,,,2023-09-27,1500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14861,,,CAN,,Siegrist,Brent,,,,204 Lori Lane,,Council Bluffs,IA,51503,,,2023-11-17,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14847,,,CCM,Sinclair for Iowa,,,,,,1255 King Road,,Allerton,IA,50008,,,2023-10-05,2000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14864,,,CCM,Sorensen for Iowa,,,,,,PO Box 97,,Greenfield,IA,50849,,,2023-11-17,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14855,,,CCM,Tom Shipley for Iowa,,,,,,2425 Birch Ave.,,Nodaway,IA,50857,,,2023-11-01,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14839,,,CCM,Vote Bloomingdale for Iowa,,,,,,501 2nd Ave. N,,Northwood,IA,50459,,,2023-09-27,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14857,,,CCM,Waylon Brown for State Senate,,,,,,2415 Highway 218,,Osage,IA,50461,,,2023-11-15,1500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14862,,,CCM,Wills for Iowa,,,,,,15732 Tradewind Dr.,,Spirit Lake,IA,51360,,,2023-11-17,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14889,,,COM,Wilz for Iowa,,,,,,819 N. Court,,Ottumwa,IA,52501,,,2023-10-04,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14851,,,PAC,Winckler for State House,,,,,,6 Thode Court,,Davenport,IA,52802,,,2023-10-09,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14869,,,CCM,Win With Windschitl,,,,,,222 West Huron Street,,Missouri Valley,IA,51555,,,2023-11-27,2000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14894,,,COM,Wulf for Iowa,,,,,,PO Box 161,,Hudson,IA,50643,,,2023-11-13,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14890,,,CAN,,Young,David,,,,PO Box 123,,Van Meter,IA,50261,,,2023-10-04,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
