form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00001636,SB29.77482,,,COM,Elect Arthur Ellis,,,,,,P.O. Box 329,,Marbury,MD,20658,P2026,,2024-01-04,500.00,,"House, MD, 28 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77557,,,COM,Eliot Bostar for Legislature,,,,,,3800 S 42nd Street,,Lincoln,NE,68506,P2024,,2024-01-25,2000.00,,"State Legislature, NE, 29 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77481,,,COM,Friends of Dana Stein,,,,,,3501 Grandview Road,,Baltimore,MD,21208,P2026,,2024-01-04,500.00,,"House, MD, 11B dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77486,,,COM,Friends of Doris Turner,,,,,,P.O. Box 1493,,Springfiled,IL,62705,P2024,,2024-01-04,500.00,,"Senate, IL, 48 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77518,,,COM,Friends of Erika White,,,,,,997 Plum Creek Road,,Toledo,OH,43615,G2024,,2024-01-15,250.00,,"House, OH, 41 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77488,,,COM,Friends of Jarrett Clem,,,,,,P.O. Box 7503,,Champaign,IL,61826,P2024,,2024-01-04,250.00,,"House, IL, 104 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77543,,,COM,Friends of Joey Andrews IV,,,,,,1288 Vineland Rd.,,St. Joseph,MI,49085,P2024,,2024-01-25,500.00,,"House, MI, 38 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77542,,,COM,Friends of Penelope Tsernoglou,,,,,,Po Box 4310,,East Lansing,MI,48826,P2024,,2024-01-25,500.00,,"House, MI, 75 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77548,,,COM,Friends of Seth Derner,,,,,,600 Blue Sage Blvd,,Lincoln,NE,68521,P2024,,2024-01-25,2000.00,,"State Legislature, NE, 21 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77496,,,PAC,Georgia Blue PAC,,,,,,P.O. Box 18622,,Atlanta,GA,31126,P2024,,2024-01-05,500.00,,"House, GA, 1 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77529,,,COM,Joy For Justice Inc.,,,,,,P.O. Box 11117,,Chicago,IL,60611,P2024,,2024-01-18,500.00,,"Illinois Supreme Court Justice, IL",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77491,,,COM,Lena Gonzalez for Senate 2024,,,,,,"1414 K Street, Suite 250",,Sacramento,CA,95814,P2024,,2024-01-04,1000.00,,"State Senate, CA, 33 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77484,,,COM,Maria for 52,,,,,,125 Carriage Rd.,,North Barrington,IL,60010,P2024,,2024-01-04,250.00,,"House, IL, 52 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77552,,,COM,Nicki for Nebraska,,,,,,8007 Nashway Rd.,,Lincoln,NE,68516,P2024,,2024-01-25,2000.00,,"State Legislature, NE, 25 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77554,,,COM,Pendrell for Nebraska,,,,,,1202 William St. 222b,,Omaha,NE,68108,P2024,,2024-01-25,1000.00,,"State Legislature, NE, 7 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77526,,,COM,Phlunte Riddle for Assembly 2024,,,,,,"12501 Imperial Hwy., Ste 200",,Norwalk,CA,90650,P2024,,2024-01-18,2500.00,,"State Assembly, CA, 41 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77550,,,COM,Prokop for Legislature,,,,,,2340 Jenna Ln,,Lincoln,NE,68512,P2024,,2024-01-25,2000.00,,"State Legislature, NE, 27 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77503,,,PAC,Prosperous Georgia 13 PAC,,,,,,P.O. Box 682921,,Marietta,GA,30068,P2024,,2024-01-05,200.00,,"House, GA",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77524,,,COM,Ransom for Assembly 2024,,,,,,"1121 L Street, Suite 211",,Sacramento,CA,95814,P2024,,2024-01-18,2500.00,,"State Assembly, CA, 13 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77500,,,COM,Rick Townsend for Georgia,,,,,,P.O. Box 20514,,St. Simons Island,GA,31522,P2024,,2024-01-05,200.00,,"House, GA, 179 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77501,,,COM,Ron Stephens for GA,,,,,,45 Cove Drive,,Savannah,GA,31419,P2024,,2024-01-05,300.00,,"House, GA, 164 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77494,,,ORG,The California Legislative Black Caucus Policy Institute,,,,,,"1017 L Street, #292",,Sacramento,CA,95814,,,2024-01-04,2500.00,,Fundraiser for the California Legis. Black Caucus,,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77545,,,COM,Vote Kelly Breen,,,,,,242 Linhart St.,,Novi,MI,48377,P2024,,2024-01-25,500.00,,"House, MI, 21 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77498,,,COM,"WBJ Leadership Committee, Inc.",,,,,,P.O. Box 767,,Jackson,GA,30233,P2024,,2024-01-05,300.00,,"Senate, GA",,,,,,,,,,,,,,,,,,,,
