form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00786830,500077081,,,CCM,Committee to Elect Jared Golden,,,,,,PO Box 7108,,Lewiston,ME,042437108,,,2024-11-22,2500.00,0.00,Recount Donation,,C00653816,,,Golden,Jared,,,,H,ME,02,,,,,,,,
SB29,C00786830,500076989,,,ORG,Elias Law Group,,,,,,250 Massachusetts Ave NW,Ste 400,Washington,DC,200015825,,,2024-11-20,3861.00,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076016,,,ORG,"EveryAction, Inc.",,,,,,655 15th St NW,Ste 650,Washington,DC,200055738,,,2024-10-22,1590.00,0.00,Database Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076019,,,ORG,Fast Lizard LLC,,,,,,455 Riverside Ave,,Mancos,CO,813287942,,,2024-10-28,8332.00,0.00,Strategic Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500077042,,,ORG,Fast Lizard LLC,,,,,,455 Riverside Ave,,Mancos,CO,813287942,,,2024-11-22,8332.00,0.00,Strategic Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076979,,,ORG,Greenberg Traurig,,,,,,54 State St,Fl 6,Albany,NY,122072510,,,2024-11-08,67.50,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076017,,,ORG,Ikon Global Consulting Inc,,,,,,117 Quarry St,Apt 3,Philadelphia,PA,191062047,,,2024-10-25,7500.00,0.00,Strategic Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076514,,,ORG,Ikon Global Consulting Inc,,,,,,117 Quarry St,Apt 3,Philadelphia,PA,191062047,,,2024-11-01,7500.00,0.00,Strategic Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076515,,,ORG,"MLV Strategies, LLC",,,,,,433 Broadway,Ste 416,New York,NY,100132510,,,2024-11-01,20000.00,0.00,Strategic Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076020,,,ORG,New River Strategies LLC,,,,,,3915 47th St NW,,Washington,DC,200165613,,,2024-10-28,40000.00,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500077040,,,ORG,"Parlance Media Lab, LLC",,,,,,1259 El Camino Real,,Menlo Park,CA,940254208,,,2024-11-08,2500.00,0.00,In-Kind Digital Advertising - Recount Donation,,C00653816,,,Golden,Jared,,,,H,ME,02,,,,,,,,
SB29,C00786830,500076511,,,ORG,Pearl Projects LLC,,,,,,417 St John'S Place 2G,,Brooklyn,NY,11238,,,2024-10-28,17500.00,0.00,Research,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076014,,,ORG,"Premier Political Compliance, Inc.",,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,,,2024-10-17,2750.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076978,,,ORG,"Premier Political Compliance, Inc.",,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,,,2024-11-05,5500.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076510,,,ORG,"Schoen Survey Research, LLC",,,,,,10295 Collins Ave,,Bal Harbour,FL,331541471,,,2024-10-28,38000.00,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076015,,,ORG,Thematic Campaigns,,,,,,111 W Illinois St,Fl 5,Chicago,IL,606544505,,,2024-10-17,7500.00,0.00,Strategic Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contrbution Account
SB29,C00786830,500076988,,,ORG,Vantage Legal PLLC,,,,,,1300 I St NW,Ste 400E,Washington,DC,200053318,,,2024-11-13,930.00,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
