form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00252940,VVAG5ARSVP8,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-02-15,5.13,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSVQ6,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-02-16,2.48,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSVR4,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-02-20,357.85,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSVS2,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-02-21,1.71,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSVT0,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-02-22,150.45,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSVV8,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-02-26,10.56,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSVW6,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-02-27,13.10,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSVX3,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-02-28,139.91,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSVY1,,,ORG,Stripe,,,,,,3180 18Th St,Ste 100,San Francisco,CA,941102042,,,2023-02-28,1.93,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSTQ3,,,ORG,Suntrust Bank,,,,,,PO Box 622227,,Orlando,FL,328622227,,,2023-02-13,6.86,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSTR1,,,ORG,Suntrust Bank,,,,,,PO Box 622227,,Orlando,FL,328622227,,,2023-02-13,44.95,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSTS9,,,ORG,Suntrust Bank,,,,,,PO Box 622227,,Orlando,FL,328622227,,,2023-02-13,13.78,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSTT7,,,ORG,Suntrust Bank,,,,,,PO Box 622227,,Orlando,FL,328622227,,,2023-02-13,39.95,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSTV5,,,ORG,Suntrust Bank,,,,,,PO Box 622227,,Orlando,FL,328622227,,,2023-02-13,5.69,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
