form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00437244,18155039,,,CCM,Emmer For Congress,,,,,,PO Box 279,,Elk River,MN,55330,P2024,,2024-04-25,1000.00,0.00,Emmer Victory Committee,011,C00545749,Emmer For Congress,H4MN06087,Emmer,Tom,,Rep.,Jr.,H,MN,06,,,,,,,X,(Memo Entry)
SB23,C00437244,18155040,,,CCM,Lahood For Congress,,,,,,P.O. Box 10735,,Peoria,IL,61612,G2024,,2024-04-25,1000.00,0.00,,011,C00575050,Lahood For Congress,H6IL18088,LaHood,Darin,,Rep.,,H,IL,18,,,,,,,,
SB23,C00437244,18155041,,,CCM,Latta For Congress,,,,,,PO Box 106,,Bowling Green,OH,43402,G2024,,2024-04-25,1000.00,0.00,,011,C00438697,Latta For Congress,H8OH05036,Latta,Bob,,Rep.,,H,OH,05,,,,,,,,
SB23,C00437244,18155042,,,CCM,Westerman For Congress,,,,,,PO Box 21097,,Hot Springs,AR,71903,G2024,,2024-04-25,1000.00,0.00,,011,C00548180,Westerman For Congress,H4AR04048,Westerman,Bruce,,Rep.,,H,AR,04,,,,,,,,
SB23,C00437244,18155043,,,PAC,Durbin Victory Fund,,,,,,101 W. Grand,Suite 200,Chicago,IL,60654,,,2024-04-25,1000.00,0.00,2024,011,,,,,,,,,,,,,,,,,,,2024
SB23,C00437244,18155044,,,CCM,Friends Of Dick Durbin Committee,,,,,,P.O. Box 1949,,Springfield,IL,62705,P2026,,2024-04-25,1000.00,0.00,Durbin Victory Fund,011,C00148999,Friends Of Dick Durbin Committee,S6IL00151,Durbin,Richard,,Sen.,,S,IL,,,,,,,,X,(Memo Entry)
SB23,C00437244,18155812,,,CCM,Teresa For All,,,,,,PO Box 2675,,Santa Fe,NM,87504,P2024,,2024-04-30,1000.00,0.00,,011,C00704049,Teresa For All,H0NM03102,Leger Fernandez,Teresa,,Rep.,,H,NM,03,,,,,,,,
SB23,C00437244,18155813,,,CCM,Ashley Hinson For Congress,,,,,,PO Box 811,,Marion,IA,52302,P2024,,2024-04-30,1000.00,0.00,,011,C00706267,Ashley Hinson For Congress,H0IA01174,Hinson Arenholz,Ashley,,Rep.,,H,IA,01,,,,,,,,
SB23,C00437244,18155816,,,CCM,"Steil For Wisconsin, Inc.",,,,,,1818 Milton Ave,# 1448,Janesville,WI,535451129,P2024,,2024-04-30,1000.00,0.00,,011,C00677286,"Steil For Wisconsin, Inc.",H8WI01156,Steil,Bryan,,Rep.,,H,WI,01,,,,,,,,
SB23,C00437244,18155817,,,CCM,Elise For Congress,,,,,,PO Box 500,,Glens Falls,NY,12801,P2024,,2024-04-30,1000.00,0.00,,011,C00547893,Elise For Congress,H4NY21079,Stefanik,Elise,,Rep.,,H,NY,21,,,,,,,,
SB23,C00437244,18155819,,,CCM,Lucas For Congress,,,,,,PO Box 1726,,Oklahoma City,OK,731011726,P2024,,2024-04-30,1000.00,0.00,,011,C00287912,Lucas For Congress,H4OK06056,Lucas,Frank,,Rep.,,H,OK,03,,,,,,,,
