form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00530766,SB21B.I32856,,,ORG,FOUR STAR PRINTING,,,,,,43671 TRADE CENTER PLACE,SUITE 154,DULLES,VA,20166,,,2024-10-21,726.22,,OFFICE SUPPLIES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00530766,2024.11.08,,,ORG,"FP1 STRATEGIES, LLC",,,,,,3001 WASHINGTON BLVD 7TH FLOOR,,Arlington,VA,22201,G2024,,2024-11-08,10450.00,,Production Admin Cost,004,,,,,,,,,,,,  ,,,,,,,
SB21B,C00530766,SB21B.I32866,,,ORG,HARRIS MEDIA,,,,,,"66 W FLAGLER ST, ",UNIT PH-1,MIAMI,FL,33130,G2024,,2024-10-31,4164.62,,RECRUITING ADS,004,,,,,,,,,,,,  ,,,,,,,
SB21B,C00530766,SB21B.I32870,,,ORG,HEADWAY WORKFORCE SOLUTIONS INC.,,,,,,3100 SMOKETREE CT.,SUITE 900,RALEIGH,NC,27604,G2024,,2024-10-20,2613.55,,FIELD DIRECTOR SALARY,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00530766,SB21B.I32871,,,ORG,HEADWAY WORKFORCE SOLUTIONS INC.,,,,,,3100 SMOKETREE CT.,SUITE 900,RALEIGH,NC,27604,G2024,,2024-10-27,2613.55,,FIELD DIRECTOR SALARY,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00530766,SB21B.I32872,,,ORG,HEADWAY WORKFORCE SOLUTIONS INC.,,,,,,3100 SMOKETREE CT.,SUITE 900,RALEIGH,NC,27604,G2024,,2024-11-03,2613.55,,FIELD DIRECTOR SALARY,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00530766,2024.10.28,,,ORG,Millennium Consulting,,,,,,4851 Legacy Oaks Drive,,Orlando,FL,32839,G2024,,2024-10-28,11400.00,,Printed Materials,004,,,,,,,,,,,,  ,,,,,,,
SB21B,C00530766,2024.11.25.3,,,ORG,THE LUKENS COMPANY,,,,,,2800 SHIRLINGTON RD,9th Floor,Arlington,VA,22206,G2024,,2024-11-08,262255.58,,Mailers - non IE,004,,,,,,,,,,,,  ,,,,,,,
SB21B,C00530766,SB21B.I32864,,,ORG,THE LUKENS COMPANY,,,,,,2800 SHIRLINGTON RD,9TH FLOOR,ARLINGTON,VA,22206,G2024,,2024-10-17,16081.33,,MAILER - NON IE,004,,,,,,,,,,,,  ,,,,,,,
SB21B,C00530766,SB21B.I32865,,,ORG,THE LUKENS COMPANY,,,,,,2800 SHIRLINGTON RD,9TH FLOOR,ARLINGTON,VA,22206,G2024,,2024-10-17,15000.00,,RETAINER,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00530766,SB21B.I32867,,,ORG,THE LUKENS COMPANY,,,,,,2800 SHIRLINGTON RD,9TH FLOOR,ARLINGTON,VA,22206,G2024,,2024-10-22,103389.85,,MAILER - NON IE,004,,,,,,,,,,,,  ,,,,,,,
SB21B,C00530766,SB21B.I32873,,,ORG,THE LUKENS COMPANY,,,,,,2800 SHIRLINGTON RD,9TH FLOOR,ARLINGTON,VA,22206,G2024,,2024-10-24,27.00,,MAILER - NON IE,004,,,,,,,,,,,,  ,,,,,,,
