form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00247403,SB23.63291,,,CCM,"JOHN JAMES FOR CONGRESS, INC.",,,,,,P.O. BOX 628,,SAINT CLAIR SHORES,MI,48080,,,2024-10-23,50.00,,Earmarked Donations,,C00803502,"JOHN JAMES FOR CONGRESS, INC.",,,,,,,H,MI,10,,,,,,,,
SB23,C00247403,SB23.63289,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,,,2024-10-23,50.00,,Earmarked Donations,,C00703058,KEAN FOR CONGRESS INC,,,,,,,H,NJ,07,,,,,,,,
SB23,C00247403,SB23.63282,,,CCM,MAGGIE FOR CONGRESS,,,,,,131 DANIEL WEBSTER HWY,#949,NASHUA,NH,03060,,,2024-10-23,100.00,,Earmarked Donations,,C00878454,MAGGIE FOR CONGRESS,,,,,,,H,NH,00,,,,,,,,
SB23,C00247403,SB23.63293,,,CCM,MARC FOR US INC.,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,,,2024-10-23,50.00,,Earmarked Contributions to Marc Molinaro,,C00789586,MARC FOR US INC.,,,,,,,H,NY,19,,,,,,,,
SB23,C00247403,SB23.63286,,,CCM,SUOZZI FOR CONGRESS,,,,,,PO BOX 669,,GLEN COVE,NY,11542,,,2024-10-23,50.00,,Earmarked Donations,,C00607200,SUOZZI FOR CONGRESS,,,,,,,H,NY,03,,,,,,,,
SB23,C00247403,SB23.63297,,,COM,TEAM FITZ,,,,,,PO BOX 30844,,BETHESDA,MD,20824,,,2024-10-23,6000.00,,Earmarked Contributions to Team Fitz,,C00632711,TEAM ESTES,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.63303,,,COM,TEAM MORENO,,,,,,P.O. BOX 340797,,COLUMBUS,OH,43234,,,2024-10-29,69000.00,,Earmarked Donations,,C00867010,,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.63314,,,COM,TEAM MORENO,,,,,,P.O. BOX 340797,,COLUMBUS,OH,43234,,,2024-10-31,100000.00,,Earmarked Donations,,C00867010,,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.63277,,,CCM,TED CRUZ VICTORY COMMITTEE,,,,,,815 A BRAZOS,PMB 550,AUSTIN,TX,78701,,,2024-10-23,1000.00,,Earmarked Donations,,C00542423,TED CRUZ VICTORY COMMITTEE,,,,,,,S,TX,00,,,,,,,,
SB23,C00247403,SB23.63330,,,CCM,TED CRUZ VICTORY COMMITTEE,,,,,,815 A BRAZOS,PMB 550,AUSTIN,TX,78701,,,2024-11-05,100.00,,Earmarked Donations,,C00542423,TED CRUZ VICTORY COMMITTEE,,,,,,,S,TX,00,,,,,,,,
