form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00819102,SB23.975628,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,P2024,,2023-12-27,800.00,,FEDERAL CONTRIBUTION,,C00703058,KEAN FOR CONGRESS INC,H0NJ07261,KEAN,THOMAS,H.,,JR.,H,NJ,07,,,,,,
SB23,C00819102,SB23.975629,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,G2024,,2023-12-27,1700.00,,FEDERAL CONTRIBUTION,,C00703058,KEAN FOR CONGRESS INC,H0NJ07261,KEAN,THOMAS,H.,,JR.,H,NJ,07,,,,,,
SB23,C00819102,SB23.964038,,,CCM,KIGGANS FOR CONGRESS,,,,,,P.O. BOX 5042,,VIRGINIA BEACH,VA,23471,P2024,,2023-09-29,3300.00,,FEDERAL CONTRIBUTION,,C00776120,KIGGANS FOR CONGRESS,H2VA02064,KIGGANS,JENNIFER,,,,H,VA,02,,,,,,
SB23,C00819102,SB23.975643,,,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,P2024,,2023-12-27,300.00,,FEDERAL CONTRIBUTION,,C00806018,LALOTA FOR CONGRESS,H2NY01190,LALOTA,NICK,,,,H,NY,01,,,,,,
SB23,C00819102,SB23.975644,,,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,G2024,,2023-12-27,1700.00,,FEDERAL CONTRIBUTION,,C00806018,LALOTA FOR CONGRESS,H2NY01190,LALOTA,NICK,,,,H,NY,01,,,,,,
SB23,C00819102,SB23.963378,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,P2024,,2023-09-27,300.00,,FEDERAL CONTRIBUTION,,C00815415,LAWLER FOR CONGRESS,H2NY17162,LAWLER,MICHAEL,VINCENT,,,H,NY,17,,,,,,
SB23,C00819102,SB23.963381,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,G2024,,2023-09-27,1700.00,,FEDERAL CONTRIBUTION,,C00815415,LAWLER FOR CONGRESS,H2NY17162,LAWLER,MICHAEL,VINCENT,,,H,NY,17,,,,,,
SB23,C00819102,SB23.974345,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,G2024,,2023-12-12,1600.00,,FEDERAL CONTRIBUTION,,C00815415,LAWLER FOR CONGRESS,H2NY17162,LAWLER,MICHAEL,VINCENT,,,H,NY,17,,,,,,
SB23,C00819102,SB23.974354,,,CCM,MARC FOR US INC.,,,,,,PO BOX 219,,LEEDS,NY,12451,P2024,,2023-12-13,2000.00,,FEDERAL CONTRIBUTION,,C00789586,MARC FOR US INC.,H2NY19127,MOLINARO,MARCUS,J.,,,H,NY,19,,,,,,
SB23,C00819102,SB23.975787,,,CCM,MAZI FOR CONGRESS,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,O2024,SPECIAL GENERAL,2023-12-28,1000.00,,FEDERAL CONTRIBUTION,,C00860429,MAZI FOR CONGRESS,H4NY03283,PILIP,MAZI,MELESA,,,H,NY,03,,,,,,
SB23,C00819102,SB23.964133,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE,SUITE 150,IRVINE,CA,92618,P2024,,2023-09-29,1500.00,,FEDERAL CONTRIBUTION,,C00704981,MICHELLE STEEL FOR CONGRESS,H0CA48198,STEEL,MICHELLE,,,,H,CA,45,,,,,,
SB23,C00819102,SB23.972664,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE,SUITE 150,IRVINE,CA,92618,P2024,,2023-12-01,300.00,,FEDERAL CONTRIBUTION,,C00704981,MICHELLE STEEL FOR CONGRESS,H0CA48198,STEEL,MICHELLE,,,,H,CA,45,,,,,,
SB23,C00819102,SB23.972667,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE,SUITE 150,IRVINE,CA,92618,G2024,,2023-12-01,1700.00,,FEDERAL CONTRIBUTION,,C00704981,MICHELLE STEEL FOR CONGRESS,H0CA48198,STEEL,MICHELLE,,,,H,CA,45,,,,,,
SB23,C00819102,SB23.976372,,,CCM,MIKE GARCIA FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,P2024,,2023-12-31,3300.00,,FEDERAL CONTRIBUTION,,C00701102,MIKE GARCIA FOR CONGRESS,H0CA25105,GARCIA,MICHAEL,,,,H,CA,27,,,,,,
SB23,C00819102,SB23.972661,,,CCM,NICOLE FOR NEW YORK,,,,,,PO BOX 60487,,STATEN ISLAND,NY,10306,P2024,,2023-12-01,3300.00,,FEDERAL CONTRIBUTION,,C00694778,NICOLE FOR NEW YORK,H0NY11078,MALLIOTAKIS,NICOLE,,,,H,NY,11,,,,,,
SB23,C00819102,SB23.972666,,,CCM,NICOLE FOR NEW YORK,,,,,,PO BOX 60487,,STATEN ISLAND,NY,10306,G2024,,2023-12-01,1700.00,,FEDERAL CONTRIBUTION,,C00694778,NICOLE FOR NEW YORK,H0NY11078,MALLIOTAKIS,NICOLE,,,,H,NY,11,,,,,,
SB23,C00819102,SB23.963739,,,CCM,SALAZAR FOR CONGRESS,,,,,,3725 WEST FLAGLER STREET,#281,MIAMI,FL,33134,P2024,,2023-09-29,1500.00,,FEDERAL CONTRIBUTION,,C00714261,SALAZAR FOR CONGRESS,H8FL27185,SALAZAR,MARIA,ELVIRA,,,H,FL,27,,,,,,
SB23,C00819102,SB23.976217,,,CCM,SALAZAR FOR CONGRESS,,,,,,3725 WEST FLAGLER STREET,#281,MIAMI,FL,33134,P2024,,2023-12-29,1000.00,,FEDERAL CONTRIBUTION,,C00714261,SALAZAR FOR CONGRESS,H8FL27185,SALAZAR,MARIA,ELVIRA,,,H,FL,27,,,,,,
SB23,C00819102,SB23.976377,,,CCM,SCOTT BAUGH FOR CONGRESS,,,,,,4040 MACARTHUR BOULEVARD,SUITE 200,NEWPORT BEACH,CA,92660,P2024,,2023-12-31,1000.00,,FEDERAL CONTRIBUTION,,C00798322,SCOTT BAUGH FOR CONGRESS,H2CA47196,BAUGH,SCOTT,,,,H,CA,47,,,,,,
SB23,C00819102,SB23964085,,,CCM,"STEIL FOR WISCONSIN, INC.",,,,,,1818 MILTON AVE,# 1448,JANESVILLE,WI,53545,P2024,,2023-09-29,2500.00,,FEDERAL CONTRIBUTION,,C00677286,"STEIL FOR WISCONSIN, INC.",H8WI01156,STEIL,BRYAN,GEORGE,,,H,WI,01,,,,,,
SB23,C00819102,SB23.963224,,,CCM,VALADAO FOR CONGRESS,,,,,,5132 NORTH PALM AVENUE,#227,FRESNO,CA,93704,P2024,,2023-09-25,2000.00,,FEDERAL CONTRIBUTION,,C00499392,VALADAO FOR CONGRESS,H2CA20094,VALADAO,DAVID,,,,H,CA,22,,,,,,
SB23,C00819102,SB23.974342,,,CCM,VALADAO FOR CONGRESS,,,,,,5132 NORTH PALM AVENUE,#227,FRESNO,CA,93704,P2024,,2023-12-12,1200.00,,FEDERAL CONTRIBUTION,,C00499392,VALADAO FOR CONGRESS,H2CA20094,VALADAO,DAVID,,,,H,CA,22,,,,,,
SB23,C00819102,SB23.974341,,,CCM,VALADAO FOR CONGRESS,,,,,,5132 NORTH PALM AVENUE,#227,FRESNO,CA,93704,G2024,,2023-12-12,1300.00,,FEDERAL CONTRIBUTION,,C00499392,VALADAO FOR CONGRESS,H2CA20094,VALADAO,DAVID,,,,H,CA,22,,,,,,
SB23,C00819102,SB23.975782,,,CCM,VAN ORDEN FOR CONGRESS,,,,,,PO BOX 1836,,LA CROSSE,WI,54602,P2024,,2023-12-28,1000.00,,FEDERAL CONTRIBUTION,,C00742007,VAN ORDEN FOR CONGRESS,H0WI03175,VAN ORDEN,DERRICK,F.,MR.,,H,WI,03,,,,,,
SB23,C00819102,SB23.974343,,,CCM,YOUNG KIM FOR CONGRESS,,,,,,PO BOX 17490,,ANAHEIM,CA,92817,P2024,,2023-12-12,800.00,,FEDERAL CONTRIBUTION,,C00665638,YOUNG KIM FOR CONGRESS,H8CA39240,KIM,YOUNG,,,,H,CA,40,,,,,,
SB23,C00819102,SB23.974344,,,CCM,YOUNG KIM FOR CONGRESS,,,,,,PO BOX 17490,,ANAHEIM,CA,92817,G2024,,2023-12-12,1700.00,,FEDERAL CONTRIBUTION,,C00665638,YOUNG KIM FOR CONGRESS,H8CA39240,KIM,YOUNG,,,,H,CA,40,,,,,,
SB23,C00819102,SB23.974552,,,CCM,YOUNG KIM FOR CONGRESS,,,,,,PO BOX 17490,,ANAHEIM,CA,92817,G2024,,2023-12-15,1600.00,,FEDERAL CONTRIBUTION,,C00665638,YOUNG KIM FOR CONGRESS,H8CA39240,KIM,YOUNG,,,,H,CA,40,,,,,,
